EVENT,BOUT,METHOD,ROUND,TIME,FIGHTER_1,FIGHTER_2,Total_Rounds_Format,Main_round_time_Format,Num_overtime_rounds_Format,Overtime_round_time_Format,gender,is_title_bout,weight_class,fighter_1_result,fighter_2_result
ufc 153: silva vs bonnar,antonio rodrigo nogueira  vs. dave herman,submission,2,271,antonio rodrigo nogueira,dave herman,3.0,5.0,0.0,0.0,0,0,heavyweight,W,L
ufc 153: silva vs bonnar,glover teixeira  vs. fabio maldonado,tko - doctor's stoppage,2,300,glover teixeira,fabio maldonado,3.0,5.0,0.0,0.0,0,0,light heavyweight,W,L
ufc 153: silva vs bonnar,jon fitch  vs. erick silva,decision - unanimous,3,300,jon fitch,erick silva,3.0,5.0,0.0,0.0,0,0,welterweight,W,L
ufc 153: silva vs bonnar,phil davis  vs. wagner prado,submission,2,269,phil davis,wagner prado,3.0,5.0,0.0,0.0,0,0,light heavyweight,W,L
ufc 153: silva vs bonnar,demian maia  vs. rick story,submission,1,150,demian maia,rick story,3.0,5.0,0.0,0.0,0,0,welterweight,W,L
ufc 153: silva vs bonnar,rony jason  vs. sam sicilia,ko/tko,2,256,rony jason,sam sicilia,3.0,5.0,0.0,0.0,0,0,featherweight,W,L
ufc 153: silva vs bonnar,gleison tibau  vs. francisco trinaldo,decision - unanimous,3,300,gleison tibau,francisco trinaldo,3.0,5.0,0.0,0.0,0,0,lightweight,W,L
ufc 153: silva vs bonnar,diego brandao  vs. joey gambino,decision - unanimous,3,300,diego brandao,joey gambino,3.0,5.0,0.0,0.0,0,0,featherweight,W,L
ufc 153: silva vs bonnar,sergio moraes  vs. renee forte,submission,3,190,sergio moraes,renee forte,3.0,5.0,0.0,0.0,0,0,welterweight,W,L
ufc 153: silva vs bonnar,luiz cane  vs. chris camozzi,decision - unanimous,3,300,luiz cane,chris camozzi,3.0,5.0,0.0,0.0,0,0,middleweight,L,W
ufc 153: silva vs bonnar,cristiano marcello  vs. reza madadi,decision - split,3,300,cristiano marcello,reza madadi,3.0,5.0,0.0,0.0,0,0,lightweight,W,L
ufc on fx: browne vs bigfoot,travis browne  vs. antonio silva,ko/tko,1,207,travis browne,antonio silva,5.0,5.0,0.0,0.0,0,0,heavyweight,L,W
ufc on fx: browne vs bigfoot,jake ellenberger  vs. jay hieron,decision - unanimous,3,300,jake ellenberger,jay hieron,3.0,5.0,0.0,0.0,0,0,welterweight,W,L
ufc on fx: browne vs bigfoot,john dodson  vs. jussier formiga,ko/tko,2,275,john dodson,jussier formiga,3.0,5.0,0.0,0.0,0,0,flyweight,W,L
ufc on fx: browne vs bigfoot,josh neer  vs. justin edwards,submission,1,45,josh neer,justin edwards,3.0,5.0,0.0,0.0,0,0,welterweight,L,W
ufc on fx: browne vs bigfoot,michael johnson  vs. danny castillo,ko/tko,2,66,michael johnson,danny castillo,3.0,5.0,0.0,0.0,0,0,lightweight,W,L
ufc on fx: browne vs bigfoot,aaron simpson  vs. mike pierce,ko/tko,2,29,aaron simpson,mike pierce,3.0,5.0,0.0,0.0,0,0,welterweight,L,W
ufc on fx: browne vs bigfoot,marcus levesseur  vs. carlo prater,decision - split,3,300,marcus levesseur,carlo prater,3.0,5.0,0.0,0.0,0,0,lightweight,W,L
ufc on fx: browne vs bigfoot,jacob volkmann  vs. shane roller,submission,1,158,jacob volkmann,shane roller,3.0,5.0,0.0,0.0,0,0,lightweight,W,L
ufc on fx: browne vs bigfoot,bart palaszewski  vs. diego nunes,decision - unanimous,3,300,bart palaszewski,diego nunes,3.0,5.0,0.0,0.0,0,0,featherweight,L,W
ufc on fx: browne vs bigfoot,darren uyenoyama  vs. phil harris,submission,2,218,darren uyenoyama,phil harris,3.0,5.0,0.0,0.0,0,0,flyweight,W,L
ufc on fuel tv: struve vs miocic,stefan struve  vs. stipe miocic,ko/tko,2,230,stefan struve,stipe miocic,5.0,5.0,0.0,0.0,0,0,heavyweight,W,L
ufc on fuel tv: struve vs miocic,dan hardy  vs. amir sadollah,decision - unanimous,3,300,dan hardy,amir sadollah,3.0,5.0,0.0,0.0,0,0,welterweight,W,L
ufc on fuel tv: struve vs miocic,brad pickett  vs. yves jabouin,ko/tko,1,220,brad pickett,yves jabouin,3.0,5.0,0.0,0.0,0,0,bantamweight,W,L
ufc on fuel tv: struve vs miocic,paul sass  vs. matt wiman,submission,1,228,paul sass,matt wiman,3.0,5.0,0.0,0.0,0,0,lightweight,L,W
ufc on fuel tv: struve vs miocic,john hathaway  vs. john maguire,decision - unanimous,3,300,john hathaway,john maguire,3.0,5.0,0.0,0.0,0,0,welterweight,W,L
ufc on fuel tv: struve vs miocic,che mills  vs. duane ludwig,ko/tko,1,148,che mills,duane ludwig,3.0,5.0,0.0,0.0,0,0,welterweight,W,L
ufc on fuel tv: struve vs miocic,kyle kingsbury  vs. jimi manuwa,tko - doctor's stoppage,2,300,kyle kingsbury,jimi manuwa,3.0,5.0,0.0,0.0,0,0,light heavyweight,L,W
ufc on fuel tv: struve vs miocic,andy ogle  vs. akira corassani,decision - split,3,300,andy ogle,akira corassani,3.0,5.0,0.0,0.0,0,0,featherweight,L,W
ufc on fuel tv: struve vs miocic,tom watson  vs. brad tavares,decision - split,3,300,tom watson,brad tavares,3.0,5.0,0.0,0.0,0,0,middleweight,L,W
ufc on fuel tv: struve vs miocic,damarques johnson  vs. gunnar nelson,submission,1,214,damarques johnson,gunnar nelson,3.0,5.0,0.0,0.0,0,0,catch weight,L,W
ufc on fuel tv: struve vs miocic,jason young  vs. robert peralta,ko/tko,1,23,jason young,robert peralta,3.0,5.0,0.0,0.0,0,0,featherweight,L,W
ufc 152: jones vs belfort,jon jones  vs. vitor belfort,submission,4,54,jon jones,vitor belfort,5.0,5.0,0.0,0.0,0,1,light heavyweight,W,L
ufc 152: jones vs belfort,joseph benavidez  vs. demetrious johnson,decision - split,5,300,joseph benavidez,demetrious johnson,5.0,5.0,0.0,0.0,0,1,flyweight,L,W
ufc 152: jones vs belfort,michael bisping  vs. brian stann,decision - unanimous,3,300,michael bisping,brian stann,3.0,5.0,0.0,0.0,0,0,middleweight,W,L
ufc 152: jones vs belfort,matt hamill  vs. roger hollett,decision - unanimous,3,300,matt hamill,roger hollett,3.0,5.0,0.0,0.0,0,0,light heavyweight,W,L
ufc 152: jones vs belfort,cub swanson  vs. charles oliveira,ko/tko,1,160,cub swanson,charles oliveira,3.0,5.0,0.0,0.0,0,0,featherweight,W,L
ufc 152: jones vs belfort,igor pokrajac  vs. vinny magalhaes,submission,2,74,igor pokrajac,vinny magalhaes,3.0,5.0,0.0,0.0,0,0,light heavyweight,L,W
ufc 152: jones vs belfort,tj grant  vs. evan dunham,decision - unanimous,3,300,tj grant,evan dunham,3.0,5.0,0.0,0.0,0,0,lightweight,W,L
ufc 152: jones vs belfort,sean pierson  vs. lance benoist,decision - unanimous,3,300,sean pierson,lance benoist,3.0,5.0,0.0,0.0,0,0,welterweight,W,L
ufc 152: jones vs belfort,jimy hettes  vs. marcus brimage,decision - unanimous,3,300,jimy hettes,marcus brimage,3.0,5.0,0.0,0.0,0,0,featherweight,L,W
ufc 152: jones vs belfort,seth baczynski  vs. simeon thoresen,ko/tko,1,250,seth baczynski,simeon thoresen,3.0,5.0,0.0,0.0,0,0,welterweight,W,L
ufc 152: jones vs belfort,mitch gagnon  vs. walel watson,submission,1,69,mitch gagnon,walel watson,3.0,5.0,0.0,0.0,0,0,bantamweight,W,L
ufc 152: jones vs belfort,kyle noke  vs. charlie brenneman,ko/tko,1,45,kyle noke,charlie brenneman,3.0,5.0,0.0,0.0,0,0,welterweight,W,L
ufc 150: henderson vs edgar ii,benson henderson  vs. frankie edgar,decision - split,5,300,benson henderson,frankie edgar,5.0,5.0,0.0,0.0,0,1,lightweight,W,L
ufc 150: henderson vs edgar ii,donald cerrone  vs. melvin guillard,ko/tko,1,76,donald cerrone,melvin guillard,3.0,5.0,0.0,0.0,0,0,lightweight,W,L
ufc 150: henderson vs edgar ii,jake shields  vs. ed herman,overturned,3,300,jake shields,ed herman,3.0,5.0,0.0,0.0,0,0,middleweight,NC,NC
ufc 150: henderson vs edgar ii,yushin okami  vs. buddy roberts,ko/tko,2,185,yushin okami,buddy roberts,3.0,5.0,0.0,0.0,0,0,middleweight,W,L
ufc 150: henderson vs edgar ii,justin lawrence  vs. max holloway,ko/tko,2,289,justin lawrence,max holloway,3.0,5.0,0.0,0.0,0,0,featherweight,L,W
ufc 150: henderson vs edgar ii,dennis bermudez  vs. tommy hayden,submission,1,283,dennis bermudez,tommy hayden,3.0,5.0,0.0,0.0,0,0,featherweight,W,L
ufc 150: henderson vs edgar ii,jared hamman  vs. michael kuiper,ko/tko,2,136,jared hamman,michael kuiper,3.0,5.0,0.0,0.0,0,0,middleweight,L,W
ufc 150: henderson vs edgar ii,ken stone  vs. erik perez,ko/tko,1,17,ken stone,erik perez,3.0,5.0,0.0,0.0,0,0,bantamweight,L,W
ufc 150: henderson vs edgar ii,dustin pague  vs. chico camus,decision - unanimous,3,300,dustin pague,chico camus,3.0,5.0,0.0,0.0,0,0,bantamweight,L,W
ufc 150: henderson vs edgar ii,nik lentz  vs. eiji mitsuoka,ko/tko,1,225,nik lentz,eiji mitsuoka,3.0,5.0,0.0,0.0,0,0,featherweight,W,L
ufc on fox: shogun vs vera,mauricio rua  vs. brandon vera,ko/tko,4,249,mauricio rua,brandon vera,5.0,5.0,0.0,0.0,0,0,light heavyweight,W,L
ufc on fox: shogun vs vera,lyoto machida  vs. ryan bader,ko/tko,2,92,lyoto machida,ryan bader,3.0,5.0,0.0,0.0,0,0,light heavyweight,W,L
ufc on fox: shogun vs vera,joe lauzon  vs. jamie varner,submission,3,164,joe lauzon,jamie varner,3.0,5.0,0.0,0.0,0,0,lightweight,W,L
ufc on fox: shogun vs vera,mike swick  vs. damarques johnson,ko/tko,2,80,mike swick,damarques johnson,3.0,5.0,0.0,0.0,0,0,welterweight,W,L
ufc on fox: shogun vs vera,cole miller  vs. nam phan,decision - split,3,300,cole miller,nam phan,3.0,5.0,0.0,0.0,0,0,featherweight,L,W
ufc on fox: shogun vs vera,phil davis  vs. wagner prado,could not continue,1,88,phil davis,wagner prado,3.0,5.0,0.0,0.0,0,0,light heavyweight,NC,NC
ufc on fox: shogun vs vera,josh grispi  vs. rani yahya,submission,1,195,josh grispi,rani yahya,3.0,5.0,0.0,0.0,0,0,featherweight,L,W
ufc on fox: shogun vs vera,philip de fries  vs. oli thompson,submission,2,256,philip de fries,oli thompson,3.0,5.0,0.0,0.0,0,0,heavyweight,W,L
ufc on fox: shogun vs vera,manvel gamburyan  vs. michihiro omigawa,decision - unanimous,3,300,manvel gamburyan,michihiro omigawa,3.0,5.0,0.0,0.0,0,0,featherweight,W,L
ufc on fox: shogun vs vera,john moraga  vs. ulysses gomez,ko/tko,1,226,john moraga,ulysses gomez,3.0,5.0,0.0,0.0,0,0,flyweight,W,L
ufc 149: faber vs barao,urijah faber  vs. renan barao,decision - unanimous,5,300,urijah faber,renan barao,5.0,5.0,0.0,0.0,0,1,bantamweight,L,W
ufc 149: faber vs barao,hector lombard  vs. tim boetsch,decision - split,3,300,hector lombard,tim boetsch,3.0,5.0,0.0,0.0,0,0,middleweight,L,W
ufc 149: faber vs barao,cheick kongo  vs. shawn jordan,decision - unanimous,3,300,cheick kongo,shawn jordan,3.0,5.0,0.0,0.0,0,0,heavyweight,W,L
ufc 149: faber vs barao,brian ebersole  vs. james head,decision - split,3,300,brian ebersole,james head,3.0,5.0,0.0,0.0,0,0,welterweight,L,W
ufc 149: faber vs barao,chris clements  vs. matthew riddle,overturned,3,122,chris clements,matthew riddle,3.0,5.0,0.0,0.0,0,0,welterweight,NC,NC
ufc 149: faber vs barao,court mcgee  vs. nick ring,decision - unanimous,3,300,court mcgee,nick ring,3.0,5.0,0.0,0.0,0,0,middleweight,L,W
ufc 149: faber vs barao,roland delorme  vs. francisco rivera,overturned,1,259,roland delorme,francisco rivera,3.0,5.0,0.0,0.0,0,0,bantamweight,NC,NC
ufc 149: faber vs barao,anthony perosh  vs. ryan jimmo,ko/tko,1,7,anthony perosh,ryan jimmo,3.0,5.0,0.0,0.0,0,0,light heavyweight,L,W
ufc 149: faber vs barao,bryan caraway  vs. mitch gagnon,submission,3,99,bryan caraway,mitch gagnon,3.0,5.0,0.0,0.0,0,0,bantamweight,W,L
ufc 149: faber vs barao,antonio carvalho  vs. daniel pineda,ko/tko,1,71,antonio carvalho,daniel pineda,3.0,5.0,0.0,0.0,0,0,featherweight,W,L
ufc 149: faber vs barao,mitch clarke  vs. anton kuivanen,decision - split,3,300,mitch clarke,anton kuivanen,3.0,5.0,0.0,0.0,0,0,lightweight,L,W
ufc on fuel tv: munoz vs weidman,mark munoz  vs. chris weidman,ko/tko,2,97,mark munoz,chris weidman,5.0,5.0,0.0,0.0,0,0,middleweight,L,W
ufc on fuel tv: munoz vs weidman,james te huna  vs. joey beltran,decision - unanimous,3,300,james te huna,joey beltran,3.0,5.0,0.0,0.0,0,0,light heavyweight,W,L
ufc on fuel tv: munoz vs weidman,aaron simpson  vs. kenny robertson,decision - unanimous,3,300,aaron simpson,kenny robertson,3.0,5.0,0.0,0.0,0,0,welterweight,W,L
ufc on fuel tv: munoz vs weidman,karlos vemola  vs. francis carmont,submission,2,99,karlos vemola,francis carmont,3.0,5.0,0.0,0.0,0,0,middleweight,L,W
ufc on fuel tv: munoz vs weidman,tj dillashaw  vs. vaughan lee,submission,1,153,tj dillashaw,vaughan lee,3.0,5.0,0.0,0.0,0,0,bantamweight,W,L
ufc on fuel tv: munoz vs weidman,rafael dos anjos  vs. anthony njokuani,decision - unanimous,3,300,rafael dos anjos,anthony njokuani,3.0,5.0,0.0,0.0,0,0,lightweight,W,L
ufc on fuel tv: munoz vs weidman,damacio page  vs. alex caceres,submission,2,87,damacio page,alex caceres,3.0,5.0,0.0,0.0,0,0,bantamweight,L,W
ufc on fuel tv: munoz vs weidman,chris cariaso  vs. josh ferguson,decision - unanimous,3,300,chris cariaso,josh ferguson,3.0,5.0,0.0,0.0,0,0,flyweight,W,L
ufc on fuel tv: munoz vs weidman,rafael natal  vs. andrew craig,ko/tko,2,292,rafael natal,andrew craig,3.0,5.0,0.0,0.0,0,0,middleweight,L,W
ufc on fuel tv: munoz vs weidman,marcelo guimaraes  vs. dan stittgen,decision - split,3,300,marcelo guimaraes,dan stittgen,3.0,5.0,0.0,0.0,0,0,welterweight,W,L
ufc on fuel tv: munoz vs weidman,raphael assuncao  vs. issei tamura,ko/tko,2,25,raphael assuncao,issei tamura,3.0,5.0,0.0,0.0,0,0,bantamweight,W,L
ufc 148: silva vs sonnen 2,anderson silva  vs. chael sonnen,ko/tko,2,115,anderson silva,chael sonnen,5.0,5.0,0.0,0.0,0,1,middleweight,W,L
ufc 148: silva vs sonnen 2,forrest griffin  vs. tito ortiz,decision - unanimous,3,300,forrest griffin,tito ortiz,3.0,5.0,0.0,0.0,0,0,light heavyweight,W,L
ufc 148: silva vs sonnen 2,cung le  vs. patrick cote,decision - unanimous,3,300,cung le,patrick cote,3.0,5.0,0.0,0.0,0,0,middleweight,W,L
ufc 148: silva vs sonnen 2,dong hyun kim  vs. demian maia,ko/tko,1,47,dong hyun kim,demian maia,3.0,5.0,0.0,0.0,0,0,welterweight,L,W
ufc 148: silva vs sonnen 2,chad mendes  vs. cody mckenzie,ko/tko,1,31,chad mendes,cody mckenzie,3.0,5.0,0.0,0.0,0,0,featherweight,W,L
ufc 148: silva vs sonnen 2,ivan menjivar  vs. mike easton,decision - unanimous,3,300,ivan menjivar,mike easton,3.0,5.0,0.0,0.0,0,0,bantamweight,L,W
ufc 148: silva vs sonnen 2,melvin guillard  vs. fabricio camoes,decision - unanimous,3,300,melvin guillard,fabricio camoes,3.0,5.0,0.0,0.0,0,0,lightweight,W,L
ufc 148: silva vs sonnen 2,gleison tibau  vs. khabib nurmagomedov,decision - unanimous,3,300,gleison tibau,khabib nurmagomedov,3.0,5.0,0.0,0.0,0,0,lightweight,L,W
ufc 148: silva vs sonnen 2,constantinos philippou  vs. riki fukuda,decision - unanimous,3,300,constantinos philippou,riki fukuda,3.0,5.0,0.0,0.0,0,0,middleweight,W,L
ufc 148: silva vs sonnen 2,john alessio  vs. shane roller,decision - unanimous,3,300,john alessio,shane roller,3.0,5.0,0.0,0.0,0,0,lightweight,L,W
ufc 148: silva vs sonnen 2,rafaello oliveira  vs. yoislandy izquierdo,decision - unanimous,3,300,rafaello oliveira,yoislandy izquierdo,3.0,5.0,0.0,0.0,0,0,lightweight,W,L
ufc 147: silva vs franklin 2,wanderlei silva  vs. rich franklin,decision - unanimous,5,300,wanderlei silva,rich franklin,5.0,5.0,0.0,0.0,0,0,catch weight,L,W
ufc 147: silva vs franklin 2,cezar ferreira  vs. sergio moraes,decision - unanimous,3,300,cezar ferreira,sergio moraes,3.0,5.0,,5.0,0,1,middleweight,W,L
ufc 147: silva vs franklin 2,godofredo pepey  vs. rony jason,decision - unanimous,3,300,godofredo pepey,rony jason,3.0,5.0,,5.0,0,1,featherweight,L,W
ufc 147: silva vs franklin 2,fabricio werdum  vs. mike russow,ko/tko,1,148,fabricio werdum,mike russow,3.0,5.0,0.0,0.0,0,0,heavyweight,W,L
ufc 147: silva vs franklin 2,iuri alcantara  vs. hacran dias,decision - unanimous,3,300,iuri alcantara,hacran dias,3.0,5.0,0.0,0.0,0,0,featherweight,L,W
ufc 147: silva vs franklin 2,anistavio medeiros  vs. rodrigo damm,submission,1,132,anistavio medeiros,rodrigo damm,3.0,5.0,0.0,0.0,0,0,featherweight,L,W
ufc 147: silva vs franklin 2,delson heleno  vs. francisco trinaldo,ko/tko,1,261,delson heleno,francisco trinaldo,3.0,5.0,0.0,0.0,0,0,middleweight,L,W
ufc 147: silva vs franklin 2,john teixeira  vs. hugo viana,decision - split,3,300,john teixeira,hugo viana,3.0,5.0,0.0,0.0,0,0,featherweight,L,W
ufc 147: silva vs franklin 2,thiago perpetuo  vs. leonardo mafra,ko/tko,3,41,thiago perpetuo,leonardo mafra,3.0,5.0,0.0,0.0,0,0,middleweight,W,L
ufc 147: silva vs franklin 2,marcos vinicius  vs. wagner campos,ko/tko,3,64,marcos vinicius,wagner campos,3.0,5.0,0.0,0.0,0,0,featherweight,W,L
ufc 147: silva vs franklin 2,felipe arantes  vs. milton vieira,decision - split,3,300,felipe arantes,milton vieira,3.0,5.0,0.0,0.0,0,0,featherweight,D,D
ufc on fx: maynard vs guida,gray maynard  vs. clay guida,decision - split,5,300,gray maynard,clay guida,5.0,5.0,0.0,0.0,0,0,lightweight,W,L
ufc on fx: maynard vs guida,sam stout  vs. spencer fisher,decision - unanimous,3,300,sam stout,spencer fisher,3.0,5.0,0.0,0.0,0,0,lightweight,W,L
ufc on fx: maynard vs guida,brian ebersole  vs. tj waldburger,decision - unanimous,3,300,brian ebersole,tj waldburger,3.0,5.0,0.0,0.0,0,0,welterweight,W,L
ufc on fx: maynard vs guida,ross pearson  vs. cub swanson,ko/tko,2,254,ross pearson,cub swanson,3.0,5.0,0.0,0.0,0,0,featherweight,L,W
ufc on fx: maynard vs guida,hatsu hioki  vs. ricardo lamas,decision - unanimous,3,300,hatsu hioki,ricardo lamas,3.0,5.0,0.0,0.0,0,0,featherweight,L,W
ufc on fx: maynard vs guida,ramsey nijem  vs. cj keith,ko/tko,1,149,ramsey nijem,cj keith,3.0,5.0,0.0,0.0,0,0,lightweight,W,L
ufc on fx: maynard vs guida,rick story  vs. brock jardine,decision - unanimous,3,300,rick story,brock jardine,3.0,5.0,0.0,0.0,0,0,welterweight,W,L
ufc on fx: maynard vs guida,steven siler  vs. joey gambino,submission,1,167,steven siler,joey gambino,3.0,5.0,0.0,0.0,0,0,featherweight,W,L
ufc on fx: maynard vs guida,nick catone  vs. chris camozzi,tko - doctor's stoppage,3,111,nick catone,chris camozzi,3.0,5.0,0.0,0.0,0,0,middleweight,L,W
ufc on fx: maynard vs guida,matt brown  vs. luis ramos,ko/tko,2,260,matt brown,luis ramos,3.0,5.0,0.0,0.0,0,0,welterweight,W,L
ufc on fx: maynard vs guida,dan miller  vs. ricardo funch,submission,3,192,dan miller,ricardo funch,3.0,5.0,0.0,0.0,0,0,welterweight,W,L
ufc on fx: maynard vs guida,ken stone  vs. dustin pague,decision - split,3,300,ken stone,dustin pague,3.0,5.0,0.0,0.0,0,0,bantamweight,W,L
ufc on fx: johnson vs mccall,demetrious johnson  vs. ian mccall,decision - unanimous,3,300,demetrious johnson,ian mccall,3.0,5.0,0.0,0.0,0,0,flyweight,W,L
ufc on fx: johnson vs mccall,erick silva  vs. charlie brenneman,submission,1,273,erick silva,charlie brenneman,3.0,5.0,0.0,0.0,0,0,welterweight,W,L
ufc on fx: johnson vs mccall,mike pyle  vs. josh neer,ko/tko,1,296,mike pyle,josh neer,3.0,5.0,0.0,0.0,0,0,welterweight,W,L
ufc on fx: johnson vs mccall,eddie wineland  vs. scott jorgensen,ko/tko,2,250,eddie wineland,scott jorgensen,3.0,5.0,0.0,0.0,0,0,bantamweight,W,L
ufc on fx: johnson vs mccall,mike pierce  vs. carlos eduardo rocha,decision - unanimous,3,300,mike pierce,carlos eduardo rocha,3.0,5.0,0.0,0.0,0,0,welterweight,W,L
ufc on fx: johnson vs mccall,seth baczynski  vs. lance benoist,decision - split,3,300,seth baczynski,lance benoist,3.0,5.0,0.0,0.0,0,0,welterweight,W,L
ufc on fx: johnson vs mccall,leonard garcia  vs. matt grice,decision - unanimous,3,300,leonard garcia,matt grice,3.0,5.0,0.0,0.0,0,0,featherweight,L,W
ufc on fx: johnson vs mccall,dustin pague  vs. jared papazian,submission,1,201,dustin pague,jared papazian,3.0,5.0,0.0,0.0,0,0,bantamweight,W,L
ufc on fx: johnson vs mccall,tim means  vs. justin salas,ko/tko,1,66,tim means,justin salas,3.0,5.0,0.0,0.0,0,0,lightweight,W,L
ufc on fx: johnson vs mccall,buddy roberts  vs. caio magalhaes,decision - unanimous,3,300,buddy roberts,caio magalhaes,3.0,5.0,0.0,0.0,0,0,middleweight,W,L
ufc on fx: johnson vs mccall,henry martinez  vs. bernardo magalhaes,decision - split,3,300,henry martinez,bernardo magalhaes,3.0,5.0,0.0,0.0,0,0,lightweight,W,L
ufc on fx: johnson vs mccall,jake hecht  vs. sean pierson,decision - unanimous,3,300,jake hecht,sean pierson,3.0,5.0,0.0,0.0,0,0,welterweight,L,W
the ultimate fighter: live finale,jake ellenberger  vs. martin kampmann,ko/tko,2,100,jake ellenberger,martin kampmann,5.0,5.0,0.0,0.0,0,0,welterweight,L,W
the ultimate fighter: live finale,michael chiesa  vs. al iaquinta,submission,1,167,michael chiesa,al iaquinta,3.0,5.0,0.0,0.0,0,1,lightweight,W,L
the ultimate fighter: live finale,jonathan brookins  vs. charles oliveira,submission,2,162,jonathan brookins,charles oliveira,3.0,5.0,0.0,0.0,0,0,featherweight,L,W
the ultimate fighter: live finale,max holloway  vs. pat schilling,decision - unanimous,3,300,max holloway,pat schilling,3.0,5.0,0.0,0.0,0,0,featherweight,W,L
the ultimate fighter: live finale,justin lawrence  vs. john cofer,ko/tko,3,19,justin lawrence,john cofer,3.0,5.0,0.0,0.0,0,0,lightweight,W,L
the ultimate fighter: live finale,daron cruickshank  vs. chris tickle,decision - unanimous,3,300,daron cruickshank,chris tickle,3.0,5.0,0.0,0.0,0,0,lightweight,W,L
the ultimate fighter: live finale,myles jury  vs. chris saunders,submission,1,243,myles jury,chris saunders,3.0,5.0,0.0,0.0,0,0,lightweight,W,L
the ultimate fighter: live finale,cristiano marcello  vs. sam sicilia,ko/tko,2,173,cristiano marcello,sam sicilia,3.0,5.0,0.0,0.0,0,0,lightweight,L,W
the ultimate fighter: live finale,joe proctor  vs. jeremy larsen,ko/tko,1,119,joe proctor,jeremy larsen,3.0,5.0,0.0,0.0,0,0,lightweight,W,L
the ultimate fighter: live finale,john albert  vs. erik perez,submission,1,258,john albert,erik perez,3.0,5.0,0.0,0.0,0,0,bantamweight,L,W
ufc 146: dos santos vs mir,junior dos santos  vs. frank mir,ko/tko,2,184,junior dos santos,frank mir,5.0,5.0,0.0,0.0,0,1,heavyweight,W,L
ufc 146: dos santos vs mir,cain velasquez  vs. antonio silva,ko/tko,1,216,cain velasquez,antonio silva,3.0,5.0,0.0,0.0,0,0,heavyweight,W,L
ufc 146: dos santos vs mir,roy nelson  vs. dave herman,ko/tko,1,51,roy nelson,dave herman,3.0,5.0,0.0,0.0,0,0,heavyweight,W,L
ufc 146: dos santos vs mir,stipe miocic  vs. shane del rosario,ko/tko,2,194,stipe miocic,shane del rosario,3.0,5.0,0.0,0.0,0,0,heavyweight,W,L
ufc 146: dos santos vs mir,stefan struve  vs. lavar johnson,submission,1,65,stefan struve,lavar johnson,3.0,5.0,0.0,0.0,0,0,heavyweight,W,L
ufc 146: dos santos vs mir,diego brandao  vs. darren elkins,decision - unanimous,3,300,diego brandao,darren elkins,3.0,5.0,0.0,0.0,0,0,featherweight,L,W
ufc 146: dos santos vs mir,edson barboza  vs. jamie varner,ko/tko,1,203,edson barboza,jamie varner,3.0,5.0,0.0,0.0,0,0,lightweight,L,W
ufc 146: dos santos vs mir,jason miller  vs. cb dollaway,decision - unanimous,3,300,jason miller,cb dollaway,3.0,5.0,0.0,0.0,0,0,middleweight,L,W
ufc 146: dos santos vs mir,dan hardy  vs. duane ludwig,ko/tko,1,231,dan hardy,duane ludwig,3.0,5.0,0.0,0.0,0,0,welterweight,W,L
ufc 146: dos santos vs mir,jacob volkmann  vs. paul sass,submission,1,114,jacob volkmann,paul sass,3.0,5.0,0.0,0.0,0,0,lightweight,L,W
ufc 146: dos santos vs mir,kyle kingsbury  vs. glover teixeira,submission,1,113,kyle kingsbury,glover teixeira,3.0,5.0,0.0,0.0,0,0,light heavyweight,L,W
ufc 146: dos santos vs mir,mike brown  vs. daniel pineda,decision - unanimous,3,300,mike brown,daniel pineda,3.0,5.0,0.0,0.0,0,0,featherweight,W,L
ufc on fuel tv: korean zombie vs poirier,chan sung jung  vs. dustin poirier,submission,4,67,chan sung jung,dustin poirier,5.0,5.0,0.0,0.0,0,0,featherweight,W,L
ufc on fuel tv: korean zombie vs poirier,amir sadollah  vs. jorge lopez,decision - split,3,300,amir sadollah,jorge lopez,3.0,5.0,0.0,0.0,0,0,welterweight,W,L
ufc on fuel tv: korean zombie vs poirier,donald cerrone  vs. jeremy stephens,decision - unanimous,3,300,donald cerrone,jeremy stephens,3.0,5.0,0.0,0.0,0,0,lightweight,W,L
ufc on fuel tv: korean zombie vs poirier,yves jabouin  vs. jeff hougland,decision - unanimous,3,300,yves jabouin,jeff hougland,3.0,5.0,0.0,0.0,0,0,bantamweight,W,L
ufc on fuel tv: korean zombie vs poirier,igor pokrajac  vs. fabio maldonado,decision - unanimous,3,300,igor pokrajac,fabio maldonado,3.0,5.0,0.0,0.0,0,0,light heavyweight,W,L
ufc on fuel tv: korean zombie vs poirier,jason macdonald  vs. tom lawlor,ko/tko,1,50,jason macdonald,tom lawlor,3.0,5.0,0.0,0.0,0,0,middleweight,L,W
ufc on fuel tv: korean zombie vs poirier,brad tavares  vs. dongi yang,decision - unanimous,3,300,brad tavares,dongi yang,3.0,5.0,0.0,0.0,0,0,middleweight,W,L
ufc on fuel tv: korean zombie vs poirier,cody mckenzie  vs. marcus levesseur,submission,1,185,cody mckenzie,marcus levesseur,3.0,5.0,0.0,0.0,0,0,lightweight,W,L
ufc on fuel tv: korean zombie vs poirier,tj grant  vs. carlo prater,decision - unanimous,3,300,tj grant,carlo prater,3.0,5.0,0.0,0.0,0,0,lightweight,W,L
