EVENT,BOUT,METHOD,ROUND,TIME,FIGHTER_1,FIGHTER_2,Total_Rounds_Format,Main_round_time_Format,Num_overtime_rounds_Format,Overtime_round_time_Format,gender,is_title_bout,weight_class,fighter_1_result,fighter_2_result
ufc 266: volkanovski vs. ortega,nick diaz  vs. robbie lawler,ko/tko,3,44,nick diaz,robbie lawler,5.0,5.0,0.0,0.0,0,0,middleweight,L,W
ufc 266: volkanovski vs. ortega,curtis blaydes  vs. jairzinho rozenstruik,decision - unanimous,3,300,curtis blaydes,jairzinho rozenstruik,3.0,5.0,0.0,0.0,0,0,heavyweight,W,L
ufc 266: volkanovski vs. ortega,jessica andrade  vs. cynthia calvillo,ko/tko,1,294,jessica andrade,cynthia calvillo,3.0,5.0,0.0,0.0,1,0,flyweight,W,L
ufc 266: volkanovski vs. ortega,marlon moraes  vs. merab dvalishvili,ko/tko,2,265,marlon moraes,merab dvalishvili,3.0,5.0,0.0,0.0,0,0,bantamweight,L,W
ufc 266: volkanovski vs. ortega,dan hooker  vs. nasrat haqparast,decision - unanimous,3,300,dan hooker,nasrat haqparast,3.0,5.0,0.0,0.0,0,0,lightweight,W,L
ufc 266: volkanovski vs. ortega,shamil abdurakhimov  vs. chris daukaus,ko/tko,2,83,shamil abdurakhimov,chris daukaus,3.0,5.0,0.0,0.0,0,0,heavyweight,L,W
ufc 266: volkanovski vs. ortega,roxanne modafferi  vs. taila santos,decision - unanimous,3,300,roxanne modafferi,taila santos,3.0,5.0,0.0,0.0,1,0,flyweight,L,W
ufc 266: volkanovski vs. ortega,uros medic  vs. jalin turner,submission,1,241,uros medic,jalin turner,3.0,5.0,0.0,0.0,0,0,lightweight,L,W
ufc 266: volkanovski vs. ortega,cody brundage  vs. nick maximov,decision - unanimous,3,300,cody brundage,nick maximov,3.0,5.0,0.0,0.0,0,0,middleweight,L,W
ufc 266: volkanovski vs. ortega,matthew semelsberger  vs. martin sano,ko/tko,1,15,matthew semelsberger,martin sano,3.0,5.0,0.0,0.0,0,0,welterweight,W,L
ufc 266: volkanovski vs. ortega,jonathan pearce  vs. omar morales,submission,2,211,jonathan pearce,omar morales,3.0,5.0,0.0,0.0,0,0,featherweight,W,L
ufc fight night: smith vs. spann,anthony smith  vs. ryan spann,submission,1,227,anthony smith,ryan spann,5.0,5.0,0.0,0.0,0,0,light heavyweight,W,L
ufc fight night: smith vs. spann,ion cutelaba  vs. devin clark,decision - unanimous,3,300,ion cutelaba,devin clark,3.0,5.0,0.0,0.0,0,0,light heavyweight,W,L
ufc fight night: smith vs. spann,ariane lipski  vs. mandy bohm,decision - unanimous,3,300,ariane lipski,mandy bohm,3.0,5.0,0.0,0.0,1,0,flyweight,W,L
ufc fight night: smith vs. spann,arman tsarukyan  vs. christos giagos,ko/tko,1,129,arman tsarukyan,christos giagos,3.0,5.0,0.0,0.0,0,0,lightweight,W,L
ufc fight night: smith vs. spann,nate maness  vs. tony gravely,ko/tko,2,130,nate maness,tony gravely,3.0,5.0,0.0,0.0,0,0,bantamweight,W,L
ufc fight night: smith vs. spann,joaquin buckley  vs. antonio arroyo,ko/tko,3,146,joaquin buckley,antonio arroyo,3.0,5.0,0.0,0.0,0,0,middleweight,W,L
ufc fight night: smith vs. spann,mike rodriguez  vs. tafon nchukwi,decision - unanimous,3,300,mike rodriguez,tafon nchukwi,3.0,5.0,0.0,0.0,0,0,light heavyweight,L,W
ufc fight night: smith vs. spann,pannie kianzad  vs. raquel pennington,decision - unanimous,3,300,pannie kianzad,raquel pennington,3.0,5.0,0.0,0.0,1,0,bantamweight,L,W
ufc fight night: smith vs. spann,rong zhu  vs. brandon jenkins,ko/tko,3,275,rong zhu,brandon jenkins,3.0,5.0,0.0,0.0,0,0,lightweight,W,L
ufc fight night: smith vs. spann,montel jackson  vs. jp buys,decision - unanimous,3,300,montel jackson,jp buys,3.0,5.0,0.0,0.0,0,0,bantamweight,W,L
ufc fight night: smith vs. spann,erin blanchfield  vs. sarah alpar,decision - unanimous,3,300,erin blanchfield,sarah alpar,3.0,5.0,0.0,0.0,1,0,flyweight,W,L
ufc fight night: smith vs. spann,impa kasanganay  vs. carlston harris,ko/tko,1,158,impa kasanganay,carlston harris,3.0,5.0,0.0,0.0,0,0,welterweight,L,W
ufc fight night: smith vs. spann,gustavo lopez  vs.  alatengheili,decision - unanimous,3,300,gustavo lopez,alatengheili,3.0,5.0,0.0,0.0,0,0,bantamweight,D,D
ufc fight night: smith vs. spann,emily whitmire  vs. hannah goldy,submission,1,257,emily whitmire,hannah goldy,3.0,5.0,0.0,0.0,1,0,flyweight,L,W
ufc fight night: brunson vs. till,derek brunson  vs. darren till,submission,3,133,derek brunson,darren till,5.0,5.0,0.0,0.0,0,0,middleweight,W,L
ufc fight night: brunson vs. till,tom aspinall  vs. serghei spivac,ko/tko,1,150,tom aspinall,serghei spivac,3.0,5.0,0.0,0.0,0,0,heavyweight,W,L
ufc fight night: brunson vs. till,alex morono  vs. david zawada,decision - unanimous,3,300,alex morono,david zawada,3.0,5.0,0.0,0.0,0,0,welterweight,W,L
ufc fight night: brunson vs. till,modestas bukauskas  vs. khalil rountree jr.,ko/tko,2,150,modestas bukauskas,khalil rountree jr.,3.0,5.0,0.0,0.0,0,0,light heavyweight,L,W
ufc fight night: brunson vs. till,paddy pimblett  vs. luigi vendramini,ko/tko,1,265,paddy pimblett,luigi vendramini,3.0,5.0,0.0,0.0,0,0,lightweight,W,L
ufc fight night: brunson vs. till,molly mccann  vs. ji yeon kim,decision - unanimous,3,300,molly mccann,ji yeon kim,3.0,5.0,0.0,0.0,1,0,flyweight,W,L
ufc fight night: brunson vs. till,jack shore  vs. liudvik sholinian,decision - unanimous,3,300,jack shore,liudvik sholinian,3.0,5.0,0.0,0.0,0,0,bantamweight,W,L
ufc fight night: brunson vs. till,julian erosa  vs. charles jourdain,submission,3,176,julian erosa,charles jourdain,3.0,5.0,0.0,0.0,0,0,catch weight,W,L
ufc fight night: brunson vs. till,dalcha lungiambula  vs. marc-andre barriault,decision - unanimous,3,300,dalcha lungiambula,marc-andre barriault,3.0,5.0,0.0,0.0,0,0,middleweight,L,W
ufc fight night: barboza vs. chikadze,edson barboza  vs. giga chikadze,ko/tko,3,104,edson barboza,giga chikadze,5.0,5.0,0.0,0.0,0,0,featherweight,L,W
ufc fight night: barboza vs. chikadze,bryan battle  vs. gilbert urbina,submission,2,135,bryan battle,gilbert urbina,3.0,5.0,,5.0,0,0,middleweight,W,L
ufc fight night: barboza vs. chikadze,ricky turcios  vs. brady hiestand,decision - split,3,300,ricky turcios,brady hiestand,3.0,5.0,,5.0,0,0,bantamweight,W,L
ufc fight night: barboza vs. chikadze,kevin lee  vs. daniel rodriguez,decision - unanimous,3,300,kevin lee,daniel rodriguez,3.0,5.0,0.0,0.0,0,0,welterweight,L,W
ufc fight night: barboza vs. chikadze,andre petroski  vs. micheal gillmore,ko/tko,3,192,andre petroski,micheal gillmore,3.0,5.0,0.0,0.0,0,0,middleweight,W,L
ufc fight night: barboza vs. chikadze,makhmud muradov  vs. gerald meerschaert,submission,2,109,makhmud muradov,gerald meerschaert,3.0,5.0,0.0,0.0,0,0,middleweight,L,W
ufc fight night: barboza vs. chikadze,alessio di chirico  vs. abdul razak alhassan,ko/tko,1,17,alessio di chirico,abdul razak alhassan,3.0,5.0,0.0,0.0,0,0,middleweight,L,W
ufc fight night: barboza vs. chikadze,sam alvey  vs. wellington turman,decision - split,3,300,sam alvey,wellington turman,3.0,5.0,0.0,0.0,0,0,middleweight,L,W
ufc fight night: barboza vs. chikadze,dustin jacoby  vs. darren stewart,ko/tko,1,184,dustin jacoby,darren stewart,3.0,5.0,0.0,0.0,0,0,light heavyweight,W,L
ufc fight night: barboza vs. chikadze,jj aldrich  vs. vanessa demopoulos,decision - unanimous,3,300,jj aldrich,vanessa demopoulos,3.0,5.0,0.0,0.0,1,0,flyweight,W,L
ufc fight night: barboza vs. chikadze,jamall emmers  vs. pat sabatini,submission,1,113,jamall emmers,pat sabatini,3.0,5.0,0.0,0.0,0,0,featherweight,L,W
ufc fight night: barboza vs. chikadze,mana martinez  vs. guido cannetti,decision - split,3,300,mana martinez,guido cannetti,3.0,5.0,0.0,0.0,0,0,bantamweight,W,L
ufc fight night: cannonier vs. gastelum,jared cannonier  vs. kelvin gastelum,decision - unanimous,5,300,jared cannonier,kelvin gastelum,5.0,5.0,0.0,0.0,0,0,middleweight,W,L
ufc fight night: cannonier vs. gastelum,clay guida  vs. mark madsen,decision - split,3,300,clay guida,mark madsen,3.0,5.0,0.0,0.0,0,0,lightweight,L,W
ufc fight night: cannonier vs. gastelum,parker porter  vs. chase sherman,decision - unanimous,3,300,parker porter,chase sherman,3.0,5.0,0.0,0.0,0,0,heavyweight,W,L
ufc fight night: cannonier vs. gastelum,trevin jones  vs. saidyokub kakhramonov,submission,3,279,trevin jones,saidyokub kakhramonov,3.0,5.0,0.0,0.0,0,0,bantamweight,L,W
ufc fight night: cannonier vs. gastelum,vinc pichel  vs. austin hubbard,decision - unanimous,3,300,vinc pichel,austin hubbard,3.0,5.0,0.0,0.0,0,0,lightweight,W,L
ufc fight night: cannonier vs. gastelum,alexandre pantoja  vs. brandon royval,submission,2,106,alexandre pantoja,brandon royval,3.0,5.0,0.0,0.0,0,0,flyweight,W,L
ufc fight night: cannonier vs. gastelum,austin lingo  vs. luis saldana,decision - unanimous,3,300,austin lingo,luis saldana,3.0,5.0,0.0,0.0,0,0,featherweight,W,L
ufc fight night: cannonier vs. gastelum,brian kelleher  vs. domingo pilarte,decision - unanimous,3,300,brian kelleher,domingo pilarte,3.0,5.0,0.0,0.0,0,0,bantamweight,W,L
ufc fight night: cannonier vs. gastelum,bea malecki  vs. josiane nunes,ko/tko,1,294,bea malecki,josiane nunes,3.0,5.0,0.0,0.0,1,0,bantamweight,L,W
ufc fight night: cannonier vs. gastelum,william knight  vs. fabio cherant,ko/tko,1,238,william knight,fabio cherant,3.0,5.0,0.0,0.0,0,0,light heavyweight,W,L
ufc fight night: cannonier vs. gastelum,roosevelt roberts  vs. ignacio bahamondes,ko/tko,3,295,roosevelt roberts,ignacio bahamondes,3.0,5.0,0.0,0.0,0,0,lightweight,L,W
ufc fight night: cannonier vs. gastelum,sasha palatnikov  vs. ramiz brahimaj,submission,1,153,sasha palatnikov,ramiz brahimaj,3.0,5.0,0.0,0.0,0,0,welterweight,L,W
ufc 265: lewis vs. gane,derrick lewis  vs. ciryl gane,ko/tko,3,251,derrick lewis,ciryl gane,5.0,5.0,0.0,0.0,0,1,heavyweight,L,W
ufc 265: lewis vs. gane,jose aldo  vs. pedro munhoz,decision - unanimous,3,300,jose aldo,pedro munhoz,3.0,5.0,0.0,0.0,0,0,bantamweight,W,L
ufc 265: lewis vs. gane,michael chiesa  vs. vicente luque,submission,1,205,michael chiesa,vicente luque,3.0,5.0,0.0,0.0,0,0,welterweight,L,W
ufc 265: lewis vs. gane,tecia torres  vs. angela hill,decision - unanimous,3,300,tecia torres,angela hill,3.0,5.0,0.0,0.0,1,0,strawweight,W,L
ufc 265: lewis vs. gane,song yadong  vs. casey kenney,decision - split,3,300,song yadong,casey kenney,3.0,5.0,0.0,0.0,0,0,bantamweight,W,L
ufc 265: lewis vs. gane,bobby green  vs. rafael fiziev,decision - unanimous,3,300,bobby green,rafael fiziev,3.0,5.0,0.0,0.0,0,0,lightweight,L,W
ufc 265: lewis vs. gane,vince morales  vs. drako rodriguez,decision - unanimous,3,300,vince morales,drako rodriguez,3.0,5.0,0.0,0.0,0,0,bantamweight,W,L
ufc 265: lewis vs. gane,alonzo menifield  vs. ed herman,decision - unanimous,3,300,alonzo menifield,ed herman,3.0,5.0,0.0,0.0,0,0,light heavyweight,W,L
ufc 265: lewis vs. gane,karolina kowalkiewicz  vs. jessica penne,submission,1,272,karolina kowalkiewicz,jessica penne,3.0,5.0,0.0,0.0,1,0,strawweight,L,W
ufc 265: lewis vs. gane,manel kape  vs. ode osbourne,ko/tko,1,284,manel kape,ode osbourne,3.0,5.0,0.0,0.0,0,0,flyweight,W,L
ufc 265: lewis vs. gane,miles johns  vs. anderson dos santos,ko/tko,3,76,miles johns,anderson dos santos,3.0,5.0,0.0,0.0,0,0,bantamweight,W,L
ufc 265: lewis vs. gane,victoria leonardo  vs. melissa gatto,tko - doctor's stoppage,2,300,victoria leonardo,melissa gatto,3.0,5.0,0.0,0.0,1,0,flyweight,L,W
ufc 265: lewis vs. gane,johnny munoz  vs. jamey simmons,submission,2,155,johnny munoz,jamey simmons,3.0,5.0,0.0,0.0,0,0,bantamweight,W,L
ufc fight night: hall vs. strickland,uriah hall  vs. sean strickland,decision - unanimous,5,300,uriah hall,sean strickland,5.0,5.0,0.0,0.0,0,0,middleweight,L,W
ufc fight night: hall vs. strickland,cheyanne vlismas  vs. gloria de paula,ko/tko,1,60,cheyanne vlismas,gloria de paula,3.0,5.0,0.0,0.0,1,0,strawweight,W,L
ufc fight night: hall vs. strickland,niklas stolze  vs. jared gooden,ko/tko,1,68,niklas stolze,jared gooden,3.0,5.0,0.0,0.0,0,0,welterweight,L,W
ufc fight night: hall vs. strickland,collin anglin  vs. melsik baghdasaryan,ko/tko,2,110,collin anglin,melsik baghdasaryan,3.0,5.0,0.0,0.0,0,0,featherweight,L,W
ufc fight night: hall vs. strickland,bryan barberena  vs. jason witt,decision - majority,3,300,bryan barberena,jason witt,3.0,5.0,0.0,0.0,0,0,welterweight,L,W
ufc fight night: hall vs. strickland,chris gruetzemacher  vs. rafa garcia,decision - unanimous,3,300,chris gruetzemacher,rafa garcia,3.0,5.0,0.0,0.0,0,0,lightweight,W,L
ufc fight night: hall vs. strickland,danny chavez  vs. kai kamaka,decision - majority,3,300,danny chavez,kai kamaka,3.0,5.0,0.0,0.0,0,0,featherweight,D,D
ufc fight night: hall vs. strickland,jinh yu frey  vs. ashley yoder,decision - unanimous,3,300,jinh yu frey,ashley yoder,3.0,5.0,0.0,0.0,1,0,strawweight,W,L
ufc fight night: hall vs. strickland,ryan benoit  vs. zarrukh adashev,decision - unanimous,3,300,ryan benoit,zarrukh adashev,3.0,5.0,0.0,0.0,0,0,flyweight,L,W
ufc fight night: hall vs. strickland,phil rowe  vs. orion cosce,ko/tko,2,261,phil rowe,orion cosce,3.0,5.0,0.0,0.0,0,0,welterweight,W,L
ufc fight night: sandhagen vs. dillashaw,cory sandhagen  vs. tj dillashaw,decision - split,5,300,cory sandhagen,tj dillashaw,5.0,5.0,0.0,0.0,0,0,bantamweight,L,W
ufc fight night: sandhagen vs. dillashaw,kyler phillips  vs. raulian paiva,decision - majority,3,300,kyler phillips,raulian paiva,3.0,5.0,0.0,0.0,0,0,bantamweight,L,W
ufc fight night: sandhagen vs. dillashaw,darren elkins  vs. darrick minner,ko/tko,2,228,darren elkins,darrick minner,3.0,5.0,0.0,0.0,0,0,featherweight,W,L
ufc fight night: sandhagen vs. dillashaw,miranda maverick  vs. maycee barber,decision - split,3,300,miranda maverick,maycee barber,3.0,5.0,0.0,0.0,1,0,flyweight,L,W
ufc fight night: sandhagen vs. dillashaw,adrian yanez  vs. randy costa,ko/tko,2,131,adrian yanez,randy costa,3.0,5.0,0.0,0.0,0,0,bantamweight,W,L
ufc fight night: sandhagen vs. dillashaw,punahele soriano  vs. brendan allen,decision - unanimous,3,300,punahele soriano,brendan allen,3.0,5.0,0.0,0.0,0,0,middleweight,L,W
ufc fight night: sandhagen vs. dillashaw,nassourdine imavov  vs. ian heinisch,ko/tko,2,189,nassourdine imavov,ian heinisch,3.0,5.0,0.0,0.0,0,0,middleweight,W,L
ufc fight night: sandhagen vs. dillashaw,mickey gall  vs. jordan williams,submission,1,177,mickey gall,jordan williams,3.0,5.0,0.0,0.0,0,0,welterweight,W,L
ufc fight night: sandhagen vs. dillashaw,julio arce  vs. andre ewell,ko/tko,2,225,julio arce,andre ewell,3.0,5.0,0.0,0.0,0,0,bantamweight,W,L
ufc fight night: sandhagen vs. dillashaw,sijara eubanks  vs. elise reed,ko/tko,1,229,sijara eubanks,elise reed,3.0,5.0,0.0,0.0,1,0,flyweight,W,L
ufc fight night: sandhagen vs. dillashaw,diana belbita  vs. hannah goldy,decision - unanimous,3,300,diana belbita,hannah goldy,3.0,5.0,0.0,0.0,1,0,strawweight,W,L
ufc fight night: makhachev vs. moises,islam makhachev  vs. thiago moises,submission,4,158,islam makhachev,thiago moises,5.0,5.0,0.0,0.0,0,0,lightweight,W,L
ufc fight night: makhachev vs. moises,marion reneau  vs. miesha tate,ko/tko,3,113,marion reneau,miesha tate,3.0,5.0,0.0,0.0,1,0,bantamweight,L,W
ufc fight night: makhachev vs. moises,jeremy stephens  vs. mateusz gamrot,submission,1,65,jeremy stephens,mateusz gamrot,3.0,5.0,0.0,0.0,0,0,lightweight,L,W
ufc fight night: makhachev vs. moises,rodolfo vieira  vs. dustin stoltzfus,submission,3,114,rodolfo vieira,dustin stoltzfus,3.0,5.0,0.0,0.0,0,0,middleweight,W,L
ufc fight night: makhachev vs. moises,gabriel benitez  vs. billy quarantillo,ko/tko,3,220,gabriel benitez,billy quarantillo,3.0,5.0,0.0,0.0,0,0,featherweight,L,W
ufc fight night: makhachev vs. moises,daniel rodriguez  vs. preston parsons,ko/tko,1,227,daniel rodriguez,preston parsons,3.0,5.0,0.0,0.0,0,0,welterweight,W,L
ufc fight night: makhachev vs. moises,amanda lemos  vs. montserrat conejo,ko/tko,1,35,amanda lemos,montserrat conejo,3.0,5.0,0.0,0.0,1,0,strawweight,W,L
ufc fight night: makhachev vs. moises,khalid taha  vs. sergey morozov,decision - unanimous,3,300,khalid taha,sergey morozov,3.0,5.0,0.0,0.0,0,0,bantamweight,L,W
ufc fight night: makhachev vs. moises,francisco figueiredo  vs. malcolm gordon,decision - unanimous,3,300,francisco figueiredo,malcolm gordon,3.0,5.0,0.0,0.0,0,0,flyweight,L,W
ufc fight night: makhachev vs. moises,alan baudot  vs. rodrigo nascimento,ko/tko,2,89,alan baudot,rodrigo nascimento,3.0,5.0,0.0,0.0,0,0,heavyweight,L,W
ufc 264: poirier vs. mcgregor 3,dustin poirier  vs. conor mcgregor,tko - doctor's stoppage,1,300,dustin poirier,conor mcgregor,5.0,5.0,0.0,0.0,0,0,lightweight,W,L
ufc 264: poirier vs. mcgregor 3,gilbert burns  vs. stephen thompson,decision - unanimous,3,300,gilbert burns,stephen thompson,3.0,5.0,0.0,0.0,0,0,welterweight,W,L
ufc 264: poirier vs. mcgregor 3,tai tuivasa  vs. greg hardy,ko/tko,1,67,tai tuivasa,greg hardy,3.0,5.0,0.0,0.0,0,0,heavyweight,W,L
ufc 264: poirier vs. mcgregor 3,irene aldana  vs. yana kunitskaya,ko/tko,1,275,irene aldana,yana kunitskaya,3.0,5.0,0.0,0.0,1,0,bantamweight,W,L
ufc 264: poirier vs. mcgregor 3,sean o'malley  vs. kris moutinho,ko/tko,3,273,sean o'malley,kris moutinho,3.0,5.0,0.0,0.0,0,0,bantamweight,W,L
ufc 264: poirier vs. mcgregor 3,carlos condit  vs. max griffin,decision - unanimous,3,300,carlos condit,max griffin,3.0,5.0,0.0,0.0,0,0,welterweight,L,W
ufc 264: poirier vs. mcgregor 3,niko price  vs. michel pereira,decision - unanimous,3,300,niko price,michel pereira,3.0,5.0,0.0,0.0,0,0,welterweight,L,W
ufc 264: poirier vs. mcgregor 3,ryan hall  vs. ilia topuria,ko/tko,1,287,ryan hall,ilia topuria,3.0,5.0,0.0,0.0,0,0,featherweight,L,W
ufc 264: poirier vs. mcgregor 3,trevin giles  vs. dricus du plessis,ko/tko,2,101,trevin giles,dricus du plessis,3.0,5.0,0.0,0.0,0,0,middleweight,L,W
ufc 264: poirier vs. mcgregor 3,jennifer maia  vs. jessica eye,decision - unanimous,3,300,jennifer maia,jessica eye,3.0,5.0,0.0,0.0,1,0,flyweight,W,L
ufc 264: poirier vs. mcgregor 3,omari akhmedov  vs. brad tavares,decision - split,3,300,omari akhmedov,brad tavares,3.0,5.0,0.0,0.0,0,0,middleweight,L,W
ufc 264: poirier vs. mcgregor 3,zhalgas zhumagulov  vs. jerome rivera,submission,1,122,zhalgas zhumagulov,jerome rivera,3.0,5.0,0.0,0.0,0,0,flyweight,W,L
ufc fight night: gane vs. volkov,ciryl gane  vs. alexander volkov,decision - unanimous,5,300,ciryl gane,alexander volkov,5.0,5.0,0.0,0.0,0,0,heavyweight,W,L
ufc fight night: gane vs. volkov,tanner boser  vs. ovince saint preux,ko/tko,2,151,tanner boser,ovince saint preux,3.0,5.0,0.0,0.0,0,0,heavyweight,W,L
ufc fight night: gane vs. volkov,raoni barcelos  vs. timur valiev,decision - majority,3,300,raoni barcelos,timur valiev,3.0,5.0,0.0,0.0,0,0,bantamweight,L,W
ufc fight night: gane vs. volkov,andre fili  vs. daniel pineda,could not continue,2,46,andre fili,daniel pineda,3.0,5.0,0.0,0.0,0,0,featherweight,NC,NC
ufc fight night: gane vs. volkov,tim means  vs. nicolas dalby,decision - unanimous,3,300,tim means,nicolas dalby,3.0,5.0,0.0,0.0,0,0,welterweight,W,L
ufc fight night: gane vs. volkov,renato moicano  vs. jai herbert,submission,2,274,renato moicano,jai herbert,3.0,5.0,0.0,0.0,0,0,lightweight,W,L
ufc fight night: gane vs. volkov,kennedy nzechukwu  vs. danilo marques,ko/tko,3,20,kennedy nzechukwu,danilo marques,3.0,5.0,0.0,0.0,0,0,light heavyweight,W,L
ufc fight night: gane vs. volkov,shavkat rakhmonov  vs. michel prazeres,submission,2,130,shavkat rakhmonov,michel prazeres,3.0,5.0,0.0,0.0,0,0,welterweight,W,L
ufc fight night: gane vs. volkov,warlley alves  vs. jeremiah wells,ko/tko,2,30,warlley alves,jeremiah wells,3.0,5.0,0.0,0.0,0,0,welterweight,L,W
ufc fight night: gane vs. volkov,marcin prachnio  vs. ike villanueva,ko/tko,2,56,marcin prachnio,ike villanueva,3.0,5.0,0.0,0.0,0,0,light heavyweight,W,L
ufc fight night: gane vs. volkov,julia avila  vs. julija stoliarenko,submission,3,259,julia avila,julija stoliarenko,3.0,5.0,0.0,0.0,1,0,bantamweight,W,L
ufc fight night: gane vs. volkov,charles rosa  vs. justin jaynes,decision - split,3,300,charles rosa,justin jaynes,3.0,5.0,0.0,0.0,0,0,featherweight,W,L
ufc fight night: gane vs. volkov,yancy medeiros  vs. damir hadzovic,decision - unanimous,3,300,yancy medeiros,damir hadzovic,3.0,5.0,0.0,0.0,0,0,lightweight,L,W
ufc fight night: jung vs. ige,chan sung jung  vs. dan ige,decision - unanimous,5,300,chan sung jung,dan ige,5.0,5.0,0.0,0.0,0,0,featherweight,W,L
ufc fight night: jung vs. ige,aleksei oleinik  vs. serghei spivac,decision - unanimous,3,300,aleksei oleinik,serghei spivac,3.0,5.0,0.0,0.0,0,0,heavyweight,L,W
ufc fight night: jung vs. ige,marlon vera  vs. davey grant,decision - unanimous,3,300,marlon vera,davey grant,3.0,5.0,0.0,0.0,0,0,bantamweight,W,L
ufc fight night: jung vs. ige,julian erosa  vs. seungwoo choi,ko/tko,1,97,julian erosa,seungwoo choi,3.0,5.0,0.0,0.0,0,0,featherweight,L,W
ufc fight night: jung vs. ige,wellington turman  vs. bruno silva,ko/tko,1,285,wellington turman,bruno silva,3.0,5.0,0.0,0.0,0,0,middleweight,L,W
ufc fight night: jung vs. ige,matt brown  vs. dhiego lima,ko/tko,2,182,matt brown,dhiego lima,3.0,5.0,0.0,0.0,0,0,welterweight,W,L
ufc fight night: jung vs. ige,aleksa camur  vs. nicolae negumereanu,decision - split,3,300,aleksa camur,nicolae negumereanu,3.0,5.0,0.0,0.0,0,0,light heavyweight,L,W
ufc fight night: jung vs. ige,kanako murata  vs. virna jandiroba,tko - doctor's stoppage,2,300,kanako murata,virna jandiroba,3.0,5.0,0.0,0.0,1,0,strawweight,L,W
ufc fight night: jung vs. ige,khaos williams  vs. matthew semelsberger,decision - unanimous,3,300,khaos williams,matthew semelsberger,3.0,5.0,0.0,0.0,0,0,welterweight,W,L
ufc fight night: jung vs. ige,josh parisian  vs. roque martinez,decision - split,3,300,josh parisian,roque martinez,3.0,5.0,0.0,0.0,0,0,heavyweight,W,L
ufc fight night: jung vs. ige,joaquim silva  vs. ricky glenn,ko/tko,1,37,joaquim silva,ricky glenn,3.0,5.0,0.0,0.0,0,0,lightweight,L,W
ufc fight night: jung vs. ige,casey o'neill  vs. lara procopio,submission,3,174,casey o'neill,lara procopio,3.0,5.0,0.0,0.0,1,0,flyweight,W,L
ufc 263: adesanya vs. vettori 2,israel adesanya  vs. marvin vettori,decision - unanimous,5,300,israel adesanya,marvin vettori,5.0,5.0,0.0,0.0,0,1,middleweight,W,L
ufc 263: adesanya vs. vettori 2,deiveson figueiredo  vs. brandon moreno,submission,3,146,deiveson figueiredo,brandon moreno,5.0,5.0,0.0,0.0,0,1,flyweight,L,W
ufc 263: adesanya vs. vettori 2,leon edwards  vs. nate diaz,decision - unanimous,5,300,leon edwards,nate diaz,5.0,5.0,0.0,0.0,0,0,welterweight,W,L
ufc 263: adesanya vs. vettori 2,demian maia  vs. belal muhammad,decision - unanimous,3,300,demian maia,belal muhammad,3.0,5.0,0.0,0.0,0,0,welterweight,L,W
ufc 263: adesanya vs. vettori 2,paul craig  vs. jamahal hill,ko/tko,1,119,paul craig,jamahal hill,3.0,5.0,0.0,0.0,0,0,light heavyweight,W,L
ufc 263: adesanya vs. vettori 2,drew dober  vs. brad riddell,decision - unanimous,3,300,drew dober,brad riddell,3.0,5.0,0.0,0.0,0,0,lightweight,L,W
ufc 263: adesanya vs. vettori 2,eryk anders  vs. darren stewart,decision - unanimous,3,300,eryk anders,darren stewart,3.0,5.0,0.0,0.0,0,0,light heavyweight,W,L
ufc 263: adesanya vs. vettori 2,lauren murphy  vs. joanne wood,decision - split,3,300,lauren murphy,joanne wood,3.0,5.0,0.0,0.0,1,0,flyweight,W,L
ufc 263: adesanya vs. vettori 2,movsar evloev  vs. hakeem dawodu,decision - unanimous,3,300,movsar evloev,hakeem dawodu,3.0,5.0,0.0,0.0,0,0,featherweight,W,L
ufc 263: adesanya vs. vettori 2,pannie kianzad  vs. alexis davis,decision - unanimous,3,300,pannie kianzad,alexis davis,3.0,5.0,0.0,0.0,1,0,bantamweight,W,L
ufc 263: adesanya vs. vettori 2,matt frevola  vs. terrance mckinney,ko/tko,1,7,matt frevola,terrance mckinney,3.0,5.0,0.0,0.0,0,0,lightweight,L,W
ufc 263: adesanya vs. vettori 2,chase hooper  vs. steven peterson,decision - unanimous,3,300,chase hooper,steven peterson,3.0,5.0,0.0,0.0,0,0,featherweight,L,W
ufc 263: adesanya vs. vettori 2,fares ziam  vs. luigi vendramini,decision - majority,3,300,fares ziam,luigi vendramini,3.0,5.0,0.0,0.0,0,0,lightweight,W,L
ufc 263: adesanya vs. vettori 2,carlos felipe  vs. jake collier,decision - split,3,300,carlos felipe,jake collier,3.0,5.0,0.0,0.0,0,0,heavyweight,W,L
ufc fight night: rozenstruik vs. sakai,jairzinho rozenstruik  vs. augusto sakai,ko/tko,1,299,jairzinho rozenstruik,augusto sakai,5.0,5.0,0.0,0.0,0,0,heavyweight,W,L
ufc fight night: rozenstruik vs. sakai,walt harris  vs. marcin tybura,ko/tko,1,246,walt harris,marcin tybura,3.0,5.0,0.0,0.0,0,0,heavyweight,L,W
ufc fight night: rozenstruik vs. sakai,roman dolidze  vs. laureano staropoli,decision - unanimous,3,300,roman dolidze,laureano staropoli,3.0,5.0,0.0,0.0,0,0,middleweight,W,L
ufc fight night: rozenstruik vs. sakai,santiago ponzinibbio  vs. miguel baeza,decision - unanimous,3,300,santiago ponzinibbio,miguel baeza,3.0,5.0,0.0,0.0,0,0,welterweight,W,L
