,Fighter,Win,Loss,Draw,No Contest,Total Matches
2984,nad narimani,1,2,0,0,3
2985,nad narimani ,1,0,0,0,1
2986,nadia kassem,1,1,0,0,2
2987,nadia kassem ,0,1,0,0,1
2988,nah-shon burrell,0,1,0,0,1
2989,nah-shon burrell ,1,0,0,0,1
2990,nam phan,2,3,0,0,5
2991,nam phan ,0,3,0,0,3
2992,nandor guelmino ,0,1,0,0,1
2993,naoki inoue,0,1,0,0,1
2994,naoki inoue ,1,0,0,0,1
2995,naoyuki kotani,0,4,0,0,4
2996,naoyuki kotani ,0,1,0,0,1
2997,nasrat haqparast,3,4,0,0,7
2998,nasrat haqparast ,6,0,0,0,6
2999,nassourdine imavov,4,2,0,0,6
3000,nassourdine imavov ,3,0,0,1,4
3001,natalia silva,4,0,0,0,4
3002,natalia silva ,2,0,0,0,2
3003,natan levy,0,1,0,0,1
3004,natan levy ,2,1,0,0,3
3005,nate diaz,4,7,0,0,11
3006,nate diaz ,12,4,0,0,16
3007,nate landwehr,1,2,0,0,3
3008,nate landwehr ,4,2,0,0,6
3009,nate loughran,0,1,0,0,1
3010,nate loughran ,1,0,0,0,1
3011,nate maness,3,1,0,0,4
3012,nate maness ,2,1,0,0,3
3013,nate marquardt,3,8,0,0,11
3014,nate marquardt ,10,4,0,0,14
3015,nate mohr,0,3,0,0,3
3016,nate mohr ,1,0,0,0,1
3017,nate quarry,0,2,0,0,2
3018,nate quarry ,7,1,0,0,8
3019,nate schroeder,0,1,0,0,1
3020,nathan coy,1,2,0,0,3
3021,nathan fletcher,1,0,0,0,1
3022,nathaniel wood,2,1,0,0,3
3023,nathaniel wood ,6,1,0,0,7
3024,navajo stirling ,1,0,0,0,1
3025,nazareno malegarie,0,1,0,0,1
3026,nazim sadykhov ,2,0,1,0,3
3027,neil grove,0,1,0,0,1
3028,neil magny,7,4,0,0,11
3029,neil magny ,15,8,0,0,23
3030,neil seery,0,3,0,0,3
3031,neil seery ,3,1,0,0,4
3032,neil wain,0,1,0,0,1
3033,nicco montano,0,1,0,0,1
3034,nicco montano ,1,0,0,0,1
3035,nicholas musoke,2,1,0,0,3
3036,nicholas musoke ,1,2,0,0,3
3037,nick agallar,0,1,0,0,1
3038,nick aguirre,0,2,0,0,2
3039,nick catone,1,3,0,0,4
3040,nick catone ,3,1,0,0,4
3041,nick denis,1,1,0,0,2
3042,nick diaz,1,5,0,1,7
3043,nick diaz ,6,2,0,0,8
3044,nick fiore,0,2,0,0,2
3045,nick hein,0,2,0,0,2
3046,nick hein ,4,2,0,0,6
3047,nick maximov,2,0,0,0,2
3048,nick maximov ,0,2,0,0,2
3049,nick osipczak,0,1,0,0,1
3050,nick osipczak ,2,2,0,0,4
3051,nick pace,1,2,0,0,3
3052,nick penner,0,1,0,0,1
3053,nick penner ,0,1,0,0,1
3054,nick ring,1,0,0,0,1
3055,nick ring ,2,3,0,0,5
3056,nick roehrick,0,1,0,0,1
3057,nick sanzo,0,1,0,0,1
3058,nick sanzo ,1,0,0,0,1
3059,nick serra,0,1,0,0,1
3060,nick thompson,0,1,0,0,1
3061,nick thompson ,1,0,0,0,1
3062,nicolae negumereanu,1,1,0,0,2
3063,nicolae negumereanu ,3,1,0,0,4
3064,nicolas dalby,5,3,0,0,8
3065,nicolas dalby ,2,1,1,1,5
3066,nik lentz,9,5,1,0,15
3067,nik lentz ,5,4,0,1,10
3068,nikita krylov,6,4,0,0,10
3069,nikita krylov ,5,3,0,0,8
3070,niklas backstrom,1,0,0,0,1
3071,niklas backstrom ,0,2,0,0,2
3072,niklas stolze,0,1,0,0,1
3073,niklas stolze ,0,2,0,0,2
3074,niko price,5,6,0,2,13
3075,niko price ,3,2,0,0,5
3076,nikolas motta,1,2,0,1,4
3077,nikolas motta ,2,0,0,0,2
3078,nikolay veretennikov,0,1,0,0,1
3079,nina nunes,5,3,0,0,8
3080,nina nunes ,0,1,0,0,1
3081,nissen osterneck,0,1,0,0,1
3082,noad lahat,2,1,0,0,3
3083,noad lahat ,0,1,0,0,1
3084,noe hernandez,0,1,0,0,1
3085,nohelin hernandez,0,2,0,0,2
3086,nolan ticman ,0,2,0,0,2
3087,nora cornolle,1,0,0,0,1
3088,nora cornolle ,1,1,0,0,2
3089,nordine taleb,2,2,0,0,4
3090,nordine taleb ,5,3,0,0,8
3091,norifumi yamamoto,0,0,0,1,1
3092,norifumi yamamoto ,0,3,0,0,3
3093,norma dumont,5,2,0,0,7
3094,norma dumont ,3,0,0,0,3
3095,norman parke,1,1,1,0,3
3096,norman parke ,4,2,0,0,6
3097,nursulton ruziboev,1,1,0,0,2
3098,nursulton ruziboev ,1,0,0,0,1
3099,nurullo aliev,1,0,0,0,1
3100,nyamjargal tumendemberel ,0,1,0,0,1
3101,oban elliott,1,0,0,0,1
3102,oban elliott ,2,0,0,0,2
3103,ode osbourne,1,4,0,0,5
3104,ode osbourne ,3,2,0,0,5
3105,oleg taktarov,0,2,0,0,2
3106,oleg taktarov ,6,0,0,0,6
3107,oli thompson,0,1,0,0,1
3108,oli thompson ,0,1,0,0,1
3109,oliver enkamp,0,1,0,0,1
3110,oliver enkamp ,0,1,0,0,1
3111,olivier aubin-mercier,2,2,0,0,4
3112,olivier aubin-mercier ,5,3,0,0,8
3113,oluwale bamgbose,1,3,0,0,4
3114,oluwale bamgbose ,0,1,0,0,1
3115,omar morales,3,3,0,0,6
3116,omar morales ,0,1,0,0,1
3117,omari akhmedov,6,2,1,0,9
3118,omari akhmedov ,3,3,0,0,6
3119,onassis parungao ,1,0,0,0,1
3120,orion cosce,0,1,0,0,1
3121,orion cosce ,1,1,0,0,2
3122,orlando wiet,0,1,0,0,1
3123,orlando wiet ,1,0,0,0,1
3124,oskar piechota,0,3,0,1,4
3125,oskar piechota ,2,0,0,0,2
3126,ottman azaitar,0,2,0,0,2
3127,ottman azaitar ,2,1,0,0,3
3128,oumar sy ,2,0,0,0,2
3129,ovince saint preux,5,6,0,0,11
3130,ovince saint preux ,10,7,0,0,17
3131,ozzy diaz,0,1,0,0,1
3132,pablo garza,3,3,0,0,6
3133,paddy holohan ,3,2,0,0,5
3134,paddy pimblett,2,0,0,0,2
3135,paddy pimblett ,4,0,0,0,4
3136,paige vanzant,1,2,0,0,3
3137,paige vanzant ,4,2,0,0,6
3138,pannie kianzad,4,3,0,0,7
3139,pannie kianzad ,1,3,0,0,4
3140,papy abedi,0,2,0,0,2
3141,papy abedi ,1,1,0,0,2
3142,parker porter,2,3,0,0,5
3143,parker porter ,2,0,0,0,2
3144,pascal krauss,1,1,0,0,2
3145,pascal krauss ,1,1,0,0,2
3146,pat audinwood,0,1,0,0,1
3147,pat audinwood ,0,1,0,0,1
3148,pat barry,0,3,0,0,3
3149,pat barry ,5,4,0,0,9
3150,pat healy,0,4,0,1,5
3151,pat healy ,0,1,0,0,1
3152,pat miletich,0,2,0,0,2
3153,pat miletich ,8,0,0,0,8
3154,pat sabatini,2,2,0,0,4
3155,pat sabatini ,4,0,0,0,4
3156,pat schilling,0,2,0,0,2
3157,patrick cote,0,8,0,0,8
3158,patrick cote ,10,3,0,0,13
3159,patrick cummins,3,6,0,0,9
3160,patrick cummins ,3,1,0,0,4
3161,patrick smith,0,1,0,0,1
3162,patrick smith ,4,0,0,0,4
3163,patrick walsh,0,1,0,0,1
3164,patrick walsh ,1,0,0,0,1
3165,patrick williams,1,2,0,0,3
3166,patrick williams ,0,1,0,0,1
3167,paul bradley,0,2,0,0,2
3168,paul buentello,0,3,0,0,3
3169,paul buentello ,3,0,0,0,3
3170,paul craig,5,6,1,0,12
3171,paul craig ,4,3,0,0,7
3172,paul creighton,0,1,0,0,1
3173,paul daley,0,1,0,0,1
3174,paul daley ,2,0,0,0,2
3175,paul felder,7,3,0,0,10
3176,paul felder ,2,3,0,0,5
3177,paul georgieff,0,1,0,0,1
3178,paul herrera,0,1,0,0,1
3179,paul jones,0,1,0,0,1
3180,paul jones ,1,0,0,0,1
3181,paul kelly,0,3,0,0,3
3182,paul kelly ,5,1,0,0,6
3183,paul redmond,0,2,0,0,2
3184,paul rodriguez,0,1,0,0,1
3185,paul sass,2,0,0,0,2
3186,paul sass ,1,2,0,0,3
3187,paul taylor,0,5,0,0,5
3188,paul taylor ,4,0,0,0,4
3189,paul varelans,0,4,0,0,4
3190,paul varelans ,4,0,0,0,4
3191,paulo costa,4,3,0,0,7
3192,paulo costa ,2,1,0,0,3
3193,paulo santos,0,1,0,0,1
3194,paulo thiago,0,3,0,0,3
3195,paulo thiago ,5,5,0,0,10
3196,pawel pawlak,0,2,0,0,2
3197,pawel pawlak ,1,0,0,0,1
3198,payton talbott ,3,0,0,0,3
3199,pearl gonzalez,0,1,0,0,1
3200,pearl gonzalez ,0,1,0,0,1
3201,pedro falcao ,0,1,0,0,1
3202,pedro munhoz,2,6,0,0,8
3203,pedro munhoz ,8,4,0,2,14
3204,pedro nobre,0,0,0,1,1
3205,pedro rizzo,0,5,0,0,5
3206,pedro rizzo ,9,0,0,0,9
3207,peggy morgan,0,1,0,0,1
3208,per eklund,0,2,0,0,2
3209,per eklund ,1,0,0,0,1
3210,pete rodriguez,1,2,0,0,3
3211,pete sell,0,5,0,0,5
3212,pete sell ,2,0,0,0,2
3213,pete spratt,0,4,0,0,4
3214,pete spratt ,3,0,0,0,3
3215,pete williams,0,5,0,0,5
3216,pete williams ,3,0,0,0,3
3217,peter barrett,0,2,0,0,2
3218,peter sobotta,0,6,0,0,6
3219,peter sobotta ,4,0,0,0,4
3220,petr yan,4,1,0,0,5
3221,petr yan ,6,3,0,0,9
3222,phil baroni,0,6,0,0,6
3223,phil baroni ,3,1,0,0,4
3224,phil davis,4,1,0,0,5
3225,phil davis ,5,2,0,1,8
3226,phil harris,0,2,0,0,2
3227,phil harris ,1,1,0,1,3
3228,phil hawes,1,0,0,0,1
3229,phil hawes ,3,4,0,0,7
3230,phil johns,0,1,0,0,1
3231,phil rowe,2,2,0,0,4
3232,phil rowe ,1,1,0,0,2
3233,philip de fries,1,2,0,0,3
3234,philip de fries ,1,1,0,0,2
3235,philipe lins,3,1,0,0,4
3236,philipe lins ,1,1,0,0,2
3237,phillip miller ,2,0,0,0,2
3238,phillipe nover,0,6,0,0,6
3239,phillipe nover ,1,0,0,0,1
3240,piera rodriguez,1,1,0,0,2
3241,piera rodriguez ,2,1,0,0,3
3242,pingyuan liu,1,1,0,0,2
3243,pingyuan liu ,1,1,0,0,2
3244,piotr hallmann,2,3,0,0,5
3245,piotr hallmann ,0,1,0,0,1
3246,poliana botelho,2,3,0,0,5
3247,poliana botelho ,1,1,0,0,2
3248,polyana viana,1,2,0,0,3
3249,polyana viana ,3,4,0,0,7
3250,preston parsons,1,3,0,0,4
3251,preston parsons ,1,0,0,0,1
3252,priscila cachoeira,2,6,0,0,8
3253,priscila cachoeira ,2,0,0,0,2
3254,puja tomar,1,0,0,0,1
3255,punahele soriano,1,0,0,0,1
3256,punahele soriano ,3,4,0,0,7
3257,quang le,0,2,0,0,2
3258,quinn mulhern,0,2,0,0,2
3259,quinton jackson,0,2,0,0,2
3260,quinton jackson ,8,3,0,0,11
3261,rachael ostovich,1,3,0,0,4
3262,rafa garcia,1,4,0,0,5
3263,rafa garcia ,3,0,0,0,3
3264,rafael alves,1,1,0,0,2
3265,rafael alves ,0,2,0,0,2
3266,rafael carino ,1,0,0,0,1
3267,rafael cavalcante,0,3,0,0,3
3268,rafael cavalcante ,1,1,0,0,2
3269,rafael dos anjos,11,6,0,0,17
3270,rafael dos anjos ,10,8,0,0,18
3271,rafael estevam,1,0,0,0,1
3272,rafael fiziev,6,2,0,0,8
3273,rafael fiziev ,0,1,0,0,1
3274,rafael natal,1,4,1,0,6
3275,rafael natal ,8,3,0,0,11
3276,rafaello oliveira,0,5,0,0,5
3277,rafaello oliveira ,2,1,0,0,3
3278,rainy martinez,0,1,0,0,1
3279,ramazan emeev,3,2,0,0,5
3280,ramazan emeev ,2,1,0,0,3
3281,ramazan temirov,1,0,0,0,1
3282,rameau thierry sokoudjou,0,2,0,0,2
3283,rameau thierry sokoudjou ,1,0,0,0,1
3284,ramiro hernandez,0,1,0,0,1
3285,ramiro hernandez ,0,1,0,0,1
3286,ramiz brahimaj,2,3,0,0,5
3287,ramiz brahimaj ,1,0,0,0,1
3288,ramon taveras,1,1,0,0,2
3289,ramona pascual,0,2,0,0,2
3290,ramona pascual ,0,1,0,0,1
3291,ramsey nijem ,5,5,0,0,10
3292,randa markos,2,4,0,0,6
3293,randa markos ,5,6,1,0,12
3294,randy brown,5,2,0,0,7
3295,randy brown ,8,4,0,0,12
3296,randy costa,1,3,0,0,4
3297,randy costa ,1,1,0,0,2
3298,randy couture,0,8,0,0,8
3299,randy couture ,16,0,0,0,16
3300,rani yahya,3,1,0,0,4
3301,rani yahya ,10,5,1,1,17
3302,raoni barcelos,2,2,0,0,4
3303,raoni barcelos ,5,2,0,0,7
3304,raphael assuncao,0,2,0,0,2
3305,raphael assuncao ,12,5,0,0,17
3306,raphael pessoa,0,2,0,0,2
3307,raphael pessoa ,1,0,0,0,1
3308,raquel pennington,7,2,0,0,9
3309,raquel pennington ,6,4,0,0,10
3310,rashad coulter,1,1,0,0,2
3311,rashad coulter ,0,2,0,0,2
3312,rashad evans,1,5,0,0,6
3313,rashad evans ,13,3,1,0,17
3314,rashid magomedov,5,1,0,0,6
3315,raul rosas jr. ,4,1,0,0,5
3316,raulian paiva,2,2,0,0,4
3317,raulian paiva ,1,2,0,0,3
3318,ravena oliveira,0,1,0,0,1
3319,ray borg,3,3,0,0,6
3320,ray borg ,4,2,0,0,6
3321,ray rodriguez,0,2,0,0,2
3322,ray wizard,0,1,0,0,1
3323,rayanne amanda ,0,1,0,0,1
3324,rayanne dos santos ,0,1,0,0,1
3325,razak al-hassan,0,2,0,0,2
3326,reese andy,0,2,0,0,2
3327,reginaldo vieira,0,2,0,0,2
3328,reginaldo vieira ,1,0,0,0,1
3329,rei tsuruya ,1,0,0,0,1
3330,reinier de ridder,1,0,0,0,1
3331,remco pardoel,0,2,0,0,2
3332,remco pardoel ,3,0,0,0,3
3333,renan barao,3,3,0,0,6
3334,renan barao ,6,5,0,0,11
3335,renato moicano,6,3,0,0,9
3336,renato moicano ,6,2,0,0,8
3337,renato sobral,0,4,0,0,4
3338,renato sobral ,6,0,0,0,6
3339,renato verissimo,0,2,0,0,2
3340,renato verissimo ,1,0,0,0,1
3341,renee forte,1,2,0,0,3
3342,renee forte ,0,1,0,0,1
3343,renzo gracie,0,1,0,0,1
3344,reuben duran,0,2,0,0,2
3345,reuben duran ,1,1,0,0,2
3346,rex holman,0,1,0,0,1
3347,reza madadi,1,3,0,0,4
3348,reza madadi ,2,1,0,0,3
3349,reza nasri,0,1,0,0,1
3350,rhys mckee,0,4,0,0,4
3351,ricardo abreu ,1,1,0,0,2
3352,ricardo almeida,1,4,0,0,5
3353,ricardo almeida ,5,1,0,0,6
3354,ricardo funch,0,2,0,0,2
3355,ricardo funch ,0,2,0,0,2
3356,ricardo lamas,3,3,0,0,6
3357,ricardo lamas ,8,3,0,0,11
3358,ricardo ramos,2,0,0,0,2
3359,ricardo ramos ,6,5,0,0,11
3360,ricardo romero,1,2,0,0,3
3361,ricco rodriguez,0,2,0,0,2
3362,ricco rodriguez ,5,0,0,0,5
3363,rich attonito,2,0,0,0,2
3364,rich attonito ,1,2,0,0,3
3365,rich clementi,0,5,0,0,5
3366,rich clementi ,5,0,0,0,5
3367,rich franklin,2,5,0,0,7
3368,rich franklin ,12,1,0,0,13
3369,richard crunkilton,0,1,0,0,1
3370,richard walsh,0,2,0,0,2
3371,richard walsh ,2,2,0,0,4
3372,richardson moreira,0,1,0,0,1
3373,richardson moreira ,0,1,0,0,1
3374,richie hightower,0,1,0,0,1
3375,richie smullen,0,1,0,0,1
3376,richie vaculik ,1,3,0,0,4
3377,rick davis,0,1,0,0,1
3378,rick story,7,5,0,0,12
3379,rick story ,5,2,0,0,7
3380,ricky glenn,3,4,1,0,8
3381,ricky glenn ,1,2,0,0,3
3382,ricky rainey,0,2,0,0,2
3383,ricky simon,3,3,0,0,6
3384,ricky simon ,5,2,0,0,7
3385,ricky turcios,0,2,0,0,2
3386,ricky turcios ,2,0,0,0,2
3387,riki fukuda,0,2,0,0,2
3388,riki fukuda ,2,1,0,0,3
3389,rin nakai,0,2,0,0,2
3390,rinat fakhretdinov,2,0,0,0,2
3391,rinat fakhretdinov ,2,0,1,0,3
3392,rinya nakamura,1,0,0,0,1
3393,rinya nakamura ,1,0,0,0,1
3394,roan carneiro,1,5,0,0,6
3395,roan carneiro ,3,0,0,0,3
3396,rob broughton,0,1,0,0,1
3397,rob broughton ,1,1,0,0,2
3398,rob emerson,0,2,0,1,3
3399,rob emerson ,3,1,0,0,4
3400,rob font,3,4,0,0,7
3401,rob font ,8,3,0,0,11
3402,rob kimmons,0,3,0,0,3
3403,rob kimmons ,3,1,0,0,4
3404,rob macdonald,0,2,0,0,2
3405,rob macdonald ,1,0,0,0,1
3406,rob wilkinson,0,1,0,0,1
3407,rob wilkinson ,0,1,0,0,1
3408,rob yundt,0,2,0,0,2
3409,robbie lawler,4,5,0,0,9
3410,robbie lawler ,11,5,0,0,16
3411,robelis despaigne,0,2,0,0,2
3412,robelis despaigne ,1,0,0,0,1
3413,robert bryczek ,0,1,0,0,1
3414,robert drysdale ,0,0,0,1,1
3415,robert lucarelli,0,1,0,0,1
3416,robert mcdaniel,0,1,0,0,1
3417,robert mcdaniel ,1,1,0,0,2
3418,robert peralta,2,3,0,1,6
3419,robert peralta ,2,0,0,0,2
3420,robert sanchez,0,1,0,0,1
3421,robert sanchez ,1,1,0,0,2
3422,robert valentin ,0,1,0,0,1
3423,robert whiteford,1,2,0,0,3
3424,robert whiteford ,1,1,0,0,2
3425,robert whittaker,5,2,0,0,7
3426,robert whittaker ,12,3,0,0,15
3427,roberto romero,0,1,0,0,1
3428,roberto traven,0,1,0,0,1
3429,roberto traven ,1,0,0,0,1
3430,rocky lee,0,1,0,0,1
3431,rodney wallace,0,1,0,0,1
3432,rodney wallace ,0,2,0,0,2
3433,rodolfo bellato ,1,0,0,0,1
3434,rodolfo rubio perez,0,1,0,0,1
3435,rodolfo vieira,0,1,0,0,1
3436,rodolfo vieira ,5,1,0,0,6
3437,rodrigo damm,1,3,0,0,4
3438,rodrigo damm ,2,1,0,0,3
3439,rodrigo de lima,0,2,0,0,2
3440,rodrigo nascimento,3,3,0,0,6
3441,rodrigo nascimento ,2,0,0,0,2
3442,rodrigo ruas,0,1,0,0,1
3443,roger bowling,0,2,0,0,2
3444,roger bowling ,0,0,0,1,1
3445,roger gracie,0,1,0,0,1
3446,roger hollett,0,2,0,0,2
3447,roger huerta,0,2,0,0,2
3448,roger huerta ,6,0,0,0,6
3449,roger narvaez,1,2,0,0,3
3450,roger zapata,0,1,0,0,1
3451,rogerio bontorin,1,1,0,1,3
3452,rogerio bontorin ,1,2,0,0,3
3453,rogerio nogueira,4,5,0,0,9
3454,rogerio nogueira ,2,2,0,0,4
3455,roland delorme ,3,3,0,1,7
3456,roland payne,0,1,0,0,1
3457,rolando bedoya,0,2,0,0,2
3458,rolando delgado,0,2,0,0,2
3459,rolando delgado ,1,0,0,0,1
3460,rolando dy,1,2,0,0,3
3461,rolando dy ,0,1,0,0,1
3462,roldan sangcha'an,0,1,0,0,1
3463,roldan sangcha'an ,0,1,0,0,1
3464,rolles gracie,0,1,0,0,1
3465,roman bogatov,0,1,0,0,1
3466,roman dolidze,3,2,0,0,5
3467,roman dolidze ,5,1,0,0,6
3468,roman kopylov,3,2,0,0,5
3469,roman kopylov ,2,1,0,0,3
3470,roman mitichyan,0,1,0,0,1
3471,roman mitichyan ,1,0,0,0,1
3472,roman salazar,0,2,0,0,2
3473,roman salazar ,0,0,0,1,1
3474,romie aram,0,1,0,0,1
3475,ron faircloth,0,0,0,1,1
3476,ron stallings,0,2,0,0,2
3477,ron stallings ,1,0,0,0,1
3478,ron van clief,0,1,0,0,1
3479,ron waterman,0,1,1,0,2
3480,ron waterman ,2,0,0,0,2
3481,ronald jhun,0,1,0,0,1
3482,ronaldo rodriguez ,2,0,0,0,2
3483,ronda rousey,0,1,0,0,1
3484,ronda rousey ,6,1,0,0,7
3485,rong zhu,0,1,0,0,1
3486,rong zhu ,1,1,0,0,2
3487,rongzhu ,0,1,0,0,1
3488,ronnie lawrence,2,0,0,1,3
3489,ronnie lawrence ,0,1,0,0,1
3490,ronny markes,1,0,0,0,1
3491,ronny markes ,2,2,0,0,4
3492,rony jason,1,1,0,0,2
3493,rony jason ,3,3,0,1,7
3494,ronys torres,0,2,0,0,2
3495,roosevelt roberts,1,3,0,0,4
3496,roosevelt roberts ,3,2,0,1,6
3497,roque martinez,0,3,0,0,3
3498,rory macdonald,2,2,0,0,4
3499,rory macdonald ,7,2,0,0,9
3500,rory markham,0,2,0,0,2
3501,rory markham ,1,0,0,0,1
3502,rory singer,0,2,0,0,2
3503,rory singer ,2,0,0,0,2
3504,rose namajunas,4,3,0,0,7
3505,rose namajunas ,7,3,0,0,10
3506,rosi sexton,0,1,0,0,1
3507,rosi sexton ,0,1,0,0,1
3508,ross pearson,3,4,0,0,7
3509,ross pearson ,9,9,0,1,19
3510,ross pointon,0,2,0,0,2
3511,rostem akman,0,1,0,0,1
3512,rostem akman ,0,1,0,0,1
3513,rousimar palhares,1,3,0,0,4
3514,rousimar palhares ,7,1,0,0,8
3515,roxanne modafferi,0,2,0,0,2
3516,roxanne modafferi ,4,6,0,0,10
3517,roy nelson,2,5,0,0,7
3518,roy nelson ,7,5,0,0,12
3519,royce alger,0,2,0,0,2
3520,royce gracie,0,1,0,0,1
3521,royce gracie ,8,0,0,0,8
3522,royston wee,1,1,0,0,2
3523,royston wee ,1,0,0,0,1
3524,ruan potts,0,2,0,0,2
3525,ruan potts ,0,1,0,0,1
3526,rudyard moncayo,0,1,0,0,1
3527,ruslan magomedov,2,0,0,0,2
3528,ruslan magomedov ,1,0,0,0,1
3529,russell doane,3,3,0,0,6
3530,russell doane ,0,2,0,0,2
3531,rustam khabilov,4,1,0,0,5
3532,rustam khabilov ,6,2,0,0,8
3533,ryan bader,3,5,0,0,8
3534,ryan bader ,12,0,0,0,12
3535,ryan benoit,1,5,0,0,6
3536,ryan benoit ,2,1,0,0,3
3537,ryan couture ,0,2,0,0,2
3538,ryan hall,4,0,0,0,4
3539,ryan hall ,1,1,0,0,2
3540,ryan janes,2,2,0,0,4
3541,ryan jensen,1,6,0,0,7
3542,ryan jensen ,1,0,0,0,1
3543,ryan jimmo,1,4,0,0,5
3544,ryan jimmo ,2,0,0,0,2
3545,ryan laflare,4,1,0,0,5
3546,ryan laflare ,3,2,0,0,5
3547,ryan loder,1,0,0,0,1
3548,ryan macdonald,0,1,0,0,1
3549,ryan macdonald ,0,1,0,0,1
3550,ryan madigan,0,1,0,0,1
3551,ryan mcgillivray ,0,1,0,0,1
3552,ryan parker,0,1,0,0,1
3553,ryan roberts,0,1,0,0,1
3554,ryan spann,4,3,0,0,7
3555,ryan spann ,4,1,0,0,5
3556,ryan thomas,0,2,0,0,2
3557,ryo chonan,0,3,0,0,3
3558,ryo chonan ,1,0,0,0,1
3559,sabah homasi,0,1,0,0,1
3560,sabah homasi ,0,2,0,0,2
3561,sabina mazo,0,1,0,0,1
3562,sabina mazo ,3,3,0,0,6
3563,saeed hosseini,0,1,0,0,1
3564,sage northcutt,1,0,0,0,1
3565,sage northcutt ,5,2,0,0,7
3566,sai wang ,1,1,0,0,2
3567,said nurmagomedov,4,1,0,0,5
3568,said nurmagomedov ,2,1,0,0,3
3569,saidyokub kakhramonov,2,1,0,0,3
3570,saimon oliveira,0,1,0,0,1
3571,saimon oliveira ,0,1,0,0,1
3572,sako chivitchian ,0,1,0,0,1
3573,salim touahri,0,2,0,0,2
3574,salim touahri ,0,1,0,0,1
3575,sam adkins,0,2,0,0,2
3576,sam adkins ,2,0,0,0,2
3577,sam alvey,6,6,1,0,13
3578,sam alvey ,4,7,0,0,11
3579,sam fulton,0,2,0,0,2
3580,sam hoger,0,3,0,0,3
3581,sam hoger ,2,0,0,0,2
3582,sam hughes,4,5,0,0,9
3583,sam patterson,1,0,0,0,1
3584,sam patterson ,1,1,0,0,2
3585,sam sicilia,3,5,0,0,8
3586,sam sicilia ,2,2,0,0,4
3587,sam stout,1,6,0,0,7
3588,sam stout ,8,5,0,0,13
3589,sammy morgan,0,2,0,0,2
3590,samy schiavo,0,2,0,0,2
3591,sanae kikuta ,1,0,0,0,1
3592,santiago ponzinibbio,4,2,0,0,6
3593,santiago ponzinibbio ,7,5,0,0,12
3594,saparbeg safarov,1,3,0,0,4
3595,sara mcmann,0,3,0,0,3
3596,sara mcmann ,7,3,0,0,10
3597,sarah alpar,0,2,0,0,2
3598,sarah frota,0,2,0,0,2
3599,sarah kaufman,0,1,0,0,1
3600,sarah kaufman ,1,1,0,1,3
3601,sarah moras,1,3,0,0,4
3602,sarah moras ,2,3,0,0,5
3603,sasha palatnikov,1,1,0,0,2
3604,sasha palatnikov ,0,1,0,0,1
3605,satoshi honma,0,1,0,0,1
3606,scott adams ,1,0,0,0,1
3607,scott askham,0,2,0,0,2
3608,scott askham ,2,2,0,0,4
3609,scott baker,0,1,0,0,1
3610,scott bessac,0,1,0,0,1
3611,scott bessac ,1,0,0,0,1
3612,scott ferrozzo,0,2,0,0,2
3613,scott ferrozzo ,3,0,0,0,3
3614,scott fiedler,0,1,0,0,1
3615,scott holtzman,2,3,0,0,5
3616,scott holtzman ,5,3,0,0,8
3617,scott jorgensen,0,5,0,0,5
3618,scott jorgensen ,4,3,0,0,7
3619,scott junk,0,1,0,0,1
3620,scott morris,0,1,0,0,1
3621,scott morris ,1,0,0,0,1
3622,scott smith,0,3,0,0,3
3623,scott smith ,1,0,0,0,1
3624,sean alvarez,0,1,0,0,1
3625,sean brady,3,1,0,0,4
3626,sean brady ,4,0,0,0,4
3627,sean daugherty,0,1,0,0,1
3628,sean gannon,0,1,0,0,1
3629,sean mccorkle,1,1,0,0,2
3630,sean mccorkle ,0,1,0,0,1
3631,sean o'connell,2,5,0,0,7
3632,sean o'malley,4,0,0,1,5
3633,sean o'malley ,6,2,0,0,8
3634,sean pierson,2,2,0,0,4
3635,sean pierson ,2,0,0,0,2
3636,sean salmon,0,2,0,0,2
3637,sean sharaf,0,1,0,0,1
3638,sean sherk,0,4,0,0,4
3639,sean sherk ,8,0,0,0,8
3640,sean soriano,0,4,0,0,4
3641,sean soriano ,0,1,0,0,1
3642,sean spencer,2,4,0,0,6
3643,sean spencer ,1,1,0,0,2
3644,sean strickland,10,4,0,0,14
3645,sean strickland ,6,2,0,0,8
3646,sean woodson,3,0,0,0,3
3647,sean woodson ,4,1,1,0,6
3648,sedriques dumas,1,1,0,0,2
3649,sedriques dumas ,1,1,0,0,2
3650,semmy schilt,0,1,0,0,1
3651,semmy schilt ,1,0,0,0,1
3652,seo hee ham,0,2,0,0,2
3653,seo hee ham ,1,1,0,0,2
3654,sergei pavlovich,4,1,0,0,5
3655,sergei pavlovich ,2,2,0,0,4
3656,sergey khandozhko,2,1,0,0,3
3657,sergey morozov,2,2,0,0,4
3658,sergey morozov ,1,0,0,0,1
3659,serghei spivac,6,4,0,0,10
3660,serghei spivac ,2,0,0,0,2
3661,sergio moraes,1,4,0,0,5
3662,sergio moraes ,7,1,1,0,9
3663,sergio pettis,5,3,0,0,8
3664,sergio pettis ,4,2,0,0,6
3665,serhiy sidey ,1,1,0,0,2
3666,seth baczynski,3,3,0,0,6
3667,seth baczynski ,2,3,0,0,5
3668,seth petruzelli,0,2,0,0,2
3669,seth petruzelli ,0,2,0,0,2
3670,seungguk choi ,0,1,0,0,1
3671,seungwoo choi,1,5,0,0,6
