name,height_cm,weight_in_kg,reach_in_cm,stance,date_of_birth,wins,losses,draws,nc,total_matches
tim lajcik,185.42,102.06,,Orthodox,1965-06-21,0,2,1,0,3
charalampos grigoriou,170.18,61.23,170.18,Orthodox,1992-03-31,0,2,0,0,2
ozzy diaz,193.04,83.91,200.66,Orthodox,1990-11-22,0,1,0,0,1
ben wall,177.8,70.31,,Orthodox,1989-03-25,0,2,0,0,2
te edwards,172.72,70.31,182.88,Orthodox,1990-09-11,0,2,0,0,2
thaddeus luster,190.5,95.25,,,,0,1,0,0,1
jay cucciniello,170.18,70.31,,Orthodox,1986-07-23,0,1,0,0,1
alexander munoz,175.26,70.31,182.88,Switch,1990-02-27,1,2,0,0,3
chris avila,177.8,65.77,,Orthodox,1993-01-16,0,2,0,0,2
viktoriia dudakova,165.1,52.16,170.18,Orthodox,1999-01-26,1,1,0,0,2
alexandre barros,175.26,77.11,,Southpaw,1976-11-19,0,1,0,0,1
billy miles,177.8,77.11,,Orthodox,1978-04-28,0,1,0,0,1
lukasz sajewski,172.72,70.31,180.34,Orthodox,1990-11-27,0,3,0,0,3
pat audinwood,182.88,70.31,,Orthodox,1986-04-16,0,2,0,0,2
roman kopylov,182.88,83.91,190.5,Southpaw,1991-05-04,5,3,0,0,8
marcin wrzosek,175.26,70.31,,,,0,1,0,0,1
michael page,187.96,77.11,,,,1,1,0,0,2
ramon taveras,172.72,61.23,177.8,Southpaw,1994-01-09,1,1,0,0,2
carlo pedersoli jr.,180.34,77.11,190.5,Southpaw,1993-06-08,1,2,0,0,3
nursulton ruziboev,195.58,83.91,193.04,Orthodox,1993-11-19,2,1,0,0,3
ketlen souza,160.02,56.7,160.02,Orthodox,1994-08-18,2,1,0,0,3
dakota bush,177.8,70.31,185.42,Orthodox,1994-06-09,0,2,0,0,2
steven graham,185.42,131.54,,Orthodox,,1,1,0,0,2
mizuki,160.02,52.16,165.1,Orthodox,1994-08-19,1,0,0,0,1
justin mccully,185.42,102.06,185.42,Orthodox,1976-02-18,2,2,0,0,4
josh shockman,193.04,106.59,,Southpaw,1980-12-29,0,1,0,0,1
rhys mckee,187.96,77.11,198.12,Orthodox,1995-09-10,0,4,0,0,4
augusto sakai,190.5,120.2,195.58,Orthodox,1991-05-09,5,4,0,0,9
jeff cox,177.8,70.31,,Orthodox,1968-08-02,0,2,0,0,2
collin anglin,175.26,65.77,180.34,Orthodox,1993-02-20,0,2,0,0,2
ryan parker,190.5,106.59,,Southpaw,,0,1,0,0,1
jean silva,167.64,72.57,,Orthodox,1977-10-08,3,0,0,0,3
filip pejic,172.72,61.23,,Orthodox,1992-07-21,0,1,0,0,1
alex reyes,180.34,70.31,185.42,Orthodox,1986-10-02,0,3,0,0,3
mark eddiva,172.72,65.77,172.72,Orthodox,1986-02-16,1,3,0,0,4
gilbert aldana,185.42,113.4,,Orthodox,1977-08-25,0,2,0,0,2
kelly faszholz,172.72,61.23,,Orthodox,1985-04-09,0,2,0,0,2
nurullo aliev,177.8,70.31,182.88,Orthodox,2000-12-08,1,0,0,0,1
john matua,187.96,181.44,,Orthodox,,0,1,0,0,1
reza nasri,180.34,92.99,,Orthodox,,0,1,0,0,1
reese andy,182.88,92.99,,Orthodox,1973-03-31,0,2,0,0,2
fredy serrano,160.02,56.7,165.1,Orthodox,1979-09-22,2,2,0,0,4
cesar almeida,185.42,83.91,187.96,Orthodox,1988-03-28,2,1,0,0,3
laverne clark,180.34,77.11,,Orthodox,1973-12-02,4,1,0,0,5
val woodburn,172.72,83.91,187.96,Orthodox,1993-08-10,0,2,0,0,2
david lee,177.8,70.31,,Orthodox,,0,2,0,0,2
rosi sexton,160.02,61.23,,Orthodox,1977-07-16,0,2,0,0,2
claudio ribeiro,185.42,83.91,195.58,Orthodox,1992-07-17,1,3,0,0,4
ryan madigan,182.88,77.11,,Orthodox,,0,1,0,0,1
joey roberts,187.96,90.72,,,,0,1,0,0,1
felix lee mitchell,,,,Orthodox,,0,3,0,0,3
richie smullen,175.26,70.31,172.72,Orthodox,1991-08-17,0,1,0,0,1
alberta cerra leon,172.72,107.95,,,,0,1,0,0,1
horacio gutierrez,177.8,65.77,,,,0,2,0,0,2
wagner silva,182.88,77.11,,Orthodox,1987-02-07,0,2,0,0,2
mark madsen,172.72,70.31,182.88,Orthodox,1984-09-23,4,2,0,0,6
rafael fiziev,172.72,70.31,180.34,Switch,1993-03-05,6,3,0,0,9
abu azaitar,175.26,83.91,193.04,Orthodox,1986-03-10,1,1,0,0,2
johnny rhodes,182.88,95.25,,Orthodox,,2,1,0,0,3
byron bloodworth,172.72,61.23,,Orthodox,1983-08-16,0,2,0,0,2
cameron vancamp,187.96,70.31,187.96,Switch,1993-04-27,0,2,0,0,2
augusto mendes,167.64,61.23,165.1,Orthodox,1983-03-03,1,2,0,0,3
ike villanueva,185.42,92.99,185.42,Orthodox,1984-04-04,1,5,0,0,6
norman parke,180.34,70.31,177.8,Southpaw,1986-12-22,5,3,1,0,9
alan baudot,190.5,110.22,200.66,Orthodox,1988-02-01,0,4,0,0,4
jairzinho rozenstruik,187.96,109.77,198.12,Orthodox,1988-03-17,9,5,0,0,14
tanner boser,187.96,92.99,190.5,Orthodox,1991-08-02,5,5,0,0,10
jesus pinedo,177.8,70.31,,Southpaw,1996-06-22,1,1,0,0,2
mitch raposo,165.1,56.7,162.56,Switch,1998-10-16,0,1,0,0,1
todd butler,185.42,90.72,,Southpaw,,0,1,0,0,1
john lewis,182.88,70.31,,Southpaw,,1,1,0,0,2
micheal gillmore,180.34,77.11,182.88,Orthodox,1987-03-28,0,2,0,0,2
fabio cherant,185.42,92.99,187.96,Southpaw,1994-11-25,0,3,0,0,3
puja tomar,,52.16,,,,1,0,0,0,1
elvis mutapcic,182.88,83.91,182.88,Orthodox,1986-07-19,0,2,1,0,3
joe merritt,182.88,77.11,,Orthodox,1984-03-07,0,1,0,0,1
brad gumm,180.34,77.11,,Orthodox,,0,1,1,0,2
jordan radev,170.18,83.91,,Southpaw,1976-09-28,0,2,0,0,2
matt andersen,187.96,104.33,,Southpaw,1971-05-29,0,1,0,0,1
ashkan mokhtarian,167.64,56.7,170.18,Southpaw,1985-09-15,0,2,0,0,2
marco ruas,185.42,95.25,,Orthodox,1961-01-23,4,2,0,0,6
james mulheron,177.8,110.22,185.42,Orthodox,1988-02-20,0,1,0,0,1
nick hein,167.64,70.31,167.64,Southpaw,1984-04-24,4,4,0,0,8
emily ducote,157.48,52.16,160.02,Orthodox,1994-01-01,2,3,0,0,5
jason gilliam,182.88,77.11,,Orthodox,,0,2,0,0,2
charlie ward,180.34,77.11,,Orthodox,1980-12-17,0,2,0,0,2
jianping yang,170.18,65.77,,Orthodox,1988-11-27,0,1,0,0,1
tony halme,190.5,136.08,,Orthodox,1963-01-06,0,1,0,0,1
clint hester,187.96,92.99,195.58,Orthodox,1986-11-21,4,3,0,0,7
bas rutten,185.42,92.99,,Orthodox,1965-02-24,2,0,0,0,2
frank camacho,177.8,70.31,185.42,Orthodox,1989-05-18,2,6,0,0,8
sheymon moraes,172.72,65.77,182.88,Orthodox,1990-10-11,2,3,0,0,5
ian mccall,165.1,56.7,162.56,Orthodox,1984-05-07,2,3,1,0,6
jonathan wilson,187.96,92.99,190.5,Southpaw,1987-07-17,1,3,0,0,4
karol rosa,165.1,61.23,170.18,Orthodox,1994-12-30,7,3,0,0,10
alex soto,172.72,61.23,,Southpaw,1984-02-15,0,2,0,0,2
richie hightower,172.72,77.11,,Orthodox,1974-11-26,0,1,0,0,1
terrence mitchell,177.8,61.23,187.96,Orthodox,1989-12-30,0,2,0,0,2
paulo costa,185.42,83.91,182.88,Orthodox,1991-04-21,6,4,0,0,10
josh bryant,177.8,83.91,,Orthodox,1980-04-23,0,1,0,0,1
ravena oliveira,165.1,61.23,165.1,Orthodox,1997-02-20,0,1,0,0,1
maheshate,182.88,70.31,180.34,Orthodox,1999-12-01,2,3,0,0,5
luke jumeau,180.34,77.11,182.88,Orthodox,1988-02-12,2,2,0,0,4
bob cook,175.26,77.11,,Orthodox,,1,0,0,0,1
francimar barroso,185.42,92.99,190.5,Orthodox,1980-02-28,4,4,0,1,9
abubakar nurmagomedov,180.34,77.11,182.88,Orthodox,1989-11-13,2,2,0,0,4
kerry schall,187.96,120.2,,Orthodox,1971-08-09,0,1,0,0,1
eddie ruiz,170.18,70.31,,Orthodox,1967-06-10,0,1,0,0,1
justin gaethje,180.34,70.31,177.8,Orthodox,1988-11-14,8,5,0,0,13
erik silva,175.26,65.77,180.34,Orthodox,1987-03-16,0,2,0,0,2
geza kalman,185.42,90.72,,,,1,1,0,0,2
sean gannon,190.5,120.2,,Southpaw,,0,1,0,0,1
cesar marscucci,,,,,,1,0,0,0,1
ryan macdonald,180.34,61.23,180.34,Switch,1993-03-18,0,2,0,0,2
izabela badurek,165.1,52.16,,Orthodox,1991-07-11,0,1,0,0,1
zviad lazishvili,167.64,61.23,175.26,Orthodox,1991-10-25,0,1,0,0,1
cameron smotherman,175.26,61.23,175.26,Orthodox,1997-09-17,1,0,0,0,1
brendon marotte,175.26,70.31,177.8,Orthodox,1996-01-12,0,2,0,0,2
nikolay veretennikov,185.42,77.11,187.96,Orthodox,1989-12-22,0,1,0,0,1
marcus brimage,162.56,61.23,180.34,Southpaw,1985-04-06,4,4,0,0,8
jared papazian,172.72,61.23,170.18,Southpaw,1988-02-01,0,3,0,0,3
scott bessac,193.04,111.13,,,,1,1,0,0,2
julie kedzie,165.1,61.23,,Orthodox,1981-03-18,0,2,0,0,2
tulio palhares,,81.65,,,,1,0,0,0,1
jake hecht,182.88,77.11,185.42,Orthodox,1984-02-09,1,2,0,0,3
bristol marunde,185.42,77.11,190.5,Orthodox,1982-04-20,0,2,0,0,2
edward faaloloto,,70.31,177.8,Orthodox,1984-07-15,0,2,0,0,2
stipe miocic,193.04,108.86,203.2,Orthodox,1982-08-19,14,5,0,0,19
cj fernandes,187.96,77.11,,,,0,0,1,0,1
nordine taleb,185.42,77.11,187.96,Orthodox,1981-06-10,7,5,0,0,12
ronald jhun,180.34,77.11,,Orthodox,1970-09-21,0,1,0,0,1
akira corassani,172.72,65.77,172.72,Orthodox,1982-08-27,3,3,0,0,6
caros fodor,175.26,70.31,187.96,Orthodox,1984-01-07,0,1,0,0,1
besam yousef,180.34,77.11,,Orthodox,1985-03-25,0,2,0,0,2
marco polo reyes,180.34,70.31,180.34,Orthodox,1984-11-07,4,4,0,0,8
shonie carter,177.8,77.11,,Southpaw,1972-05-03,3,3,0,0,6
deron winn,167.64,83.91,177.8,Orthodox,1989-06-13,2,3,0,0,5
hailey cowan,172.72,61.23,170.18,Southpaw,1992-02-12,0,1,0,0,1
ernie verdicia,180.34,90.26,,Orthodox,,0,1,0,0,1
paul rodriguez,170.18,70.31,,Orthodox,,0,1,0,0,1
grigory popov,170.18,61.23,172.72,Switch,1984-04-18,0,2,0,0,2
roger hollett,180.34,92.99,,Orthodox,1978-10-08,0,2,0,0,2
ricardo funch,177.8,77.11,187.96,Southpaw,1980-08-14,0,4,0,0,4
mikey burnett,167.64,77.11,,Orthodox,1974-04-12,2,1,0,0,3
jesse bongfeldt,182.88,83.91,,Orthodox,1980-08-28,0,1,1,0,2
rongzhu,175.26,70.31,182.88,Orthodox,2000-03-07,0,1,0,0,1
nick roehrick,187.96,92.99,,Orthodox,1987-07-06,0,1,0,0,1
takenori sato,177.8,77.11,,Southpaw,1985-06-08,0,2,0,0,2
damian grabowski,185.42,109.32,190.5,Orthodox,1980-05-12,0,3,0,0,3
shamar bailey,175.26,70.31,190.5,Southpaw,1982-09-22,1,2,0,0,3
francesco maturi,,,,,,0,1,0,0,1
pedro rizzo,185.42,109.32,,Orthodox,1974-05-03,9,5,0,0,14
paul bradley,175.26,77.11,,Orthodox,1983-06-13,0,2,0,0,2
nolan ticman,167.64,56.7,,Orthodox,1988-05-17,0,2,0,0,2
justin salas,172.72,70.31,177.8,Southpaw,1982-03-13,3,4,0,0,7
ericka almeida,167.64,52.16,,Orthodox,1989-03-05,0,2,0,0,2
phil johns,157.48,77.11,,Southpaw,1968-10-22,0,1,0,0,1
chuck o'neil,187.96,77.11,,,,0,1,0,0,1
kevin borjas,165.1,56.7,172.72,Orthodox,1997-12-06,0,2,0,0,2
stephen thompson,182.88,77.11,190.5,Orthodox,1983-02-11,12,8,1,0,21
humberto brown morrison,177.8,65.77,,,,0,1,0,0,1
bruno souza,177.8,65.77,177.8,Orthodox,1996-03-07,0,2,0,0,2
scott adams,182.88,102.06,,Southpaw,,1,0,0,0,1
jared cannonier,180.34,83.91,195.58,Switch,1984-03-16,10,8,0,0,18
antonio dos santos,177.8,83.91,,Orthodox,1988-07-21,0,2,0,0,2
charlie brenneman,177.8,70.31,177.8,Orthodox,1981-02-09,4,7,0,0,11
ramona pascual,170.18,61.23,167.64,Southpaw,1988-09-23,0,3,0,0,3
mickael lebout,180.34,70.31,185.42,Orthodox,1987-08-16,1,2,0,0,3
joao roque,167.64,70.31,,Orthodox,1971-07-22,0,1,0,0,1
andrew sanchez,185.42,83.91,187.96,Orthodox,1988-04-08,5,5,0,0,10
arman tsarukyan,170.18,70.31,182.88,Orthodox,1996-10-11,9,2,0,0,11
randy costa,175.26,61.23,185.42,Switch,1994-07-06,2,4,0,0,6
collin hart,185.42,83.91,,Orthodox,1989-10-12,0,1,0,0,1
rayanne amanda,157.48,52.16,157.48,Orthodox,1995-06-08,0,1,0,0,1
jasmine jasudavicius,170.18,56.7,172.72,Orthodox,1989-03-01,6,2,0,0,8
keiichiro yamamiya,180.34,83.91,,Southpaw,1972-07-12,0,1,0,0,1
milana dudieva,160.02,61.23,,Orthodox,1989-08-04,1,2,0,0,3
icho larenas,190.5,106.59,,Orthodox,1980-03-12,0,1,0,0,1
yuki sasaki,187.96,83.91,,Orthodox,1976-09-12,0,1,0,0,1
sean daugherty,182.88,79.38,,,,0,1,0,0,1
junior albini,190.5,119.75,187.96,Orthodox,1991-03-15,1,4,0,0,5
patrick smith,187.96,102.06,,Orthodox,1963-08-28,4,1,0,0,5
kyle kingsbury,193.04,92.99,200.66,Orthodox,1982-03-22,4,5,0,0,9
jason delucia,180.34,86.18,,Southpaw,1969-07-24,1,2,0,0,3
bruno korea,167.64,61.23,165.1,,,0,1,0,0,1
ismael bonfim,172.72,70.31,180.34,Orthodox,1995-12-28,2,1,0,0,3
steve judson,180.34,104.33,,Orthodox,,0,2,0,0,2
santiago ponzinibbio,182.88,77.11,185.42,Orthodox,1986-09-26,11,7,0,0,18
michel batista,190.5,117.93,,Orthodox,1984-04-20,0,1,0,0,1
dong hyun ma,180.34,70.31,177.8,Orthodox,1988-09-09,3,5,0,0,8
joe pardo,185.42,95.25,,Southpaw,,0,1,0,0,1
karine gevorgyan,162.56,56.7,160.02,,,0,1,0,0,1
yan xiaonan,165.1,52.16,160.02,Orthodox,1989-06-16,9,3,0,0,12
gabe ruediger,177.8,70.31,,Orthodox,1977-08-29,0,3,0,0,3
johnny rees,182.88,77.11,,Orthodox,1982-10-21,0,2,0,0,2
dwayne cason,177.8,96.16,,Orthodox,,1,1,0,0,2
josiane nunes,157.48,65.77,170.18,Southpaw,1993-12-23,3,2,0,0,5
danny chavez,172.72,65.77,170.18,Orthodox,1987-03-14,1,2,1,0,4
ulysses gomez,167.64,56.7,,Orthodox,1983-05-25,0,2,0,0,2
rostem akman,177.8,77.11,182.88,Switch,1991-12-19,0,2,0,0,2
anying wang,182.88,77.11,,Orthodox,1991-04-04,1,1,0,0,2
jerome rivera,177.8,56.7,182.88,Southpaw,1995-04-22,0,4,0,0,4
michael kuiper,182.88,83.91,185.42,Orthodox,1989-06-07,1,3,0,0,4
brogan walker,162.56,56.7,170.18,Switch,1988-08-02,0,2,0,0,2
ryan roberts,167.64,70.31,,Orthodox,1978-07-16,0,1,0,0,1
carlos vera,,61.23,,,,0,1,0,0,1
brandon wolff,175.26,77.11,,Orthodox,1975-10-18,0,2,0,0,2
bruna brasil,167.64,52.16,165.1,Orthodox,1993-09-07,2,2,0,0,4
ray wizard,,,,,,0,1,0,0,1
anton turkalj,193.04,92.99,198.12,Orthodox,1996-06-10,0,4,0,0,4
carls john de tomas,165.1,56.7,180.34,Southpaw,1996-08-28,0,2,0,0,2
david roberts,185.42,77.11,,Orthodox,1975-11-15,0,1,0,0,1
colin fletcher,187.96,70.31,,Orthodox,1983-01-08,0,2,0,0,2
nate schroeder,185.42,104.33,,,,0,1,0,0,1
shane young,172.72,65.77,182.88,Orthodox,1993-07-31,2,5,0,0,7
francisco trevino,175.26,70.31,177.8,Orthodox,1981-12-17,1,2,0,0,3
sasha palatnikov,185.42,77.11,182.88,Switch,1989-03-15,1,2,0,0,3
marcelo mello,170.18,77.11,,Southpaw,,1,0,0,0,1
shana dobson,167.64,56.7,175.26,Orthodox,1989-03-30,2,4,0,0,6
justin tafa,182.88,119.75,187.96,Southpaw,1993-12-13,4,4,0,1,9
jason reinhardt,167.64,61.23,,Orthodox,1969-10-31,0,3,0,0,3
tai tuivasa,187.96,119.75,190.5,Southpaw,1993-03-16,8,8,0,0,16
jocelyn jones-lybarger,170.18,52.16,162.56,Orthodox,1985-10-04,0,3,0,0,3
isaac vallie-flagg,172.72,70.31,177.8,Orthodox,1978-04-08,1,3,0,0,4
dequan townsend,190.5,92.99,200.66,Orthodox,1986-05-11,0,4,0,0,4
cody garbrandt,172.72,61.23,165.1,Orthodox,1991-07-07,9,6,0,0,15
mike jackson,187.96,77.11,187.96,Orthodox,1985-03-22,1,2,0,1,4
yanal ashmouz,175.26,70.31,172.72,Orthodox,1995-03-31,2,1,0,0,3
miles johns,170.18,61.23,167.64,Orthodox,1994-03-30,7,3,0,0,10
oban elliott,182.88,77.11,182.88,Orthodox,1997-12-19,3,0,0,0,3
scott junk,185.42,120.2,,Orthodox,1978-12-17,0,1,0,0,1
asbel cancio,177.8,102.06,,,,0,1,0,0,1
brian cobb,180.34,70.31,,Orthodox,,0,1,0,0,1
nick denis,170.18,61.23,,Orthodox,1983-10-11,1,1,0,0,2
forrest petz,175.26,77.11,180.34,Orthodox,1975-09-22,2,5,0,0,7
adam milstead,190.5,92.99,193.04,Orthodox,1987-07-03,1,2,0,1,4
jin soo son,167.64,61.23,175.26,Orthodox,1993-04-01,0,2,0,0,2
khusein askhabov,172.72,65.77,175.26,Orthodox,1995-02-13,0,1,0,0,1
aoriqileng,170.18,61.23,175.26,Orthodox,1993-06-25,3,4,0,1,8
austin hubbard,177.8,70.31,180.34,Orthodox,1991-12-22,4,6,0,0,10
liudvik sholinian,177.8,61.23,180.34,Orthodox,1990-01-20,0,2,0,0,2
adrian serrano,172.72,77.11,,,,0,1,0,0,1
jorge de oliveira,172.72,70.31,,Orthodox,1980-01-22,0,2,0,0,2
wagner prado,182.88,92.99,187.96,Southpaw,1986-12-30,0,2,0,1,3
zac pauga,187.96,92.99,193.04,Orthodox,1988-02-25,1,3,0,0,4
wade shipp,190.5,111.13,,Orthodox,1975-02-09,0,1,0,0,1
mike easton,167.64,61.23,177.8,Southpaw,1984-01-25,3,4,0,0,7
marnic mann,152.4,52.16,162.56,Southpaw,1993-03-05,0,2,0,0,2
eldo xavier dias,180.34,81.65,,,,0,1,0,0,1
victor valimaki,182.88,92.99,,Orthodox,,0,2,0,0,2
darian weeks,180.34,77.11,182.88,Orthodox,1993-11-23,0,3,0,0,3
ashlee evans-smith,172.72,61.23,170.18,Orthodox,1987-07-09,3,6,0,0,9
brendan loughnane,177.8,65.77,177.8,Switch,1989-12-05,0,1,0,0,1
joao pierini,185.42,70.31,,Switch,1971-12-11,0,1,0,0,1
gaston bolanos,170.18,61.23,175.26,Orthodox,1992-09-14,2,1,0,0,3
thomas gifford,185.42,70.31,190.5,Orthodox,1992-07-26,0,2,0,0,2
tyrone roberts,175.26,83.91,,Orthodox,,1,0,0,0,1
joe brammer,172.72,70.31,,Orthodox,1983-08-23,0,2,0,0,2
christian leroy duncan,187.96,83.91,200.66,Switch,1995-07-24,2,2,0,0,4
joel sutton,180.34,92.99,,Orthodox,,2,0,0,0,2
lance benoist,180.34,77.11,182.88,Southpaw,1988-08-26,2,2,0,0,4
felipe olivieri,175.26,70.31,,Orthodox,1985-04-12,0,1,0,0,1
alberto mina,182.88,77.11,195.58,Orthodox,1982-05-02,3,1,0,0,4
boston salmon,175.26,61.23,175.26,Southpaw,1990-11-20,0,2,0,0,2
jerry bohlander,180.34,90.26,,Orthodox,1974-02-12,5,2,0,0,7
cory hendricks,190.5,92.99,,Switch,1988-05-10,0,1,0,0,1
richardson moreira,187.96,83.91,,Orthodox,1984-03-31,0,2,0,0,2
amilcar alves,182.88,77.11,,Southpaw,1988-08-08,0,2,0,0,2
shauna bannon,165.1,52.16,165.1,Switch,1993-10-23,1,1,0,0,2
pedro falcao,167.64,61.23,167.64,Orthodox,1992-07-30,0,1,0,0,1
felipe silva,182.88,70.31,195.58,Orthodox,1984-05-08,1,2,0,0,3
peggy morgan,185.42,61.23,,,,0,1,0,0,1
christina marks,170.18,56.7,175.26,Orthodox,1985-11-08,0,1,0,0,1
oliver enkamp,182.88,77.11,195.58,Switch,1991-08-10,0,2,0,0,2
natalia silva,162.56,56.7,165.1,Southpaw,1997-02-03,6,0,0,0,6
adam fugitt,185.42,77.11,195.58,Southpaw,1989-01-12,2,2,0,0,4
eugenio tadeu,172.72,72.57,,Orthodox,,0,1,0,0,1
sean spencer,177.8,77.11,187.96,Orthodox,1987-06-25,3,5,0,0,8
tateki matsuda,170.18,56.7,,Orthodox,1986-02-27,0,2,0,0,2
luke zachrich,187.96,83.91,187.96,Orthodox,1981-12-19,1,2,0,0,3
ricky rainey,185.42,77.11,195.58,Switch,1983-06-29,0,2,0,0,2
keith berish,182.88,92.99,,Orthodox,1985-11-14,0,1,0,1,2
juan manuel puig,175.26,65.77,,Orthodox,1989-04-23,0,2,0,0,2
roldan sangcha'an,162.56,56.7,,Orthodox,1990-12-04,0,2,0,0,2
chris curtis,177.8,83.91,190.5,Orthodox,1987-07-15,5,3,0,1,9
marcus bossett,185.42,97.52,,Orthodox,,1,2,0,0,3
sarah frota,167.64,56.7,175.26,Southpaw,1987-04-14,0,2,0,0,2
kb bhullar,193.04,83.91,198.12,Switch,1991-10-12,0,2,0,0,2
bevon lewis,190.5,83.91,200.66,Orthodox,1991-05-05,1,3,0,0,4
timothy johnson,190.5,120.2,195.58,Southpaw,1985-03-13,4,3,0,0,7
angel pacheco,172.72,65.77,177.8,Orthodox,1992-01-13,0,1,0,0,1
ailin perez,165.1,61.23,167.64,Switch,1994-10-05,4,1,0,0,5
todd brown,180.34,92.99,,Orthodox,1976-12-13,0,2,0,0,2
wes combs,187.96,92.99,,Orthodox,1973-06-18,0,2,0,0,2
wesley correira,190.5,117.93,,Orthodox,1978-11-11,2,2,0,0,4
lauren mueller,165.1,56.7,170.18,Orthodox,1991-11-15,1,3,0,0,4
klidson abreu,182.88,92.99,187.96,Orthodox,1992-12-24,1,2,0,1,4
ray rodriguez,170.18,61.23,177.8,Orthodox,1987-12-10,0,2,0,0,2
xiao long,172.72,61.23,177.8,Orthodox,1998-04-13,1,1,0,0,2
xavier foupa-pokam,185.42,83.91,,Open Stance,1982-07-03,0,2,0,0,2
tafon nchukwi,182.88,83.91,195.58,Orthodox,1994-10-14,2,4,0,0,6
john kolosci,180.34,83.91,,Orthodox,1974-11-26,0,1,0,0,1
dooho choi,177.8,65.77,177.8,Orthodox,1991-04-10,5,3,1,0,9
darren till,182.88,83.91,187.96,Southpaw,1992-12-24,6,5,1,0,12
andy wang,167.64,70.31,,Orthodox,1977-05-28,0,1,0,0,1
stephen bass,175.26,65.77,,Orthodox,1982-11-14,0,1,0,0,1
jason godsey,187.96,104.33,,Orthodox,,0,2,0,0,2
robert peralta,172.72,65.77,180.34,Orthodox,1986-03-14,4,3,0,1,8
che mills,185.42,77.11,193.04,Orthodox,1982-09-29,2,1,0,1,4
thomas ramirez,185.42,185.97,,Sideways,,0,1,0,0,1
andre winner,180.34,70.31,185.42,Orthodox,1981-11-09,2,4,0,0,6
levan makashvili,172.72,65.77,172.72,Orthodox,1989-01-07,1,1,1,0,3
pete rodriguez,175.26,70.31,180.34,Switch,1996-11-13,1,2,0,0,3
michal oleksiejczuk,182.88,83.91,187.96,Southpaw,1995-02-22,6,7,0,1,14
paul creighton,167.64,70.31,,Southpaw,1970-06-04,0,1,0,0,1
corey anderson,190.5,92.99,200.66,Orthodox,1989-09-22,10,5,0,0,15
eddie gordon,182.88,83.91,193.04,Orthodox,1983-07-22,1,3,0,0,4
marcos mariano,185.42,70.31,193.04,Switch,1986-10-12,0,2,0,0,2
nasrat haqparast,177.8,70.31,182.88,Southpaw,1995-08-22,9,4,0,0,13
baergeng jieleyisi,175.26,61.23,180.34,Orthodox,1995-11-24,0,1,0,0,1
tommy speer,177.8,77.11,180.34,Orthodox,1984-08-20,0,2,0,0,2
priscila cachoeira,170.18,56.7,165.1,Orthodox,1988-08-19,4,6,0,0,10
solomon hutcherson,180.34,83.91,,Southpaw,1972-08-31,0,1,0,0,1
jodie esquibel,154.94,52.16,162.56,Orthodox,1986-05-07,0,4,0,0,4
marcelo guimaraes,182.88,83.91,185.42,Orthodox,1983-06-25,2,2,0,0,4
rick davis,175.26,70.31,,Orthodox,,0,1,0,0,1
konstantin erokhin,180.34,104.33,,Orthodox,1983-01-31,0,2,0,0,2
vinicius oliveira,175.26,61.23,177.8,Switch,1995-11-30,2,0,0,0,2
magomed ankalaev,190.5,92.99,190.5,Orthodox,1992-06-02,10,1,1,0,12
gaetano pirrello,170.18,61.23,165.1,Orthodox,1992-04-29,0,2,0,0,2
vinicius salvador,170.18,56.7,177.8,Southpaw,1996-07-24,0,3,0,0,3
marvin eastman,175.26,83.91,185.42,Orthodox,1971-06-08,1,4,0,0,5
nathan coy,177.8,77.11,175.26,Southpaw,1978-07-24,1,2,0,0,3
kyle stewart,182.88,77.11,193.04,Orthodox,1989-01-31,0,2,0,0,2
lucas alexander,180.34,65.77,185.42,Orthodox,1995-07-28,1,2,0,0,3
mitch ramirez,180.34,77.11,180.34,Orthodox,1992-11-03,0,1,0,0,1
carlos prates,185.42,77.11,198.12,Switch,1993-08-17,4,0,0,0,4
jesse sanders,182.88,77.11,,Orthodox,,0,1,0,0,1
issei tamura,165.1,61.23,160.02,Orthodox,1984-03-12,1,2,0,0,3
shamil gamzatov,187.96,92.99,193.04,Orthodox,1990-08-09,1,1,0,0,2
andrew craig,185.42,77.11,193.04,Orthodox,1986-01-15,3,4,0,0,7
elias theodorou,185.42,83.91,190.5,Orthodox,1988-05-31,8,3,0,0,11
edilberto de oliveira,182.88,77.11,,Orthodox,1982-11-22,0,2,0,0,2
alex gorgees,187.96,70.31,187.96,Switch,1995-08-11,0,1,0,0,1
shara magomedov,187.96,83.91,185.42,Orthodox,1994-05-16,2,0,0,0,2
john dodson,160.02,61.23,167.64,Orthodox,1984-09-26,10,7,0,0,17
ernesta kareckaite,175.26,56.7,180.34,Orthodox,1998-07-05,0,1,0,0,1
gabriella fernandes,167.64,56.7,167.64,Southpaw,1993-08-13,2,2,0,0,4
roman bogatov,172.72,70.31,185.42,Orthodox,1990-12-15,0,1,0,0,1
marcus silveira,190.5,109.77,,Orthodox,,0,1,0,1,2
nick sanzo,175.26,86.18,,,,1,1,0,0,2
donnie chappell,180.34,80.74,,Southpaw,,0,1,0,0,1
jules bruchez,182.88,92.99,,Southpaw,1977-08-16,0,1,0,0,1
mike ricci,182.88,70.31,193.04,Southpaw,1986-03-18,1,2,0,0,3
keith hackney,180.34,90.72,,Sideways,,2,2,0,0,4
matt dwyer,193.04,77.11,193.04,Orthodox,1989-12-17,1,3,0,0,4
robert lucarelli,187.96,111.13,,,,0,1,0,0,1
