EVENT,BOUT,OUTCOME,ROUND,TIME,TIME FORMAT,FIGHTER_1,FIGHTER_2,Total_Rounds_Format,Main_round_time_Format,Num_overtime_rounds_Format,Overtime_round_time_Format,gender,is_title_bout,weight_class,fighter_1_result,fighter_2_result,method_label,weightclass_numeric,DATE,LOCATION,total_time_seconds
ufc fight night: holm vs. vieira,elise reed vs. sam hughes,L/W,3,232,3 Rnd (5-5-5),elise reed,sam hughes,3.0,5,0.0,0,1,0,strawweight,0,1,0,0,2022-05-21,"las vegas, nevada, usa",832
ufc fight night: blachowicz vs. rakic,aleksandar rakic vs. jan blachowicz,W/L,3,71,5 Rnd (5-5-5-5-5),jan blachowicz,aleksandar rakic,5.0,5,0.0,0,0,0,light heavyweight,1,0,0,7,2022-05-14,"las vegas, nevada, usa",671
ufc fight night: blachowicz vs. rakic,ion cutelaba vs. ryan spann,W/L,1,142,3 Rnd (5-5-5),ryan spann,ion cutelaba,3.0,5,0.0,0,0,0,light heavyweight,1,0,1,7,2022-05-14,"las vegas, nevada, usa",142
ufc fight night: blachowicz vs. rakic,davey grant vs. louis smolka,W/L,3,49,3 Rnd (5-5-5),davey grant,louis smolka,3.0,5,0.0,0,0,0,bantamweight,1,0,0,2,2022-05-14,"las vegas, nevada, usa",649
ufc fight night: blachowicz vs. rakic,amanda ribas vs. katlyn chookagian,W/L,3,300,3 Rnd (5-5-5),katlyn chookagian,amanda ribas,3.0,5,0.0,0,1,0,flyweight,1,0,2,1,2022-05-14,"las vegas, nevada, usa",900
ufc fight night: blachowicz vs. rakic,frank camacho vs. manuel torres,L/W,1,207,3 Rnd (5-5-5),frank camacho,manuel torres,3.0,5,0.0,0,0,0,lightweight,0,1,0,4,2022-05-14,"las vegas, nevada, usa",207
ufc fight night: blachowicz vs. rakic,allan nascimento vs. jake hadley,L/W,3,300,3 Rnd (5-5-5),jake hadley,allan nascimento,3.0,5,0.0,0,0,0,flyweight,0,1,2,1,2022-05-14,"las vegas, nevada, usa",900
ufc fight night: blachowicz vs. rakic,andrea lee vs. viviane araujo,W/L,3,300,3 Rnd (5-5-5),viviane araujo,andrea lee,3.0,5,0.0,0,1,0,flyweight,1,0,2,1,2022-05-14,"las vegas, nevada, usa",900
ufc fight night: blachowicz vs. rakic,alan patrick vs. michael johnson,W/L,2,202,3 Rnd (5-5-5),michael johnson,alan patrick,3.0,5,0.0,0,0,0,lightweight,1,0,0,4,2022-05-14,"las vegas, nevada, usa",502
ufc fight night: blachowicz vs. rakic,angela hill vs. virna jandiroba,W/L,3,300,3 Rnd (5-5-5),virna jandiroba,angela hill,3.0,5,0.0,0,1,0,strawweight,1,0,2,0,2022-05-14,"las vegas, nevada, usa",900
ufc fight night: blachowicz vs. rakic,carlos candelario vs. tatsuro taira,W/L,3,300,3 Rnd (5-5-5),tatsuro taira,carlos candelario,3.0,5,0.0,0,0,0,flyweight,1,0,2,1,2022-05-14,"las vegas, nevada, usa",900
ufc fight night: blachowicz vs. rakic,andre petroski vs. nick maximov,L/W,1,76,3 Rnd (5-5-5),nick maximov,andre petroski,3.0,5,0.0,0,0,0,middleweight,0,1,1,6,2022-05-14,"las vegas, nevada, usa",76
ufc 274: oliveira vs. gaethje,charles oliveira vs. justin gaethje,W/L,1,202,5 Rnd (5-5-5-5-5),charles oliveira,justin gaethje,5.0,5,0.0,0,0,0,lightweight,1,0,1,4,2022-05-07,"phoenix, arizona, usa",202
ufc 274: oliveira vs. gaethje,carla esparza vs. rose namajunas,L/W,5,300,5 Rnd (5-5-5-5-5),rose namajunas,carla esparza,5.0,5,0.0,0,1,1,strawweight,0,1,2,0,2022-05-07,"phoenix, arizona, usa",1500
ufc 274: oliveira vs. gaethje,michael chandler vs. tony ferguson,W/L,2,17,3 Rnd (5-5-5),michael chandler,tony ferguson,3.0,5,0.0,0,0,0,lightweight,1,0,0,4,2022-05-07,"phoenix, arizona, usa",317
ufc 274: oliveira vs. gaethje,mauricio rua vs. ovince saint preux,L/W,3,300,3 Rnd (5-5-5),mauricio rua,ovince saint preux,3.0,5,0.0,0,0,0,light heavyweight,0,1,2,7,2022-05-07,"phoenix, arizona, usa",900
ufc 274: oliveira vs. gaethje,khaos williams vs. randy brown,W/L,3,300,3 Rnd (5-5-5),randy brown,khaos williams,3.0,5,0.0,0,0,0,welterweight,1,0,2,5,2022-05-07,"phoenix, arizona, usa",900
ufc 274: oliveira vs. gaethje,danny roberts vs. francisco trinaldo,W/L,3,300,3 Rnd (5-5-5),francisco trinaldo,danny roberts,3.0,5,0.0,0,0,0,welterweight,1,0,2,5,2022-05-07,"phoenix, arizona, usa",900
ufc 274: oliveira vs. gaethje,macy chiasson vs. norma dumont,W/L,3,300,3 Rnd (5-5-5),macy chiasson,norma dumont,3.0,5,0.0,0,1,0,featherweight,1,0,2,3,2022-05-07,"phoenix, arizona, usa",900
ufc 274: oliveira vs. gaethje,brandon royval vs. matt schnell,W/L,1,134,3 Rnd (5-5-5),brandon royval,matt schnell,3.0,5,0.0,0,0,0,flyweight,1,0,1,1,2022-05-07,"phoenix, arizona, usa",134
ufc 274: oliveira vs. gaethje,blagoy ivanov vs. marcos rogerio de lima,W/L,3,300,3 Rnd (5-5-5),blagoy ivanov,marcos rogerio de lima,3.0,5,0.0,0,0,0,heavyweight,1,0,2,8,2022-05-07,"phoenix, arizona, usa",900
ufc 274: oliveira vs. gaethje,andre fialho vs. cameron vancamp,W/L,1,155,3 Rnd (5-5-5),andre fialho,cameron vancamp,3.0,5,0.0,0,0,0,welterweight,1,0,0,5,2022-05-07,"phoenix, arizona, usa",155
ufc 274: oliveira vs. gaethje,melissa gatto vs. tracy cortez,W/L,3,300,3 Rnd (5-5-5),tracy cortez,melissa gatto,3.0,5,0.0,0,1,0,flyweight,1,0,2,1,2022-05-07,"phoenix, arizona, usa",900
ufc 274: oliveira vs. gaethje,cj vergara vs. kleydson rodrigues,L/W,3,300,3 Rnd (5-5-5),kleydson rodrigues,cj vergara,3.0,5,0.0,0,0,0,flyweight,0,1,2,1,2022-05-07,"phoenix, arizona, usa",900
ufc 274: oliveira vs. gaethje,ariane carnelossi vs. loopy godinez,L/W,3,300,3 Rnd (5-5-5),ariane carnelossi,loopy godinez,3.0,5,0.0,0,1,0,strawweight,0,1,2,0,2022-05-07,"phoenix, arizona, usa",900
ufc 274: oliveira vs. gaethje,fernie garcia vs. journey newson,W/L,3,300,3 Rnd (5-5-5),journey newson,fernie garcia,3.0,5,0.0,0,0,0,bantamweight,1,0,2,2,2022-05-07,"phoenix, arizona, usa",900
ufc fight night: font vs. vera,marlon vera vs. rob font,L/W,5,300,5 Rnd (5-5-5-5-5),rob font,marlon vera,5.0,5,0.0,0,0,0,bantamweight,0,1,2,2,2022-04-30,"las vegas, nevada, usa",1500
ufc fight night: font vs. vera,andrei arlovski vs. jake collier,W/L,3,300,3 Rnd (5-5-5),andrei arlovski,jake collier,3.0,5,0.0,0,0,0,heavyweight,1,0,2,8,2022-04-30,"las vegas, nevada, usa",900
ufc fight night: font vs. vera,andre fili vs. joanderson brito,L/W,1,41,3 Rnd (5-5-5),andre fili,joanderson brito,3.0,5,0.0,0,0,0,featherweight,0,1,0,3,2022-04-30,"las vegas, nevada, usa",41
ufc fight night: font vs. vera,grant dawson vs. jared gordon,L/W,3,251,3 Rnd (5-5-5),jared gordon,grant dawson,3.0,5,0.0,0,0,0,lightweight,0,1,1,4,2022-04-30,"las vegas, nevada, usa",851
ufc fight night: font vs. vera,darren elkins vs. tristan connelly,W/L,3,300,3 Rnd (5-5-5),darren elkins,tristan connelly,3.0,5,0.0,0,0,0,featherweight,1,0,2,3,2022-04-30,"las vegas, nevada, usa",900
ufc fight night: font vs. vera,gerald meerschaert vs. krzysztof jotko,W/L,3,300,3 Rnd (5-5-5),krzysztof jotko,gerald meerschaert,3.0,5,0.0,0,0,0,middleweight,1,0,2,6,2022-04-30,"las vegas, nevada, usa",900
ufc fight night: font vs. vera,alexandr romanov vs. chase sherman,W/L,1,131,3 Rnd (5-5-5),alexandr romanov,chase sherman,3.0,5,0.0,0,0,0,heavyweight,1,0,1,8,2022-04-30,"las vegas, nevada, usa",131
ufc fight night: font vs. vera,daniel da silva vs. francisco figueiredo,L/W,1,78,3 Rnd (5-5-5),daniel da silva,francisco figueiredo,3.0,5,0.0,0,0,0,flyweight,0,1,1,1,2022-04-30,"las vegas, nevada, usa",78
ufc fight night: font vs. vera,gabe green vs. yohan lainesse,W/L,2,242,3 Rnd (5-5-5),gabe green,yohan lainesse,3.0,5,0.0,0,0,0,welterweight,1,0,0,5,2022-04-30,"las vegas, nevada, usa",542
ufc fight night: font vs. vera,mike breeden vs. natan levy,W/L,3,300,3 Rnd (5-5-5),natan levy,mike breeden,3.0,5,0.0,0,0,0,lightweight,1,0,2,4,2022-04-30,"las vegas, nevada, usa",900
ufc fight night: font vs. vera,gina mazany vs. shanna young,L/W,2,191,3 Rnd (5-5-5),gina mazany,shanna young,3.0,5,0.0,0,1,0,flyweight,0,1,0,1,2022-04-30,"las vegas, nevada, usa",491
ufc fight night: lemos vs. andrade,amanda lemos vs. jessica andrade,L/W,1,193,5 Rnd (5-5-5-5-5),amanda lemos,jessica andrade,5.0,5,0.0,0,1,0,strawweight,0,1,1,0,2022-04-23,"las vegas, nevada, usa",193
ufc fight night: lemos vs. andrade,claudio puelles vs. clay guida,L/W,1,181,3 Rnd (5-5-5),clay guida,claudio puelles,3.0,5,0.0,0,0,0,lightweight,0,1,1,4,2022-04-23,"las vegas, nevada, usa",181
ufc fight night: lemos vs. andrade,maycee barber vs. montana de la rosa,W/L,3,300,3 Rnd (5-5-5),maycee barber,montana de la rosa,3.0,5,0.0,0,1,0,flyweight,1,0,2,1,2022-04-23,"las vegas, nevada, usa",900
ufc fight night: lemos vs. andrade,charles jourdain vs. lando vannata,L/W,1,152,3 Rnd (5-5-5),lando vannata,charles jourdain,3.0,5,0.0,0,0,0,featherweight,0,1,1,3,2022-04-23,"las vegas, nevada, usa",152
ufc fight night: lemos vs. andrade,jordan wright vs. marc-andre barriault,L/W,1,156,3 Rnd (5-5-5),jordan wright,marc-andre barriault,3.0,5,0.0,0,0,0,catch weight,0,1,1,9,2022-04-23,"las vegas, nevada, usa",156
ufc fight night: lemos vs. andrade,dwight grant vs. sergey khandozhko,L/W,2,255,3 Rnd (5-5-5),dwight grant,sergey khandozhko,3.0,5,0.0,0,0,0,welterweight,0,1,0,5,2022-04-23,"las vegas, nevada, usa",555
ufc fight night: lemos vs. andrade,ike villanueva vs. tyson pedro,W/L,1,295,3 Rnd (5-5-5),tyson pedro,ike villanueva,3.0,5,0.0,0,0,0,light heavyweight,1,0,0,7,2022-04-23,"las vegas, nevada, usa",295
ufc fight night: lemos vs. andrade,aoriqileng vs. cameron else,W/L,1,168,3 Rnd (5-5-5),aoriqileng,cameron else,3.0,5,0.0,0,0,0,bantamweight,1,0,0,2,2022-04-23,"las vegas, nevada, usa",168
ufc fight night: lemos vs. andrade,evan elder vs. preston parsons,W/L,3,300,3 Rnd (5-5-5),preston parsons,evan elder,3.0,5,0.0,0,0,0,welterweight,1,0,2,5,2022-04-23,"las vegas, nevada, usa",900
ufc fight night: lemos vs. andrade,marcin prachnio vs. philipe lins,L/W,3,300,3 Rnd (5-5-5),marcin prachnio,philipe lins,3.0,5,0.0,0,0,0,light heavyweight,0,1,2,7,2022-04-23,"las vegas, nevada, usa",900
ufc fight night: lemos vs. andrade,dean barry vs. mike jackson,L/W,1,232,3 Rnd (5-5-5),dean barry,mike jackson,3.0,5,0.0,0,0,0,welterweight,0,1,3,5,2022-04-23,"las vegas, nevada, usa",232
ufc fight night: luque vs. muhammad,belal muhammad vs. vicente luque,L/W,5,300,5 Rnd (5-5-5-5-5),vicente luque,belal muhammad,5.0,5,0.0,0,0,0,welterweight,0,1,2,5,2022-04-16,"las vegas, nevada, usa",1500
ufc fight night: luque vs. muhammad,caio borralho vs. gadzhi omargadzhiev,W/L,3,236,3 Rnd (5-5-5),caio borralho,gadzhi omargadzhiev,3.0,5,0.0,0,0,0,middleweight,1,0,2,6,2022-04-16,"las vegas, nevada, usa",836
ufc fight night: luque vs. muhammad,andre fialho vs. miguel baeza,L/W,1,279,3 Rnd (5-5-5),miguel baeza,andre fialho,3.0,5,0.0,0,0,0,welterweight,0,1,0,5,2022-04-16,"las vegas, nevada, usa",279
ufc fight night: luque vs. muhammad,mayra bueno silva vs. wu yanan,W/L,3,300,3 Rnd (5-5-5),mayra bueno silva,wu yanan,3.0,5,0.0,0,1,0,bantamweight,1,0,2,2,2022-04-16,"las vegas, nevada, usa",900
ufc fight night: luque vs. muhammad,pat sabatini vs. tj laramie,W/L,3,300,3 Rnd (5-5-5),pat sabatini,tj laramie,3.0,5,0.0,0,0,0,featherweight,1,0,2,3,2022-04-16,"las vegas, nevada, usa",900
ufc fight night: luque vs. muhammad,ange loosa vs. mounir lazzez,W/L,3,300,3 Rnd (5-5-5),mounir lazzez,ange loosa,3.0,5,0.0,0,0,0,welterweight,1,0,2,5,2022-04-16,"las vegas, nevada, usa",900
ufc fight night: luque vs. muhammad,devin clark vs. william knight,W/L,3,201,3 Rnd (5-5-5),devin clark,william knight,3.0,5,0.0,0,0,0,heavyweight,1,0,0,8,2022-04-16,"las vegas, nevada, usa",801
ufc fight night: luque vs. muhammad,lina lansberg vs. pannie kianzad,L/W,3,300,3 Rnd (5-5-5),lina lansberg,pannie kianzad,3.0,5,0.0,0,1,0,bantamweight,0,1,2,2,2022-04-16,"las vegas, nevada, usa",900
ufc fight night: luque vs. muhammad,brandon jenkins vs. drakkar klose,W/L,2,33,3 Rnd (5-5-5),drakkar klose,brandon jenkins,3.0,5,0.0,0,0,0,lightweight,1,0,0,4,2022-04-16,"las vegas, nevada, usa",333
ufc fight night: luque vs. muhammad,jesse ronson vs. rafa garcia,W/L,2,290,3 Rnd (5-5-5),rafa garcia,jesse ronson,3.0,5,0.0,0,0,0,lightweight,1,0,1,4,2022-04-16,"las vegas, nevada, usa",590
ufc fight night: luque vs. muhammad,chris barnett vs. martin buday,L/W,3,98,3 Rnd (5-5-5),chris barnett,martin buday,3.0,5,0.0,0,0,0,heavyweight,0,1,2,8,2022-04-16,"las vegas, nevada, usa",698
ufc fight night: luque vs. muhammad,jordan leavitt vs. trey ogden,W/L,3,300,3 Rnd (5-5-5),jordan leavitt,trey ogden,3.0,5,0.0,0,0,0,lightweight,1,0,2,4,2022-04-16,"las vegas, nevada, usa",900
ufc fight night: luque vs. muhammad,istela nunes vs. sam hughes,L/W,3,300,3 Rnd (5-5-5),istela nunes,sam hughes,3.0,5,0.0,0,1,0,strawweight,0,1,2,0,2022-04-16,"las vegas, nevada, usa",900
ufc fight night: luque vs. muhammad,alatengheili vs. kevin croom,W/L,1,47,3 Rnd (5-5-5),alatengheili,kevin croom,3.0,5,0.0,0,0,0,bantamweight,1,0,0,2,2022-04-16,"las vegas, nevada, usa",47
ufc 273: volkanovski vs. the korean zombie,alexander volkanovski vs. chan sung jung,W/L,4,45,5 Rnd (5-5-5-5-5),alexander volkanovski,chan sung jung,5.0,5,0.0,0,0,1,featherweight,1,0,0,3,2022-04-09,"jacksonville, florida, usa",945
ufc 273: volkanovski vs. the korean zombie,aljamain sterling vs. petr yan,W/L,5,300,5 Rnd (5-5-5-5-5),aljamain sterling,petr yan,5.0,5,0.0,0,0,1,bantamweight,1,0,2,2,2022-04-09,"jacksonville, florida, usa",1500
ufc 273: volkanovski vs. the korean zombie,gilbert burns vs. khamzat chimaev,L/W,3,300,3 Rnd (5-5-5),gilbert burns,khamzat chimaev,3.0,5,0.0,0,0,0,welterweight,0,1,2,5,2022-04-09,"jacksonville, florida, usa",900
ufc 273: volkanovski vs. the korean zombie,mackenzie dern vs. tecia torres,W/L,3,300,3 Rnd (5-5-5),mackenzie dern,tecia torres,3.0,5,0.0,0,1,0,strawweight,1,0,2,0,2022-04-09,"jacksonville, florida, usa",900
ufc 273: volkanovski vs. the korean zombie,mark madsen vs. vinc pichel,L/W,3,300,3 Rnd (5-5-5),vinc pichel,mark madsen,3.0,5,0.0,0,0,0,lightweight,0,1,2,4,2022-04-09,"jacksonville, florida, usa",900
ufc 273: volkanovski vs. the korean zombie,darian weeks vs. ian garry,W/L,3,300,3 Rnd (5-5-5),ian garry,darian weeks,3.0,5,0.0,0,0,0,welterweight,1,0,2,5,2022-04-09,"jacksonville, florida, usa",900
ufc 273: volkanovski vs. the korean zombie,anthony hernandez vs. josh fremd,W/L,3,300,3 Rnd (5-5-5),anthony hernandez,josh fremd,3.0,5,0.0,0,0,0,middleweight,1,0,2,6,2022-04-09,"jacksonville, florida, usa",900
ufc 273: volkanovski vs. the korean zombie,aspen ladd vs. raquel pennington,L/W,3,300,3 Rnd (5-5-5),aspen ladd,raquel pennington,3.0,5,0.0,0,1,0,bantamweight,0,1,2,2,2022-04-09,"jacksonville, florida, usa",900
ufc 273: volkanovski vs. the korean zombie,mickey gall vs. mike malott,L/W,1,221,3 Rnd (5-5-5),mickey gall,mike malott,3.0,5,0.0,0,0,0,welterweight,0,1,0,5,2022-04-09,"jacksonville, florida, usa",221
ufc 273: volkanovski vs. the korean zombie,aleksei oleinik vs. jared vanderaa,W/L,1,219,3 Rnd (5-5-5),aleksei oleinik,jared vanderaa,3.0,5,0.0,0,0,0,heavyweight,1,0,1,8,2022-04-09,"jacksonville, florida, usa",219
ufc 273: volkanovski vs. the korean zombie,kay hansen vs. piera rodriguez,W/L,3,300,3 Rnd (5-5-5),piera rodriguez,kay hansen,3.0,5,0.0,0,1,0,strawweight,1,0,2,0,2022-04-09,"jacksonville, florida, usa",900
ufc 273: volkanovski vs. the korean zombie,daniel santos vs. julio arce,W/L,3,300,3 Rnd (5-5-5),julio arce,daniel santos,3.0,5,0.0,0,0,0,bantamweight,1,0,2,2,2022-04-09,"jacksonville, florida, usa",900
ufc fight night: blaydes vs. daukaus,chris daukaus vs. curtis blaydes,W/L,2,17,5 Rnd (5-5-5-5-5),curtis blaydes,chris daukaus,5.0,5,0.0,0,0,0,heavyweight,1,0,0,8,2022-03-26,"columbus, ohio, usa",317
ufc fight night: blaydes vs. daukaus,alexa grasso vs. joanne wood,L/W,1,237,3 Rnd (5-5-5),joanne wood,alexa grasso,3.0,5,0.0,0,1,0,flyweight,0,1,1,1,2022-03-26,"columbus, ohio, usa",237
ufc fight night: blaydes vs. daukaus,bryan barberena vs. matt brown,L/W,3,300,3 Rnd (5-5-5),matt brown,bryan barberena,3.0,5,0.0,0,0,0,welterweight,0,1,2,5,2022-03-26,"columbus, ohio, usa",900
ufc fight night: blaydes vs. daukaus,askar askarov vs. kai kara-france,L/W,3,300,3 Rnd (5-5-5),askar askarov,kai kara-france,3.0,5,0.0,0,0,0,flyweight,0,1,2,1,2022-03-26,"columbus, ohio, usa",900
ufc fight night: blaydes vs. daukaus,max griffin vs. neil magny,W/L,3,300,3 Rnd (5-5-5),neil magny,max griffin,3.0,5,0.0,0,0,0,welterweight,1,0,2,5,2022-03-26,"columbus, ohio, usa",900
ufc fight night: blaydes vs. daukaus,marc diakiese vs. viacheslav borshchev,W/L,3,300,3 Rnd (5-5-5),marc diakiese,viacheslav borshchev,3.0,5,0.0,0,0,0,lightweight,1,0,2,4,2022-03-26,"columbus, ohio, usa",900
ufc fight night: blaydes vs. daukaus,karol rosa vs. sara mcmann,W/L,3,300,3 Rnd (5-5-5),sara mcmann,karol rosa,3.0,5,0.0,0,1,0,bantamweight,1,0,2,2,2022-03-26,"columbus, ohio, usa",900
ufc fight night: blaydes vs. daukaus,batgerel danaa vs. chris gutierrez,W/L,2,154,3 Rnd (5-5-5),chris gutierrez,batgerel danaa,3.0,5,0.0,0,0,0,bantamweight,1,0,0,2,2022-03-26,"columbus, ohio, usa",454
ufc fight night: blaydes vs. daukaus,aliaskhab khizriev vs. denis tiuliulin,W/L,2,118,3 Rnd (5-5-5),aliaskhab khizriev,denis tiuliulin,3.0,5,0.0,0,0,0,middleweight,1,0,1,6,2022-03-26,"columbus, ohio, usa",418
ufc fight night: blaydes vs. daukaus,jennifer maia vs. manon fiorot,L/W,3,300,3 Rnd (5-5-5),jennifer maia,manon fiorot,3.0,5,0.0,0,1,0,flyweight,0,1,2,1,2022-03-26,"columbus, ohio, usa",900
ufc fight night: blaydes vs. daukaus,david dvorak vs. matheus nicolau,W/L,3,300,3 Rnd (5-5-5),matheus nicolau,david dvorak,3.0,5,0.0,0,0,0,flyweight,1,0,2,1,2022-03-26,"columbus, ohio, usa",900
ufc fight night: blaydes vs. daukaus,bruno souza vs. luis saldana,W/L,3,300,3 Rnd (5-5-5),luis saldana,bruno souza,3.0,5,0.0,0,0,0,featherweight,1,0,2,3,2022-03-26,"columbus, ohio, usa",900
ufc fight night: volkov vs. aspinall,alexander volkov vs. tom aspinall,L/W,1,225,5 Rnd (5-5-5-5-5),alexander volkov,tom aspinall,5.0,5,0.0,0,0,0,heavyweight,0,1,1,8,2022-03-19,"london, england, united kingdom",225
ufc fight night: volkov vs. aspinall,arnold allen vs. dan hooker,W/L,1,153,3 Rnd (5-5-5),arnold allen,dan hooker,3.0,5,0.0,0,0,0,featherweight,1,0,0,3,2022-03-19,"london, england, united kingdom",153
ufc fight night: volkov vs. aspinall,kazula vargas vs. paddy pimblett,W/L,1,229,3 Rnd (5-5-5),paddy pimblett,kazula vargas,3.0,5,0.0,0,0,0,lightweight,1,0,1,4,2022-03-19,"london, england, united kingdom",229
ufc fight night: volkov vs. aspinall,gunnar nelson vs. takashi sato,W/L,3,300,3 Rnd (5-5-5),gunnar nelson,takashi sato,3.0,5,0.0,0,0,0,welterweight,1,0,2,5,2022-03-19,"london, england, united kingdom",900
ufc fight night: volkov vs. aspinall,luana carolina vs. molly mccann,W/L,3,112,3 Rnd (5-5-5),molly mccann,luana carolina,3.0,5,0.0,0,1,0,flyweight,1,0,0,1,2022-03-19,"london, england, united kingdom",712
ufc fight night: volkov vs. aspinall,ilia topuria vs. jai herbert,L/W,2,67,3 Rnd (5-5-5),jai herbert,ilia topuria,3.0,5,0.0,0,0,0,lightweight,0,1,0,4,2022-03-19,"london, england, united kingdom",367
ufc fight night: volkov vs. aspinall,makwan amirkhani vs. mike grundy,L/W,1,57,3 Rnd (5-5-5),mike grundy,makwan amirkhani,3.0,5,0.0,0,0,0,featherweight,0,1,1,3,2022-03-19,"london, england, united kingdom",57
ufc fight night: volkov vs. aspinall,sergei pavlovich vs. shamil abdurakhimov,L/W,1,243,3 Rnd (5-5-5),shamil abdurakhimov,sergei pavlovich,3.0,5,0.0,0,0,0,heavyweight,0,1,0,8,2022-03-19,"london, england, united kingdom",243
ufc fight night: volkov vs. aspinall,nikita krylov vs. paul craig,L/W,1,237,3 Rnd (5-5-5),nikita krylov,paul craig,3.0,5,0.0,0,0,0,light heavyweight,0,1,1,7,2022-03-19,"london, england, united kingdom",237
ufc fight night: volkov vs. aspinall,jack shore vs. timur valiev,W/L,3,300,3 Rnd (5-5-5),jack shore,timur valiev,3.0,5,0.0,0,0,0,bantamweight,1,0,2,2,2022-03-19,"london, england, united kingdom",900
ufc fight night: volkov vs. aspinall,cory mckenna vs. elise reed,L/W,3,300,3 Rnd (5-5-5),cory mckenna,elise reed,3.0,5,0.0,0,1,0,strawweight,0,1,2,0,2022-03-19,"london, england, united kingdom",900
ufc fight night: volkov vs. aspinall,cody durden vs. muhammad mokaev,W/L,1,58,3 Rnd (5-5-5),muhammad mokaev,cody durden,3.0,5,0.0,0,0,0,flyweight,1,0,1,1,2022-03-19,"london, england, united kingdom",58
ufc fight night: santos vs. ankalaev,magomed ankalaev vs. thiago santos,L/W,5,300,5 Rnd (5-5-5-5-5),thiago santos,magomed ankalaev,5.0,5,0.0,0,0,0,light heavyweight,0,1,2,7,2022-03-12,"las vegas, nevada, usa",1500
ufc fight night: santos vs. ankalaev,marlon moraes vs. song yadong,L/W,1,126,3 Rnd (5-5-5),marlon moraes,song yadong,3.0,5,0.0,0,0,0,bantamweight,0,1,0,2,2022-03-12,"las vegas, nevada, usa",126
ufc fight night: santos vs. ankalaev,alex caceres vs. sodiq yusuff,W/L,3,300,3 Rnd (5-5-5),sodiq yusuff,alex caceres,3.0,5,0.0,0,0,0,featherweight,1,0,2,3,2022-03-12,"las vegas, nevada, usa",900
ufc fight night: santos vs. ankalaev,karl roberson vs. khalil rountree jr.,W/L,2,25,3 Rnd (5-5-5),khalil rountree jr.,karl roberson,3.0,5,0.0,0,0,0,light heavyweight,1,0,0,7,2022-03-12,"las vegas, nevada, usa",325
ufc fight night: santos vs. ankalaev,drew dober vs. terrance mckinney,W/L,1,197,3 Rnd (5-5-5),drew dober,terrance mckinney,3.0,5,0.0,0,0,0,lightweight,1,0,0,4,2022-03-12,"las vegas, nevada, usa",197
ufc fight night: santos vs. ankalaev,alex pereira vs. bruno silva,W/L,3,300,3 Rnd (5-5-5),alex pereira,bruno silva,3.0,5,0.0,0,0,0,middleweight,1,0,2,6,2022-03-12,"las vegas, nevada, usa",900
ufc fight night: santos vs. ankalaev,aj fletcher vs. matthew semelsberger,W/L,3,300,3 Rnd (5-5-5),matthew semelsberger,aj fletcher,3.0,5,0.0,0,0,0,welterweight,1,0,2,5,2022-03-12,"las vegas, nevada, usa",900
ufc fight night: santos vs. ankalaev,gillian robertson vs. jj aldrich,W/L,3,300,3 Rnd (5-5-5),jj aldrich,gillian robertson,3.0,5,0.0,0,1,0,flyweight,1,0,2,1,2022-03-12,"las vegas, nevada, usa",900
ufc fight night: santos vs. ankalaev,javid basharat vs. trevin jones,L/W,3,300,3 Rnd (5-5-5),trevin jones,javid basharat,3.0,5,0.0,0,0,0,bantamweight,0,1,2,2,2022-03-12,"las vegas, nevada, usa",900
ufc fight night: santos vs. ankalaev,damon jackson vs. kamuela kirk,W/L,2,282,3 Rnd (5-5-5),damon jackson,kamuela kirk,3.0,5,0.0,0,0,0,featherweight,1,0,1,3,2022-03-12,"las vegas, nevada, usa",582
ufc fight night: santos vs. ankalaev,miranda maverick vs. sabina mazo,L/W,2,135,3 Rnd (5-5-5),sabina mazo,miranda maverick,3.0,5,0.0,0,1,0,flyweight,0,1,1,1,2022-03-12,"las vegas, nevada, usa",435
ufc fight night: santos vs. ankalaev,cody brundage vs. dalcha lungiambula,L/W,1,221,3 Rnd (5-5-5),dalcha lungiambula,cody brundage,3.0,5,0.0,0,0,0,middleweight,0,1,1,6,2022-03-12,"las vegas, nevada, usa",221
ufc fight night: santos vs. ankalaev,guido cannetti vs. kris moutinho,L/W,1,127,3 Rnd (5-5-5),kris moutinho,guido cannetti,3.0,5,0.0,0,0,0,bantamweight,0,1,0,2,2022-03-12,"las vegas, nevada, usa",127
ufc fight night: santos vs. ankalaev,azamat murzakanov vs. tafon nchukwi,L/W,3,44,3 Rnd (5-5-5),tafon nchukwi,azamat murzakanov,3.0,5,0.0,0,0,0,light heavyweight,0,1,0,7,2022-03-12,"las vegas, nevada, usa",644
ufc 272: covington vs. masvidal,colby covington vs. jorge masvidal,W/L,5,300,5 Rnd (5-5-5-5-5),colby covington,jorge masvidal,5.0,5,0.0,0,0,0,welterweight,1,0,2,5,2022-03-05,"las vegas, nevada, usa",1500
ufc 272: covington vs. masvidal,rafael dos anjos vs. renato moicano,W/L,5,300,5 Rnd (5-5-5-5-5),rafael dos anjos,renato moicano,5.0,5,0.0,0,0,0,catch weight,1,0,2,9,2022-03-05,"las vegas, nevada, usa",1500
ufc 272: covington vs. masvidal,bryce mitchell vs. edson barboza,L/W,3,300,3 Rnd (5-5-5),edson barboza,bryce mitchell,3.0,5,0.0,0,0,0,featherweight,0,1,2,3,2022-03-05,"las vegas, nevada, usa",900
