EVENT,BOUT,OUTCOME,ROUND,TIME,TIME FORMAT,FIGHTER_1,FIGHTER_2,Total_Rounds_Format,Main_round_time_Format,Num_overtime_rounds_Format,Overtime_round_time_Format,gender,is_title_bout,weight_class,fighter_1_result,fighter_2_result,method_label,weightclass_numeric,DATE,LOCATION,total_time_seconds
ufc 75: champion vs champion,marcus davis vs. paul taylor,W/L,1,254,3 Rnd (5-5-5),marcus davis,paul taylor,3.0,5,0.0,0,0,0,welterweight,1,0,1,5,2007-09-08,"london, england, united kingdom",254
ufc 75: champion vs champion,alessio sakara vs. houston alexander,W/L,1,61,3 Rnd (5-5-5),houston alexander,alessio sakara,3.0,5,0.0,0,0,0,light heavyweight,1,0,0,7,2007-09-08,"london, england, united kingdom",61
ufc 75: champion vs champion,gleison tibau vs. terry etim,W/L,3,300,3 Rnd (5-5-5),gleison tibau,terry etim,3.0,5,0.0,0,0,0,lightweight,1,0,2,4,2007-09-08,"london, england, united kingdom",900
ufc 75: champion vs champion,thiago silva vs. tomasz drwal,W/L,2,263,3 Rnd (5-5-5),thiago silva,tomasz drwal,3.0,5,0.0,0,0,0,light heavyweight,1,0,0,7,2007-09-08,"london, england, united kingdom",563
ufc 75: champion vs champion,dennis siver vs. naoyuki kotani,W/L,2,124,3 Rnd (5-5-5),dennis siver,naoyuki kotani,3.0,5,0.0,0,0,0,lightweight,1,0,0,4,2007-09-08,"london, england, united kingdom",424
ufc 75: champion vs champion,anthony torres vs. jess liaudin,W/L,1,250,3 Rnd (5-5-5),jess liaudin,anthony torres,3.0,5,0.0,0,0,0,welterweight,1,0,0,5,2007-09-08,"london, england, united kingdom",250
ufc 74: respect,gabriel gonzaga vs. randy couture,W/L,3,97,5 Rnd (5-5-5-5-5),randy couture,gabriel gonzaga,5.0,5,0.0,0,0,1,heavyweight,1,0,0,8,2007-08-25,"las vegas, nevada, usa",697
ufc 74: respect,georges st-pierre vs. josh koscheck,W/L,3,300,3 Rnd (5-5-5),georges st-pierre,josh koscheck,3.0,5,0.0,0,0,0,welterweight,1,0,2,5,2007-08-25,"las vegas, nevada, usa",900
ufc 74: respect,alberto crane vs. roger huerta,W/L,3,110,3 Rnd (5-5-5),roger huerta,alberto crane,3.0,5,0.0,0,0,0,lightweight,1,0,0,4,2007-08-25,"las vegas, nevada, usa",710
ufc 74: respect,joe stevenson vs. kurt pellegrino,W/L,3,300,3 Rnd (5-5-5),joe stevenson,kurt pellegrino,3.0,5,0.0,0,0,0,lightweight,1,0,2,4,2007-08-25,"las vegas, nevada, usa",900
ufc 74: respect,kendall grove vs. patrick cote,W/L,1,285,3 Rnd (5-5-5),patrick cote,kendall grove,3.0,5,0.0,0,0,0,middleweight,1,0,0,6,2007-08-25,"las vegas, nevada, usa",285
ufc 74: respect,david heath vs. renato sobral,W/L,2,210,3 Rnd (5-5-5),renato sobral,david heath,3.0,5,0.0,0,0,0,light heavyweight,1,0,1,7,2007-08-25,"las vegas, nevada, usa",510
ufc 74: respect,antoni hardonk vs. frank mir,W/L,1,77,3 Rnd (5-5-5),frank mir,antoni hardonk,3.0,5,0.0,0,0,0,heavyweight,1,0,1,8,2007-08-25,"las vegas, nevada, usa",77
ufc 74: respect,ryan jensen vs. thales leites,W/L,1,227,3 Rnd (5-5-5),thales leites,ryan jensen,3.0,5,0.0,0,0,0,middleweight,1,0,1,6,2007-08-25,"las vegas, nevada, usa",227
ufc 74: respect,clay guida vs. marcus aurelio,W/L,3,300,3 Rnd (5-5-5),clay guida,marcus aurelio,3.0,5,0.0,0,0,0,lightweight,1,0,2,4,2007-08-25,"las vegas, nevada, usa",900
ufc 73: stacked,alvin robinson vs. kenny florian,W/L,1,270,3 Rnd (5-5-5),kenny florian,alvin robinson,3.0,5,0.0,0,0,0,lightweight,1,0,0,4,2007-07-07,"sacramento, california, usa",270
ufc 73: stacked,anderson silva vs. nate marquardt,W/L,1,290,5 Rnd (5-5-5-5-5),anderson silva,nate marquardt,5.0,5,0.0,0,0,1,middleweight,1,0,0,6,2007-07-07,"sacramento, california, usa",290
ufc 73: stacked,rashad evans vs. tito ortiz,D/D,3,300,3 Rnd (5-5-5),rashad evans,tito ortiz,3.0,5,0.0,0,0,0,light heavyweight,4,4,2,7,2007-07-07,"sacramento, california, usa",900
ufc 73: stacked,hermes franca vs. sean sherk,W/L,5,300,5 Rnd (5-5-5-5-5),sean sherk,hermes franca,5.0,5,0.0,0,0,1,lightweight,1,0,2,4,2007-07-07,"sacramento, california, usa",1500
ufc 73: stacked,antonio rodrigo nogueira vs. heath herring,W/L,3,300,3 Rnd (5-5-5),antonio rodrigo nogueira,heath herring,3.0,5,0.0,0,0,0,heavyweight,1,0,2,8,2007-07-07,"sacramento, california, usa",900
ufc 73: stacked,mike nickels vs. stephan bonnar,W/L,1,134,3 Rnd (5-5-5),stephan bonnar,mike nickels,3.0,5,0.0,0,0,0,light heavyweight,1,0,1,7,2007-07-07,"sacramento, california, usa",134
ufc 73: stacked,diego saraiva vs. jorge gurgel,W/L,3,300,3 Rnd (5-5-5),jorge gurgel,diego saraiva,3.0,5,0.0,0,0,0,lightweight,1,0,2,4,2007-07-07,"sacramento, california, usa",900
ufc 73: stacked,chris lytle vs. jason gilliam,W/L,1,135,3 Rnd (5-5-5),chris lytle,jason gilliam,3.0,5,0.0,0,0,0,welterweight,1,0,1,5,2007-07-07,"sacramento, california, usa",135
ufc 73: stacked,frankie edgar vs. mark bocek,W/L,1,295,3 Rnd (5-5-5),frankie edgar,mark bocek,3.0,5,0.0,0,0,0,lightweight,1,0,0,4,2007-07-07,"sacramento, california, usa",295
the ultimate fighter: team pulver vs. team penn finale,bj penn vs. jens pulver,W/L,2,192,3 Rnd (5-5-5),bj penn,jens pulver,3.0,5,0.0,0,0,0,lightweight,1,0,1,4,2007-06-23,"las vegas, nevada, usa",492
the ultimate fighter: team pulver vs. team penn finale,manvel gamburyan vs. nate diaz,W/L,2,20,3 Rnd (5-5-5),nate diaz,manvel gamburyan,3.0,5,0.0,0,0,1,lightweight,1,0,1,4,2007-06-23,"las vegas, nevada, usa",320
the ultimate fighter: team pulver vs. team penn finale,floyd sword vs. thales leites,W/L,1,230,3 Rnd (5-5-5),thales leites,floyd sword,3.0,5,0.0,0,0,0,middleweight,1,0,1,6,2007-06-23,"las vegas, nevada, usa",230
the ultimate fighter: team pulver vs. team penn finale,doug evans vs. roger huerta,W/L,2,210,3 Rnd (5-5-5),roger huerta,doug evans,3.0,5,0.0,0,0,0,lightweight,1,0,0,4,2007-06-23,"las vegas, nevada, usa",510
the ultimate fighter: team pulver vs. team penn finale,brandon melendez vs. joe lauzon,W/L,2,129,3 Rnd (5-5-5),joe lauzon,brandon melendez,3.0,5,0.0,0,0,0,lightweight,1,0,1,4,2007-06-23,"las vegas, nevada, usa",429
the ultimate fighter: team pulver vs. team penn finale,andy wang vs. cole miller,W/L,1,70,3 Rnd (5-5-5),cole miller,andy wang,3.0,5,0.0,0,0,0,lightweight,1,0,0,4,2007-06-23,"las vegas, nevada, usa",70
the ultimate fighter: team pulver vs. team penn finale,gray maynard vs. rob emerson,NC/NC,2,39,3 Rnd (5-5-5),gray maynard,rob emerson,3.0,5,0.0,0,0,0,lightweight,3,3,0,4,2007-06-23,"las vegas, nevada, usa",339
the ultimate fighter: team pulver vs. team penn finale,allen berube vs. leonard garcia,W/L,1,262,3 Rnd (5-5-5),leonard garcia,allen berube,3.0,5,0.0,0,0,0,lightweight,1,0,1,4,2007-06-23,"las vegas, nevada, usa",262
the ultimate fighter: team pulver vs. team penn finale,brian geraghty vs. matt wiman,W/L,1,129,3 Rnd (5-5-5),matt wiman,brian geraghty,3.0,5,0.0,0,0,0,lightweight,1,0,0,4,2007-06-23,"las vegas, nevada, usa",129
ufc 72: victory,rich franklin vs. yushin okami,W/L,3,300,3 Rnd (5-5-5),rich franklin,yushin okami,3.0,5,0.0,0,0,0,middleweight,1,0,2,6,2007-06-16,"belfast, northern ireland, united kingdom",900
ufc 72: victory,forrest griffin vs. hector ramirez,W/L,3,300,3 Rnd (5-5-5),forrest griffin,hector ramirez,3.0,5,0.0,0,0,0,light heavyweight,1,0,2,7,2007-06-16,"belfast, northern ireland, united kingdom",900
ufc 72: victory,jason macdonald vs. rory singer,W/L,2,198,3 Rnd (5-5-5),jason macdonald,rory singer,3.0,5,0.0,0,0,0,middleweight,1,0,0,6,2007-06-16,"belfast, northern ireland, united kingdom",498
ufc 72: victory,clay guida vs. tyson griffin,W/L,3,300,3 Rnd (5-5-5),tyson griffin,clay guida,3.0,5,0.0,0,0,0,lightweight,1,0,2,4,2007-06-16,"belfast, northern ireland, united kingdom",900
ufc 72: victory,ed herman vs. scott smith,W/L,2,145,3 Rnd (5-5-5),ed herman,scott smith,3.0,5,0.0,0,0,0,middleweight,1,0,1,6,2007-06-16,"belfast, northern ireland, united kingdom",445
ufc 72: victory,jason tan vs. marcus davis,W/L,1,75,3 Rnd (5-5-5),marcus davis,jason tan,3.0,5,0.0,0,0,0,welterweight,1,0,0,5,2007-06-16,"belfast, northern ireland, united kingdom",75
ufc 72: victory,colin robinson vs. eddie sanchez,W/L,2,32,3 Rnd (5-5-5),eddie sanchez,colin robinson,3.0,5,0.0,0,0,0,heavyweight,1,0,0,8,2007-06-16,"belfast, northern ireland, united kingdom",332
ufc 72: victory,dustin hazelett vs. stevie lynch,W/L,1,170,3 Rnd (5-5-5),dustin hazelett,stevie lynch,3.0,5,0.0,0,0,0,welterweight,1,0,1,5,2007-06-16,"belfast, northern ireland, united kingdom",170
ufc fight night: stout vs fisher,sam stout vs. spencer fisher,W/L,3,300,3 Rnd (5-5-5),spencer fisher,sam stout,3.0,5,0.0,0,0,0,lightweight,1,0,2,4,2007-06-12,"hollywood, florida, usa",900
ufc fight night: stout vs fisher,jon fitch vs. roan carneiro,W/L,2,67,3 Rnd (5-5-5),jon fitch,roan carneiro,3.0,5,0.0,0,0,0,welterweight,1,0,1,5,2007-06-12,"hollywood, florida, usa",367
ufc fight night: stout vs fisher,drew mcfedries vs. jordan radev,W/L,1,33,3 Rnd (5-5-5),drew mcfedries,jordan radev,3.0,5,0.0,0,0,0,middleweight,1,0,0,6,2007-06-12,"hollywood, florida, usa",33
ufc fight night: stout vs fisher,jason black vs. thiago tavares,W/L,2,169,3 Rnd (5-5-5),thiago tavares,jason black,3.0,5,0.0,0,0,0,lightweight,1,0,1,4,2007-06-12,"hollywood, florida, usa",469
ufc fight night: stout vs fisher,forrest petz vs. luigi fioravanti,W/L,3,300,3 Rnd (5-5-5),forrest petz,luigi fioravanti,3.0,5,0.0,0,0,0,welterweight,1,0,2,5,2007-06-12,"hollywood, florida, usa",900
ufc fight night: stout vs fisher,pete spratt vs. tamdan mccrory,W/L,2,124,3 Rnd (5-5-5),tamdan mccrory,pete spratt,3.0,5,0.0,0,0,0,welterweight,1,0,1,5,2007-06-12,"hollywood, florida, usa",424
ufc fight night: stout vs fisher,gleison tibau vs. jeff cox,W/L,1,112,3 Rnd (5-5-5),gleison tibau,jeff cox,3.0,5,0.0,0,0,0,lightweight,1,0,1,4,2007-06-12,"hollywood, florida, usa",112
ufc fight night: stout vs fisher,anthony johnson vs. chad reiner,W/L,1,13,3 Rnd (5-5-5),anthony johnson,chad reiner,3.0,5,0.0,0,0,0,welterweight,1,0,0,5,2007-06-12,"hollywood, florida, usa",13
ufc fight night: stout vs fisher,luke caudillo vs. nate mohr,W/L,3,300,3 Rnd (5-5-5),nate mohr,luke caudillo,3.0,5,0.0,0,0,0,lightweight,1,0,2,4,2007-06-12,"hollywood, florida, usa",900
ufc 71: liddell vs jackson,chuck liddell vs. quinton jackson,W/L,1,113,5 Rnd (5-5-5-5-5),quinton jackson,chuck liddell,5.0,5,0.0,0,0,1,light heavyweight,1,0,0,7,2007-05-26,"las vegas, nevada, usa",113
ufc 71: liddell vs jackson,joshua burkman vs. karo parisyan,W/L,3,300,3 Rnd (5-5-5),karo parisyan,joshua burkman,3.0,5,0.0,0,0,0,welterweight,1,0,2,5,2007-05-26,"las vegas, nevada, usa",900
ufc 71: liddell vs jackson,ivan salaverry vs. terry martin,W/L,1,124,3 Rnd (5-5-5),terry martin,ivan salaverry,3.0,5,0.0,0,0,0,middleweight,1,0,0,6,2007-05-26,"las vegas, nevada, usa",124
ufc 71: liddell vs jackson,houston alexander vs. keith jardine,W/L,1,48,3 Rnd (5-5-5),houston alexander,keith jardine,3.0,5,0.0,0,0,0,light heavyweight,1,0,0,7,2007-05-26,"las vegas, nevada, usa",48
ufc 71: liddell vs jackson,chris leben vs. kalib starnes,W/L,3,300,3 Rnd (5-5-5),kalib starnes,chris leben,3.0,5,0.0,0,0,0,middleweight,1,0,2,6,2007-05-26,"las vegas, nevada, usa",900
ufc 71: liddell vs jackson,james irvin vs. thiago silva,W/L,1,66,3 Rnd (5-5-5),thiago silva,james irvin,3.0,5,0.0,0,0,0,light heavyweight,1,0,0,7,2007-05-26,"las vegas, nevada, usa",66
ufc 71: liddell vs jackson,alan belcher vs. sean salmon,W/L,1,53,3 Rnd (5-5-5),alan belcher,sean salmon,3.0,5,0.0,0,0,0,light heavyweight,1,0,1,7,2007-05-26,"las vegas, nevada, usa",53
ufc 71: liddell vs jackson,din thomas vs. jeremy stephens,W/L,2,164,3 Rnd (5-5-5),din thomas,jeremy stephens,3.0,5,0.0,0,0,0,lightweight,1,0,1,4,2007-05-26,"las vegas, nevada, usa",464
ufc 71: liddell vs jackson,carmelo marrero vs. wilson gouveia,W/L,1,186,3 Rnd (5-5-5),wilson gouveia,carmelo marrero,3.0,5,0.0,0,0,0,light heavyweight,1,0,1,7,2007-05-26,"las vegas, nevada, usa",186
ufc 70: nations collide,gabriel gonzaga vs. mirko filipovic,W/L,1,291,3 Rnd (5-5-5),gabriel gonzaga,mirko filipovic,3.0,5,0.0,0,0,0,heavyweight,1,0,0,8,2007-04-21,"manchester, england, united kingdom",291
ufc 70: nations collide,andrei arlovski vs. fabricio werdum,W/L,3,300,3 Rnd (5-5-5),andrei arlovski,fabricio werdum,3.0,5,0.0,0,0,0,heavyweight,1,0,2,8,2007-04-21,"manchester, england, united kingdom",900
ufc 70: nations collide,elvis sinosic vs. michael bisping,W/L,2,100,3 Rnd (5-5-5),michael bisping,elvis sinosic,3.0,5,0.0,0,0,0,light heavyweight,1,0,0,7,2007-04-21,"manchester, england, united kingdom",400
ufc 70: nations collide,david heath vs. lyoto machida,W/L,3,300,3 Rnd (5-5-5),lyoto machida,david heath,3.0,5,0.0,0,0,0,light heavyweight,1,0,2,7,2007-04-21,"manchester, england, united kingdom",900
ufc 70: nations collide,assuerio silva vs. cheick kongo,W/L,3,300,3 Rnd (5-5-5),cheick kongo,assuerio silva,3.0,5,0.0,0,0,0,heavyweight,1,0,2,8,2007-04-21,"manchester, england, united kingdom",900
ufc 70: nations collide,matt grice vs. terry etim,W/L,1,288,3 Rnd (5-5-5),terry etim,matt grice,3.0,5,0.0,0,0,0,lightweight,1,0,1,4,2007-04-21,"manchester, england, united kingdom",288
ufc 70: nations collide,david lee vs. junior assuncao,W/L,2,115,3 Rnd (5-5-5),junior assuncao,david lee,3.0,5,0.0,0,0,0,lightweight,1,0,1,4,2007-04-21,"manchester, england, united kingdom",415
ufc 70: nations collide,alessio sakara vs. victor valimaki,W/L,1,104,3 Rnd (5-5-5),alessio sakara,victor valimaki,3.0,5,0.0,0,0,0,light heavyweight,1,0,0,7,2007-04-21,"manchester, england, united kingdom",104
ufc 70: nations collide,dennis siver vs. jess liaudin,W/L,1,81,3 Rnd (5-5-5),jess liaudin,dennis siver,3.0,5,0.0,0,0,0,welterweight,1,0,1,5,2007-04-21,"manchester, england, united kingdom",81
ufc 70: nations collide,edilberto de oliveira vs. paul taylor,W/L,3,37,3 Rnd (5-5-5),paul taylor,edilberto de oliveira,3.0,5,0.0,0,0,0,welterweight,1,0,0,5,2007-04-21,"manchester, england, united kingdom",637
ufc 69: shootout,georges st-pierre vs. matt serra,W/L,1,205,5 Rnd (5-5-5-5-5),matt serra,georges st-pierre,5.0,5,0.0,0,0,1,welterweight,1,0,0,5,2007-04-07,"houston, texas, usa",205
ufc 69: shootout,diego sanchez vs. josh koscheck,W/L,3,300,3 Rnd (5-5-5),josh koscheck,diego sanchez,3.0,5,0.0,0,0,0,welterweight,1,0,2,5,2007-04-07,"houston, texas, usa",900
ufc 69: shootout,leonard garcia vs. roger huerta,W/L,3,300,3 Rnd (5-5-5),roger huerta,leonard garcia,3.0,5,0.0,0,0,0,lightweight,1,0,2,4,2007-04-07,"houston, texas, usa",900
ufc 69: shootout,mike swick vs. yushin okami,W/L,3,300,3 Rnd (5-5-5),yushin okami,mike swick,3.0,5,0.0,0,0,0,middleweight,1,0,2,6,2007-04-07,"houston, texas, usa",900
ufc 69: shootout,alan belcher vs. kendall grove,W/L,2,282,3 Rnd (5-5-5),kendall grove,alan belcher,3.0,5,0.0,0,0,0,middleweight,1,0,1,6,2007-04-07,"houston, texas, usa",582
ufc 69: shootout,brad imes vs. heath herring,W/L,3,300,3 Rnd (5-5-5),heath herring,brad imes,3.0,5,0.0,0,0,0,heavyweight,1,0,2,8,2007-04-07,"houston, texas, usa",900
ufc 69: shootout,pete sell vs. thales leites,W/L,3,300,3 Rnd (5-5-5),thales leites,pete sell,3.0,5,0.0,0,0,0,middleweight,1,0,2,6,2007-04-07,"houston, texas, usa",900
ufc 69: shootout,marcus davis vs. pete spratt,W/L,2,177,3 Rnd (5-5-5),marcus davis,pete spratt,3.0,5,0.0,0,0,0,welterweight,1,0,1,5,2007-04-07,"houston, texas, usa",477
ufc 69: shootout,josh haynes vs. luke cummo,W/L,2,165,3 Rnd (5-5-5),luke cummo,josh haynes,3.0,5,0.0,0,0,0,welterweight,1,0,0,5,2007-04-07,"houston, texas, usa",465
ufc fight night: stevenson vs guillard,joe stevenson vs. melvin guillard,W/L,1,27,3 Rnd (5-5-5),joe stevenson,melvin guillard,3.0,5,0.0,0,0,0,lightweight,1,0,1,4,2007-04-05,"las vegas, nevada, usa",27
ufc fight night: stevenson vs guillard,antoni hardonk vs. justin mccully,W/L,3,300,3 Rnd (5-5-5),justin mccully,antoni hardonk,3.0,5,0.0,0,0,0,heavyweight,1,0,2,8,2007-04-05,"las vegas, nevada, usa",900
ufc fight night: stevenson vs guillard,dokonjonosuke mishima vs. kenny florian,W/L,3,237,3 Rnd (5-5-5),kenny florian,dokonjonosuke mishima,3.0,5,0.0,0,0,0,lightweight,1,0,1,4,2007-04-05,"las vegas, nevada, usa",837
ufc fight night: stevenson vs guillard,seth petruzelli vs. wilson gouveia,W/L,2,39,3 Rnd (5-5-5),wilson gouveia,seth petruzelli,3.0,5,0.0,0,0,0,light heavyweight,1,0,1,7,2007-04-05,"las vegas, nevada, usa",339
ufc fight night: stevenson vs guillard,drew fickett vs. keita nakamura,W/L,3,300,3 Rnd (5-5-5),drew fickett,keita nakamura,3.0,5,0.0,0,0,0,welterweight,1,0,2,5,2007-04-05,"las vegas, nevada, usa",900
ufc fight night: stevenson vs guillard,kurt pellegrino vs. nate mohr,W/L,1,178,3 Rnd (5-5-5),kurt pellegrino,nate mohr,3.0,5,0.0,0,0,0,lightweight,1,0,1,4,2007-04-05,"las vegas, nevada, usa",178
ufc fight night: stevenson vs guillard,forrest petz vs. kuniyoshi hironaka,W/L,3,300,3 Rnd (5-5-5),kuniyoshi hironaka,forrest petz,3.0,5,0.0,0,0,0,welterweight,1,0,2,5,2007-04-05,"las vegas, nevada, usa",900
ufc fight night: stevenson vs guillard,rich clementi vs. roan carneiro,W/L,3,300,3 Rnd (5-5-5),roan carneiro,rich clementi,3.0,5,0.0,0,0,0,welterweight,1,0,2,5,2007-04-05,"las vegas, nevada, usa",900
ufc fight night: stevenson vs guillard,naoyuki kotani vs. thiago tavares,W/L,3,300,3 Rnd (5-5-5),thiago tavares,naoyuki kotani,3.0,5,0.0,0,0,0,lightweight,1,0,2,4,2007-04-05,"las vegas, nevada, usa",900
ufc 68: the uprising,randy couture vs. tim sylvia,W/L,5,300,5 Rnd (5-5-5-5-5),randy couture,tim sylvia,5.0,5,0.0,0,0,1,heavyweight,1,0,2,8,2007-03-03,"columbus, ohio, usa",1500
ufc 68: the uprising,drew mcfedries vs. martin kampmann,W/L,1,246,3 Rnd (5-5-5),martin kampmann,drew mcfedries,3.0,5,0.0,0,0,0,middleweight,1,0,1,6,2007-03-03,"columbus, ohio, usa",246
ufc 68: the uprising,jason macdonald vs. rich franklin,W/L,2,300,3 Rnd (5-5-5),rich franklin,jason macdonald,3.0,5,0.0,0,0,0,middleweight,1,0,0,6,2007-03-03,"columbus, ohio, usa",600
ufc 68: the uprising,chris lytle vs. matt hughes,W/L,3,300,3 Rnd (5-5-5),matt hughes,chris lytle,3.0,5,0.0,0,0,0,welterweight,1,0,2,5,2007-03-03,"columbus, ohio, usa",900
ufc 68: the uprising,jason lambert vs. renato sobral,W/L,2,216,3 Rnd (5-5-5),jason lambert,renato sobral,3.0,5,0.0,0,0,0,light heavyweight,1,0,0,7,2007-03-03,"columbus, ohio, usa",516
ufc 68: the uprising,matt hamill vs. rex holman,W/L,1,240,3 Rnd (5-5-5),matt hamill,rex holman,3.0,5,0.0,0,0,0,light heavyweight,1,0,0,7,2007-03-03,"columbus, ohio, usa",240
ufc 68: the uprising,jon fitch vs. luigi fioravanti,W/L,2,185,3 Rnd (5-5-5),jon fitch,luigi fioravanti,3.0,5,0.0,0,0,0,welterweight,1,0,1,5,2007-03-03,"columbus, ohio, usa",485
ufc 68: the uprising,gleison tibau vs. jason dent,W/L,3,300,3 Rnd (5-5-5),gleison tibau,jason dent,3.0,5,0.0,0,0,0,lightweight,1,0,2,4,2007-03-03,"columbus, ohio, usa",900
ufc 68: the uprising,jamie varner vs. jason gilliam,W/L,1,94,3 Rnd (5-5-5),jamie varner,jason gilliam,3.0,5,0.0,0,0,0,lightweight,1,0,1,4,2007-03-03,"columbus, ohio, usa",94
ufc 67: all or nothing,anderson silva vs. travis lutter,W/L,2,131,3 Rnd (5-5-5),anderson silva,travis lutter,3.0,5,0.0,0,0,0,middleweight,1,0,1,6,2007-02-03,"las vegas, nevada, usa",431
ufc 67: all or nothing,eddie sanchez vs. mirko filipovic,W/L,1,273,3 Rnd (5-5-5),mirko filipovic,eddie sanchez,3.0,5,0.0,0,0,0,heavyweight,1,0,0,8,2007-02-03,"las vegas, nevada, usa",273
ufc 67: all or nothing,john halverson vs. roger huerta,W/L,1,19,3 Rnd (5-5-5),roger huerta,john halverson,3.0,5,0.0,0,0,0,lightweight,1,0,0,4,2007-02-03,"las vegas, nevada, usa",19
ufc 67: all or nothing,marvin eastman vs. quinton jackson,W/L,2,229,3 Rnd (5-5-5),quinton jackson,marvin eastman,3.0,5,0.0,0,0,0,light heavyweight,1,0,0,7,2007-02-03,"las vegas, nevada, usa",529
ufc 67: all or nothing,patrick cote vs. scott smith,W/L,3,300,3 Rnd (5-5-5),patrick cote,scott smith,3.0,5,0.0,0,0,0,middleweight,1,0,2,6,2007-02-03,"las vegas, nevada, usa",900
ufc 67: all or nothing,jorge rivera vs. terry martin,W/L,1,14,3 Rnd (5-5-5),terry martin,jorge rivera,3.0,5,0.0,0,0,0,middleweight,1,0,0,6,2007-02-03,"las vegas, nevada, usa",14
ufc 67: all or nothing,frankie edgar vs. tyson griffin,W/L,3,300,3 Rnd (5-5-5),frankie edgar,tyson griffin,3.0,5,0.0,0,0,0,lightweight,1,0,2,4,2007-02-03,"las vegas, nevada, usa",900
ufc 67: all or nothing,lyoto machida vs. sam hoger,W/L,3,300,3 Rnd (5-5-5),lyoto machida,sam hoger,3.0,5,0.0,0,0,0,light heavyweight,1,0,2,7,2007-02-03,"las vegas, nevada, usa",900
ufc 67: all or nothing,diego saraiva vs. dustin hazelett,W/L,3,300,3 Rnd (5-5-5),dustin hazelett,diego saraiva,3.0,5,0.0,0,0,0,lightweight,1,0,2,4,2007-02-03,"las vegas, nevada, usa",900
ufc fight night: evans vs salmon,rashad evans vs. sean salmon,W/L,2,66,3 Rnd (5-5-5),rashad evans,sean salmon,3.0,5,0.0,0,0,0,light heavyweight,1,0,0,7,2007-01-25,"hollywood, florida, usa",366
ufc fight night: evans vs salmon,heath herring vs. jake o'brien,W/L,3,300,3 Rnd (5-5-5),jake o'brien,heath herring,3.0,5,0.0,0,0,0,heavyweight,1,0,2,8,2007-01-25,"hollywood, florida, usa",900
ufc fight night: evans vs salmon,hermes franca vs. spencer fisher,W/L,2,243,3 Rnd (5-5-5),hermes franca,spencer fisher,3.0,5,0.0,0,0,0,lightweight,1,0,0,4,2007-01-25,"hollywood, florida, usa",543
ufc fight night: evans vs salmon,dean lister vs. nate marquardt,W/L,3,300,3 Rnd (5-5-5),nate marquardt,dean lister,3.0,5,0.0,0,0,0,middleweight,1,0,2,6,2007-01-25,"hollywood, florida, usa",900
ufc fight night: evans vs salmon,chad reiner vs. joshua burkman,W/L,3,300,3 Rnd (5-5-5),joshua burkman,chad reiner,3.0,5,0.0,0,0,0,welterweight,1,0,2,5,2007-01-25,"hollywood, florida, usa",900
ufc fight night: evans vs salmon,chris price vs. ed herman,W/L,1,178,3 Rnd (5-5-5),ed herman,chris price,3.0,5,0.0,0,0,0,middleweight,1,0,1,6,2007-01-25,"hollywood, florida, usa",178
ufc fight night: evans vs salmon,clay guida vs. din thomas,W/L,3,300,3 Rnd (5-5-5),din thomas,clay guida,3.0,5,0.0,0,0,0,lightweight,1,0,2,4,2007-01-25,"hollywood, florida, usa",900
ufc fight night: evans vs salmon,rich clementi vs. ross pointon,W/L,2,293,3 Rnd (5-5-5),rich clementi,ross pointon,3.0,5,0.0,0,0,0,welterweight,1,0,1,5,2007-01-25,"hollywood, florida, usa",593
ufc 66: liddell vs ortiz 2,chuck liddell vs. tito ortiz,W/L,3,239,5 Rnd (5-5-5-5-5),chuck liddell,tito ortiz,5.0,5,0.0,0,0,1,light heavyweight,1,0,0,7,2006-12-30,"las vegas, nevada, usa",839
ufc 66: liddell vs ortiz 2,forrest griffin vs. keith jardine,W/L,1,281,3 Rnd (5-5-5),keith jardine,forrest griffin,3.0,5,0.0,0,0,0,light heavyweight,1,0,0,7,2006-12-30,"las vegas, nevada, usa",281
ufc 66: liddell vs ortiz 2,chris leben vs. jason macdonald,W/L,2,243,3 Rnd (5-5-5),jason macdonald,chris leben,3.0,5,0.0,0,0,0,middleweight,1,0,1,6,2006-12-30,"las vegas, nevada, usa",543
ufc 66: liddell vs ortiz 2,andrei arlovski vs. marcio cruz,W/L,1,195,3 Rnd (5-5-5),andrei arlovski,marcio cruz,3.0,5,0.0,0,0,0,heavyweight,1,0,0,8,2006-12-30,"las vegas, nevada, usa",195
ufc 66: liddell vs ortiz 2,eric schafer vs. michael bisping,W/L,1,264,3 Rnd (5-5-5),michael bisping,eric schafer,3.0,5,0.0,0,0,0,light heavyweight,1,0,0,7,2006-12-30,"las vegas, nevada, usa",264
ufc 66: liddell vs ortiz 2,thiago alves vs. tony desouza,W/L,2,70,3 Rnd (5-5-5),thiago alves,tony desouza,3.0,5,0.0,0,0,0,welterweight,1,0,0,5,2006-12-30,"las vegas, nevada, usa",370
ufc 66: liddell vs ortiz 2,carmelo marrero vs. gabriel gonzaga,W/L,1,202,3 Rnd (5-5-5),gabriel gonzaga,carmelo marrero,3.0,5,0.0,0,0,0,heavyweight,1,0,1,8,2006-12-30,"las vegas, nevada, usa",202
ufc 66: liddell vs ortiz 2,rory singer vs. yushin okami,W/L,3,243,3 Rnd (5-5-5),yushin okami,rory singer,3.0,5,0.0,0,0,0,middleweight,1,0,0,6,2006-12-30,"las vegas, nevada, usa",843
