EVENT,BOUT,ROUND,FIGHTER,KD,SIG.STR. %,TD %,SUB.ATT,REV.,CTRL,sig_str_attempt,sig_str_land,total_str_attempt,total_str_land,touchdown_attempt,takedown_land,total_leg_attempt,total_leg_land,total_distance_strike_attempt,total_distance_strike_land,total_body_attempt,total_body_land,total_clinch_attempt,total_clinch_land,total_ground_attempt,total_ground_land,total_head_attempt,total_head_land,weight_class,gender,is_title_bout,DATE,LOCATION
the ultimate fighter: team nogueira vs. team mir finale,anthony johnson vs. kevin burns,Round 2,anthony johnson,0.0,0.42,1.0,0.0,0.0,253.0,8.0,19.0,66.0,82.0,1.0,1.0,1.0,1.0,4.0,6.0,3.0,4.0,0.0,0.0,4.0,13.0,4.0,14.0,welterweight,0.0,0.0,2008-12-13,"las vegas, nevada, usa"
the ultimate fighter: team nogueira vs. team mir finale,anthony johnson vs. kevin burns,Round 3,anthony johnson,1.0,0.7,0.0,0.0,0.0,0.0,7.0,10.0,7.0,10.0,0.0,0.0,1.0,1.0,6.0,9.0,2.0,2.0,0.0,0.0,1.0,1.0,4.0,7.0,welterweight,0.0,0.0,2008-12-13,"las vegas, nevada, usa"
the ultimate fighter: team nogueira vs. team mir finale,anthony johnson vs. kevin burns,Round 1,kevin burns,0.0,0.37,0.0,1.0,0.0,0.0,13.0,35.0,16.0,38.0,0.0,0.0,5.0,6.0,13.0,35.0,1.0,3.0,0.0,0.0,0.0,0.0,7.0,26.0,welterweight,0.0,0.0,2008-12-13,"las vegas, nevada, usa"
the ultimate fighter: team nogueira vs. team mir finale,anthony johnson vs. kevin burns,Round 2,kevin burns,0.0,0.5,0.0,1.0,0.0,1.0,3.0,6.0,22.0,25.0,0.0,0.0,3.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,welterweight,0.0,0.0,2008-12-13,"las vegas, nevada, usa"
the ultimate fighter: team nogueira vs. team mir finale,anthony johnson vs. kevin burns,Round 3,kevin burns,0.0,0.25,0.0,0.0,0.0,0.0,1.0,4.0,1.0,4.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,welterweight,0.0,0.0,2008-12-13,"las vegas, nevada, usa"
the ultimate fighter: team nogueira vs. team mir finale,wilson gouveia vs. jason macdonald,Round 1,wilson gouveia,1.0,0.64,0.0,0.0,0.0,45.0,18.0,28.0,24.0,39.0,0.0,0.0,1.0,2.0,4.0,10.0,0.0,0.0,0.0,0.0,14.0,18.0,17.0,26.0,middleweight,0.0,0.0,2008-12-13,"las vegas, nevada, usa"
the ultimate fighter: team nogueira vs. team mir finale,wilson gouveia vs. jason macdonald,Round 1,jason macdonald,0.0,0.46,0.25,0.0,0.0,37.0,6.0,13.0,9.0,16.0,1.0,4.0,5.0,5.0,2.0,9.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,7.0,middleweight,0.0,0.0,2008-12-13,"las vegas, nevada, usa"
the ultimate fighter: team nogueira vs. team mir finale,junie browning vs. david kaplan,Round 1,junie browning,0.0,0.48,1.0,1.0,1.0,107.0,27.0,56.0,33.0,62.0,1.0,1.0,5.0,7.0,24.0,46.0,5.0,6.0,3.0,7.0,0.0,3.0,17.0,43.0,lightweight,0.0,0.0,2008-12-13,"las vegas, nevada, usa"
the ultimate fighter: team nogueira vs. team mir finale,junie browning vs. david kaplan,Round 2,junie browning,0.0,0.57,1.0,1.0,0.0,79.0,4.0,7.0,5.0,9.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,5.0,4.0,7.0,lightweight,0.0,0.0,2008-12-13,"las vegas, nevada, usa"
the ultimate fighter: team nogueira vs. team mir finale,junie browning vs. david kaplan,Round 1,david kaplan,0.0,0.41,1.0,1.0,1.0,60.0,10.0,24.0,12.0,27.0,2.0,2.0,3.0,7.0,6.0,17.0,3.0,4.0,4.0,7.0,0.0,0.0,4.0,13.0,lightweight,0.0,0.0,2008-12-13,"las vegas, nevada, usa"
the ultimate fighter: team nogueira vs. team mir finale,junie browning vs. david kaplan,Round 2,david kaplan,0.0,0.4,0.0,0.0,0.0,0.0,2.0,5.0,2.0,5.0,0.0,0.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,lightweight,0.0,0.0,2008-12-13,"las vegas, nevada, usa"
the ultimate fighter: team nogueira vs. team mir finale,krzysztof soszynski vs. shane primm,Round 1,krzysztof soszynski,0.0,0.5,0.0,0.0,0.0,167.0,13.0,26.0,27.0,40.0,0.0,0.0,1.0,1.0,7.0,15.0,2.0,2.0,2.0,4.0,4.0,7.0,10.0,23.0,light heavyweight,0.0,0.0,2008-12-13,"las vegas, nevada, usa"
the ultimate fighter: team nogueira vs. team mir finale,krzysztof soszynski vs. shane primm,Round 2,krzysztof soszynski,0.0,0.25,0.0,1.0,0.0,116.0,6.0,24.0,11.0,29.0,0.0,0.0,0.0,0.0,2.0,18.0,0.0,0.0,2.0,4.0,2.0,2.0,6.0,24.0,light heavyweight,0.0,0.0,2008-12-13,"las vegas, nevada, usa"
the ultimate fighter: team nogueira vs. team mir finale,krzysztof soszynski vs. shane primm,Round 1,shane primm,0.0,0.35,0.33,0.0,0.0,58.0,5.0,14.0,9.0,18.0,1.0,3.0,1.0,1.0,0.0,5.0,3.0,5.0,5.0,9.0,0.0,0.0,1.0,8.0,light heavyweight,0.0,0.0,2008-12-13,"las vegas, nevada, usa"
the ultimate fighter: team nogueira vs. team mir finale,krzysztof soszynski vs. shane primm,Round 2,shane primm,0.0,0.16,0.0,0.0,0.0,19.0,2.0,12.0,3.0,13.0,0.0,2.0,0.0,0.0,1.0,9.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,11.0,light heavyweight,0.0,0.0,2008-12-13,"las vegas, nevada, usa"
the ultimate fighter: team nogueira vs. team mir finale,eliot marshall vs. jules bruchez,Round 1,eliot marshall,0.0,0.53,1.0,2.0,0.0,65.0,8.0,15.0,13.0,20.0,1.0,1.0,0.0,0.0,5.0,11.0,0.0,0.0,2.0,3.0,1.0,1.0,8.0,15.0,light heavyweight,0.0,0.0,2008-12-13,"las vegas, nevada, usa"
the ultimate fighter: team nogueira vs. team mir finale,eliot marshall vs. jules bruchez,Round 1,jules bruchez,0.0,0.5,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,light heavyweight,0.0,0.0,2008-12-13,"las vegas, nevada, usa"
the ultimate fighter: team nogueira vs. team mir finale,tom lawlor vs. kyle kingsbury,Round 1,tom lawlor,0.0,0.53,0.5,0.0,0.0,276.0,8.0,15.0,37.0,46.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,12.0,8.0,15.0,light heavyweight,0.0,0.0,2008-12-13,"las vegas, nevada, usa"
the ultimate fighter: team nogueira vs. team mir finale,tom lawlor vs. kyle kingsbury,Round 2,tom lawlor,0.0,0.85,0.42,0.0,0.0,261.0,6.0,7.0,33.0,36.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,6.0,6.0,7.0,light heavyweight,0.0,0.0,2008-12-13,"las vegas, nevada, usa"
the ultimate fighter: team nogueira vs. team mir finale,tom lawlor vs. kyle kingsbury,Round 3,tom lawlor,0.0,0.0,0.3,0.0,0.0,145.0,0.0,0.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,light heavyweight,0.0,0.0,2008-12-13,"las vegas, nevada, usa"
the ultimate fighter: team nogueira vs. team mir finale,tom lawlor vs. kyle kingsbury,Round 1,kyle kingsbury,0.0,0.2,0.0,0.0,0.0,0.0,1.0,5.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,light heavyweight,0.0,0.0,2008-12-13,"las vegas, nevada, usa"
the ultimate fighter: team nogueira vs. team mir finale,tom lawlor vs. kyle kingsbury,Round 2,kyle kingsbury,0.0,0.42,0.0,0.0,0.0,13.0,3.0,7.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,2.0,6.0,light heavyweight,0.0,0.0,2008-12-13,"las vegas, nevada, usa"
the ultimate fighter: team nogueira vs. team mir finale,tom lawlor vs. kyle kingsbury,Round 3,kyle kingsbury,0.0,0.6,0.0,0.0,0.0,126.0,6.0,10.0,81.0,88.0,0.0,0.0,1.0,1.0,1.0,5.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,7.0,light heavyweight,0.0,0.0,2008-12-13,"las vegas, nevada, usa"
the ultimate fighter: team nogueira vs. team mir finale,shane nelson vs. george roop,Round 1,shane nelson,0.0,0.33,0.5,0.0,0.0,257.0,2.0,6.0,36.0,44.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,6.0,lightweight,0.0,0.0,2008-12-13,"las vegas, nevada, usa"
the ultimate fighter: team nogueira vs. team mir finale,shane nelson vs. george roop,Round 2,shane nelson,0.0,0.33,0.33,1.0,0.0,170.0,7.0,21.0,19.0,33.0,1.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,6.0,17.0,7.0,21.0,lightweight,0.0,0.0,2008-12-13,"las vegas, nevada, usa"
the ultimate fighter: team nogueira vs. team mir finale,shane nelson vs. george roop,Round 3,shane nelson,0.0,0.2,0.2,1.0,0.0,51.0,1.0,5.0,14.0,18.0,1.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,5.0,lightweight,0.0,0.0,2008-12-13,"las vegas, nevada, usa"
the ultimate fighter: team nogueira vs. team mir finale,shane nelson vs. george roop,Round 1,george roop,0.0,0.28,0.0,0.0,0.0,0.0,4.0,14.0,11.0,26.0,0.0,0.0,1.0,1.0,3.0,13.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,11.0,lightweight,0.0,0.0,2008-12-13,"las vegas, nevada, usa"
the ultimate fighter: team nogueira vs. team mir finale,shane nelson vs. george roop,Round 2,george roop,0.0,0.4,0.0,0.0,0.0,71.0,9.0,22.0,39.0,52.0,0.0,0.0,2.0,2.0,3.0,13.0,4.0,7.0,4.0,7.0,2.0,2.0,3.0,13.0,lightweight,0.0,0.0,2008-12-13,"las vegas, nevada, usa"
the ultimate fighter: team nogueira vs. team mir finale,shane nelson vs. george roop,Round 3,george roop,0.0,0.21,1.0,0.0,0.0,166.0,8.0,38.0,43.0,75.0,1.0,1.0,0.0,0.0,2.0,19.0,2.0,6.0,5.0,14.0,1.0,5.0,6.0,32.0,lightweight,0.0,0.0,2008-12-13,"las vegas, nevada, usa"
the ultimate fighter: team nogueira vs. team mir finale,rolando delgado vs. john polakowski,Round 1,rolando delgado,1.0,0.62,0.0,2.0,0.0,174.0,15.0,24.0,41.0,53.0,0.0,1.0,0.0,1.0,9.0,15.0,7.0,8.0,0.0,0.0,6.0,9.0,8.0,15.0,lightweight,0.0,0.0,2008-12-13,"las vegas, nevada, usa"
the ultimate fighter: team nogueira vs. team mir finale,rolando delgado vs. john polakowski,Round 2,rolando delgado,0.0,0.0,0.33,1.0,0.0,72.0,0.0,3.0,3.0,6.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,lightweight,0.0,0.0,2008-12-13,"las vegas, nevada, usa"
the ultimate fighter: team nogueira vs. team mir finale,rolando delgado vs. john polakowski,Round 1,john polakowski,0.0,0.0,0.0,0.0,0.0,8.0,0.0,16.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,lightweight,0.0,0.0,2008-12-13,"las vegas, nevada, usa"
the ultimate fighter: team nogueira vs. team mir finale,rolando delgado vs. john polakowski,Round 2,john polakowski,0.0,0.14,0.0,1.0,0.0,13.0,1.0,7.0,2.0,8.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,lightweight,0.0,0.0,2008-12-13,"las vegas, nevada, usa"
ufc fight night - fight for the troops,josh koscheck vs. yoshiyuki yoshida,Round 1,josh koscheck,1.0,0.37,0.0,0.0,0.0,0.0,6.0,16.0,6.0,16.0,0.0,0.0,0.0,0.0,5.0,14.0,0.0,0.0,1.0,2.0,0.0,0.0,6.0,16.0,welterweight,0.0,0.0,2008-12-10,"fayetteville, north carolina, usa"
ufc fight night - fight for the troops,josh koscheck vs. yoshiyuki yoshida,Round 1,yoshiyuki yoshida,0.0,0.35,0.0,0.0,0.0,0.0,6.0,17.0,6.0,17.0,0.0,0.0,3.0,7.0,5.0,15.0,2.0,4.0,1.0,2.0,0.0,0.0,1.0,6.0,welterweight,0.0,0.0,2008-12-10,"fayetteville, north carolina, usa"
ufc fight night - fight for the troops,mike swick vs. jonathan goulet,Round 1,mike swick,1.0,0.87,0.0,0.0,0.0,9.0,7.0,8.0,16.0,17.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,5.0,5.0,7.0,8.0,welterweight,0.0,0.0,2008-12-10,"fayetteville, north carolina, usa"
ufc fight night - fight for the troops,mike swick vs. jonathan goulet,Round 1,jonathan goulet,0.0,0.33,0.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,welterweight,0.0,0.0,2008-12-10,"fayetteville, north carolina, usa"
ufc fight night - fight for the troops,steve cantwell vs. razak al-hassan,Round 1,steve cantwell,0.0,0.51,1.0,1.0,0.0,78.0,15.0,29.0,19.0,33.0,1.0,1.0,2.0,2.0,12.0,24.0,4.0,5.0,1.0,2.0,2.0,3.0,9.0,22.0,light heavyweight,0.0,0.0,2008-12-10,"fayetteville, north carolina, usa"
ufc fight night - fight for the troops,steve cantwell vs. razak al-hassan,Round 1,razak al-hassan,0.0,0.23,0.0,0.0,0.0,17.0,13.0,56.0,15.0,58.0,0.0,1.0,6.0,7.0,12.0,53.0,2.0,3.0,1.0,3.0,0.0,0.0,5.0,46.0,light heavyweight,0.0,0.0,2008-12-10,"fayetteville, north carolina, usa"
ufc fight night - fight for the troops,tim credeur vs. nate loughran,Round 1,tim credeur,0.0,0.44,1.0,0.0,0.0,53.0,35.0,79.0,38.0,82.0,1.0,1.0,2.0,2.0,29.0,71.0,8.0,10.0,5.0,7.0,1.0,1.0,25.0,67.0,middleweight,0.0,0.0,2008-12-10,"fayetteville, north carolina, usa"
ufc fight night - fight for the troops,tim credeur vs. nate loughran,Round 2,tim credeur,0.0,0.32,0.0,0.0,0.0,159.0,17.0,52.0,22.0,58.0,0.0,0.0,1.0,1.0,15.0,45.0,2.0,3.0,1.0,1.0,1.0,6.0,14.0,48.0,middleweight,0.0,0.0,2008-12-10,"fayetteville, north carolina, usa"
ufc fight night - fight for the troops,tim credeur vs. nate loughran,Round 1,nate loughran,0.0,0.38,0.0,0.0,0.0,0.0,16.0,42.0,16.0,42.0,0.0,2.0,4.0,7.0,15.0,40.0,8.0,10.0,1.0,2.0,0.0,0.0,4.0,25.0,middleweight,0.0,0.0,2008-12-10,"fayetteville, north carolina, usa"
ufc fight night - fight for the troops,tim credeur vs. nate loughran,Round 2,nate loughran,0.0,0.45,0.0,0.0,0.0,0.0,9.0,20.0,12.0,23.0,0.0,1.0,3.0,5.0,9.0,20.0,4.0,9.0,0.0,0.0,0.0,0.0,2.0,6.0,middleweight,0.0,0.0,2008-12-10,"fayetteville, north carolina, usa"
ufc fight night - fight for the troops,jim miller vs. matt wiman,Round 1,jim miller,0.0,0.36,0.0,1.0,1.0,139.0,22.0,60.0,39.0,78.0,0.0,0.0,0.0,1.0,9.0,34.0,5.0,7.0,5.0,10.0,8.0,16.0,17.0,52.0,lightweight,0.0,0.0,2008-12-10,"fayetteville, north carolina, usa"
ufc fight night - fight for the troops,jim miller vs. matt wiman,Round 2,jim miller,0.0,0.49,0.33,0.0,0.0,221.0,29.0,59.0,52.0,84.0,1.0,3.0,2.0,2.0,9.0,20.0,4.0,7.0,12.0,24.0,8.0,15.0,23.0,50.0,lightweight,0.0,0.0,2008-12-10,"fayetteville, north carolina, usa"
ufc fight night - fight for the troops,jim miller vs. matt wiman,Round 3,jim miller,0.0,0.55,1.0,1.0,0.0,278.0,10.0,18.0,19.0,31.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,8.0,12.0,10.0,18.0,lightweight,0.0,0.0,2008-12-10,"fayetteville, north carolina, usa"
ufc fight night - fight for the troops,jim miller vs. matt wiman,Round 1,matt wiman,0.0,0.37,0.5,0.0,1.0,45.0,9.0,24.0,11.0,26.0,1.0,2.0,2.0,2.0,8.0,21.0,2.0,2.0,1.0,3.0,0.0,0.0,5.0,20.0,lightweight,0.0,0.0,2008-12-10,"fayetteville, north carolina, usa"
ufc fight night - fight for the troops,jim miller vs. matt wiman,Round 2,matt wiman,0.0,0.29,0.0,0.0,0.0,0.0,5.0,17.0,13.0,26.0,0.0,0.0,1.0,1.0,4.0,14.0,2.0,3.0,1.0,3.0,0.0,0.0,2.0,13.0,lightweight,0.0,0.0,2008-12-10,"fayetteville, north carolina, usa"
ufc fight night - fight for the troops,jim miller vs. matt wiman,Round 3,matt wiman,0.0,0.4,0.0,0.0,0.0,5.0,6.0,15.0,10.0,21.0,0.0,1.0,0.0,0.0,3.0,9.0,0.0,0.0,3.0,6.0,0.0,0.0,6.0,15.0,lightweight,0.0,0.0,2008-12-10,"fayetteville, north carolina, usa"
ufc fight night - fight for the troops,luigi fioravanti vs. brodie farber,Round 1,luigi fioravanti,0.0,0.37,0.75,2.0,0.0,249.0,6.0,16.0,34.0,49.0,3.0,4.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,3.0,4.0,9.0,5.0,15.0,catch weight,0.0,0.0,2008-12-10,"fayetteville, north carolina, usa"
ufc fight night - fight for the troops,luigi fioravanti vs. brodie farber,Round 2,luigi fioravanti,0.0,0.61,0.66,0.0,0.0,154.0,13.0,21.0,25.0,35.0,2.0,3.0,7.0,9.0,6.0,11.0,3.0,4.0,5.0,8.0,2.0,2.0,3.0,8.0,catch weight,0.0,0.0,2008-12-10,"fayetteville, north carolina, usa"
ufc fight night - fight for the troops,luigi fioravanti vs. brodie farber,Round 3,luigi fioravanti,0.0,0.61,1.0,3.0,0.0,189.0,11.0,18.0,41.0,55.0,3.0,3.0,4.0,4.0,5.0,10.0,0.0,0.0,0.0,1.0,6.0,7.0,7.0,14.0,catch weight,0.0,0.0,2008-12-10,"fayetteville, north carolina, usa"
ufc fight night - fight for the troops,luigi fioravanti vs. brodie farber,Round 1,brodie farber,0.0,0.16,0.0,0.0,0.0,0.0,1.0,6.0,2.0,7.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,catch weight,0.0,0.0,2008-12-10,"fayetteville, north carolina, usa"
ufc fight night - fight for the troops,luigi fioravanti vs. brodie farber,Round 2,brodie farber,0.0,0.33,0.5,1.0,0.0,29.0,3.0,9.0,4.0,10.0,1.0,2.0,1.0,2.0,0.0,3.0,2.0,3.0,2.0,3.0,1.0,3.0,0.0,4.0,catch weight,0.0,0.0,2008-12-10,"fayetteville, north carolina, usa"
ufc fight night - fight for the troops,luigi fioravanti vs. brodie farber,Round 3,brodie farber,0.0,0.42,0.0,0.0,0.0,1.0,6.0,14.0,8.0,16.0,0.0,0.0,1.0,1.0,3.0,10.0,3.0,4.0,3.0,3.0,0.0,1.0,2.0,9.0,catch weight,0.0,0.0,2008-12-10,"fayetteville, north carolina, usa"
ufc fight night - fight for the troops,steve bruno vs. johnny rees,Round 1,steve bruno,0.0,0.53,0.5,0.0,0.0,184.0,7.0,13.0,26.0,34.0,1.0,2.0,2.0,4.0,1.0,4.0,1.0,1.0,3.0,6.0,3.0,3.0,4.0,8.0,welterweight,0.0,0.0,2008-12-10,"fayetteville, north carolina, usa"
ufc fight night - fight for the troops,steve bruno vs. johnny rees,Round 2,steve bruno,0.0,0.6,0.5,1.0,0.0,117.0,3.0,5.0,11.0,13.0,2.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,3.0,welterweight,0.0,0.0,2008-12-10,"fayetteville, north carolina, usa"
ufc fight night - fight for the troops,steve bruno vs. johnny rees,Round 1,johnny rees,0.0,0.65,0.33,0.0,0.0,86.0,23.0,35.0,29.0,41.0,1.0,3.0,3.0,5.0,2.0,7.0,10.0,13.0,16.0,23.0,5.0,5.0,10.0,17.0,welterweight,0.0,0.0,2008-12-10,"fayetteville, north carolina, usa"
ufc fight night - fight for the troops,steve bruno vs. johnny rees,Round 2,johnny rees,0.0,0.76,0.0,0.0,0.0,64.0,13.0,17.0,20.0,24.0,0.0,1.0,3.0,3.0,2.0,5.0,5.0,5.0,11.0,12.0,0.0,0.0,5.0,9.0,welterweight,0.0,0.0,2008-12-10,"fayetteville, north carolina, usa"
ufc fight night - fight for the troops,ben saunders vs. brandon wolff,Round 1,ben saunders,1.0,0.82,0.0,0.0,0.0,48.0,42.0,51.0,49.0,58.0,0.0,0.0,1.0,1.0,7.0,10.0,6.0,7.0,35.0,41.0,0.0,0.0,35.0,43.0,welterweight,0.0,0.0,2008-12-10,"fayetteville, north carolina, usa"
ufc fight night - fight for the troops,ben saunders vs. brandon wolff,Round 1,brandon wolff,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,welterweight,0.0,0.0,2008-12-10,"fayetteville, north carolina, usa"
ufc fight night - fight for the troops,dale hartt vs. corey hill,Round 1,dale hartt,0.0,0.37,0.0,0.0,0.0,0.0,6.0,16.0,10.0,20.0,0.0,0.0,5.0,9.0,6.0,15.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,lightweight,0.0,0.0,2008-12-10,"fayetteville, north carolina, usa"
ufc fight night - fight for the troops,dale hartt vs. corey hill,Round 2,dale hartt,0.0,1.0,0.0,0.0,0.0,7.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lightweight,0.0,0.0,2008-12-10,"fayetteville, north carolina, usa"
ufc fight night - fight for the troops,dale hartt vs. corey hill,Round 1,corey hill,0.0,0.34,0.66,0.0,0.0,141.0,8.0,23.0,20.0,35.0,2.0,3.0,2.0,3.0,7.0,20.0,2.0,3.0,0.0,0.0,1.0,3.0,4.0,17.0,lightweight,0.0,0.0,2008-12-10,"fayetteville, north carolina, usa"
ufc fight night - fight for the troops,dale hartt vs. corey hill,Round 2,corey hill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,lightweight,0.0,0.0,2008-12-10,"fayetteville, north carolina, usa"
ufc fight night - fight for the troops,justin mccully vs. eddie sanchez,Round 1,justin mccully,0.0,0.56,0.0,0.0,0.0,177.0,13.0,23.0,42.0,53.0,0.0,2.0,5.0,8.0,5.0,13.0,3.0,3.0,8.0,10.0,0.0,0.0,5.0,12.0,heavyweight,0.0,0.0,2008-12-10,"fayetteville, north carolina, usa"
ufc fight night - fight for the troops,justin mccully vs. eddie sanchez,Round 2,justin mccully,0.0,0.31,0.0,0.0,0.0,92.0,12.0,38.0,29.0,55.0,0.0,1.0,2.0,5.0,8.0,29.0,0.0,2.0,4.0,9.0,0.0,0.0,10.0,31.0,heavyweight,0.0,0.0,2008-12-10,"fayetteville, north carolina, usa"
ufc fight night - fight for the troops,justin mccully vs. eddie sanchez,Round 3,justin mccully,1.0,0.55,1.0,0.0,0.0,125.0,15.0,27.0,43.0,55.0,1.0,1.0,0.0,3.0,11.0,19.0,1.0,1.0,4.0,8.0,0.0,0.0,14.0,23.0,heavyweight,0.0,0.0,2008-12-10,"fayetteville, north carolina, usa"
ufc fight night - fight for the troops,justin mccully vs. eddie sanchez,Round 1,eddie sanchez,1.0,0.51,0.0,0.0,0.0,52.0,15.0,29.0,31.0,48.0,0.0,0.0,2.0,2.0,4.0,15.0,2.0,2.0,9.0,12.0,2.0,2.0,11.0,25.0,heavyweight,0.0,0.0,2008-12-10,"fayetteville, north carolina, usa"
ufc fight night - fight for the troops,justin mccully vs. eddie sanchez,Round 2,eddie sanchez,0.0,0.35,0.0,0.0,0.0,36.0,13.0,37.0,23.0,47.0,0.0,2.0,1.0,1.0,8.0,29.0,2.0,2.0,5.0,8.0,0.0,0.0,10.0,34.0,heavyweight,0.0,0.0,2008-12-10,"fayetteville, north carolina, usa"
ufc fight night - fight for the troops,justin mccully vs. eddie sanchez,Round 3,eddie sanchez,0.0,0.41,0.0,0.0,0.0,48.0,14.0,34.0,40.0,62.0,0.0,2.0,0.0,0.0,6.0,19.0,7.0,9.0,8.0,15.0,0.0,0.0,7.0,25.0,heavyweight,0.0,0.0,2008-12-10,"fayetteville, north carolina, usa"
ufc 91: couture vs lesnar,brock lesnar vs. randy couture,Round 1,brock lesnar,0.0,0.78,0.66,0.0,0.0,158.0,11.0,14.0,22.0,25.0,2.0,3.0,4.0,4.0,1.0,4.0,4.0,4.0,8.0,8.0,2.0,2.0,3.0,6.0,heavyweight,0.0,1.0,2008-11-15,"las vegas, nevada, usa"
ufc 91: couture vs lesnar,brock lesnar vs. randy couture,Round 2,brock lesnar,1.0,0.71,0.0,0.0,0.0,12.0,20.0,28.0,46.0,54.0,0.0,1.0,0.0,0.0,4.0,11.0,2.0,2.0,4.0,5.0,12.0,12.0,18.0,26.0,heavyweight,0.0,1.0,2008-11-15,"las vegas, nevada, usa"
ufc 91: couture vs lesnar,brock lesnar vs. randy couture,Round 1,randy couture,0.0,0.66,0.5,0.0,0.0,78.0,6.0,9.0,9.0,12.0,1.0,2.0,3.0,4.0,1.0,3.0,1.0,1.0,5.0,6.0,0.0,0.0,2.0,4.0,heavyweight,0.0,1.0,2008-11-15,"las vegas, nevada, usa"
ufc 91: couture vs lesnar,brock lesnar vs. randy couture,Round 2,randy couture,0.0,0.5,0.0,0.0,0.0,108.0,5.0,10.0,8.0,13.0,0.0,1.0,1.0,1.0,2.0,5.0,0.0,0.0,3.0,5.0,0.0,0.0,4.0,9.0,heavyweight,0.0,1.0,2008-11-15,"las vegas, nevada, usa"
ufc 91: couture vs lesnar,kenny florian vs. joe stevenson,Round 1,kenny florian,0.0,0.45,0.5,1.0,0.0,66.0,17.0,37.0,24.0,44.0,1.0,2.0,1.0,1.0,10.0,25.0,3.0,4.0,2.0,3.0,5.0,9.0,13.0,32.0,lightweight,0.0,0.0,2008-11-15,"las vegas, nevada, usa"
ufc 91: couture vs lesnar,kenny florian vs. joe stevenson,Round 1,joe stevenson,0.0,0.33,0.33,0.0,0.0,77.0,6.0,18.0,9.0,21.0,1.0,3.0,1.0,1.0,3.0,15.0,2.0,4.0,3.0,3.0,0.0,0.0,3.0,13.0,lightweight,0.0,0.0,2008-11-15,"las vegas, nevada, usa"
ufc 91: couture vs lesnar,dustin hazelett vs. tamdan mccrory,Round 1,dustin hazelett,0.0,0.47,0.0,3.0,0.0,0.0,10.0,21.0,13.0,24.0,0.0,0.0,2.0,3.0,9.0,19.0,3.0,4.0,0.0,0.0,1.0,2.0,5.0,14.0,welterweight,0.0,0.0,2008-11-15,"las vegas, nevada, usa"
