EVENT,BOUT,ROUND,TIME,FIGHTER_1,FIGHTER_2,Total_Rounds_Format,Main_round_time_Format,Num_overtime_rounds_Format,Overtime_round_time_Format,gender,is_title_bout,weight_class,fighter_1_result,fighter_2_result,method_label,weightclass_numeric,DATE,LOCATION,total_time_seconds
ufc 268: usman vs. covington 2,kamaru usman vs. colby covington,5,300,kamaru usman,colby covington,5.0,5.0,0.0,0.0,0,1,welterweight,1,0,2,5,2021-11-06,"new york city, new york, usa",1500.0
ufc 268: usman vs. covington 2,rose namajunas vs. zhang weili,5,300,rose namajunas,zhang weili,5.0,5.0,0.0,0.0,1,1,strawweight,1,0,2,0,2021-11-06,"new york city, new york, usa",1500.0
ufc 268: usman vs. covington 2,frankie edgar vs. marlon vera,3,230,frankie edgar,marlon vera,3.0,5.0,0.0,0.0,0,0,bantamweight,0,1,0,2,2021-11-06,"new york city, new york, usa",830.0
ufc 268: usman vs. covington 2,shane burgos vs. billy quarantillo,3,300,shane burgos,billy quarantillo,3.0,5.0,0.0,0.0,0,0,featherweight,1,0,2,3,2021-11-06,"new york city, new york, usa",900.0
ufc 268: usman vs. covington 2,justin gaethje vs. michael chandler,3,300,justin gaethje,michael chandler,3.0,5.0,0.0,0.0,0,0,lightweight,1,0,2,4,2021-11-06,"new york city, new york, usa",900.0
ufc 268: usman vs. covington 2,alex pereira vs. andreas michailidis,2,18,alex pereira,andreas michailidis,3.0,5.0,0.0,0.0,0,0,middleweight,1,0,0,6,2021-11-06,"new york city, new york, usa",318.0
ufc 268: usman vs. covington 2,al iaquinta vs. bobby green,1,145,al iaquinta,bobby green,3.0,5.0,0.0,0.0,0,0,lightweight,0,1,0,4,2021-11-06,"new york city, new york, usa",145.0
ufc 268: usman vs. covington 2,phil hawes vs. chris curtis,1,267,phil hawes,chris curtis,3.0,5.0,0.0,0.0,0,0,middleweight,0,1,0,6,2021-11-06,"new york city, new york, usa",267.0
ufc 268: usman vs. covington 2,edmen shahbazyan vs. nassourdine imavov,2,292,edmen shahbazyan,nassourdine imavov,3.0,5.0,0.0,0.0,0,0,middleweight,0,1,0,6,2021-11-06,"new york city, new york, usa",592.0
ufc 268: usman vs. covington 2,ian garry vs. jordan williams,1,299,ian garry,jordan williams,3.0,5.0,0.0,0.0,0,0,welterweight,1,0,0,5,2021-11-06,"new york city, new york, usa",299.0
ufc 268: usman vs. covington 2,gian villante vs. chris barnett,2,143,gian villante,chris barnett,3.0,5.0,0.0,0.0,0,0,heavyweight,0,1,0,8,2021-11-06,"new york city, new york, usa",443.0
ufc 268: usman vs. covington 2,dustin jacoby vs. john allan,3,300,dustin jacoby,john allan,3.0,5.0,0.0,0.0,0,0,light heavyweight,1,0,2,7,2021-11-06,"new york city, new york, usa",900.0
ufc 268: usman vs. covington 2,melsik baghdasaryan vs. bruno souza,3,300,melsik baghdasaryan,bruno souza,3.0,5.0,0.0,0.0,0,0,featherweight,1,0,2,3,2021-11-06,"new york city, new york, usa",900.0
ufc 268: usman vs. covington 2,cj vergara vs. ode osbourne,3,300,cj vergara,ode osbourne,3.0,5.0,0.0,0.0,0,0,flyweight,0,1,2,1,2021-11-06,"new york city, new york, usa",900.0
ufc 267: blachowicz vs. teixeira,jan blachowicz vs. glover teixeira,2,182,jan blachowicz,glover teixeira,5.0,5.0,0.0,0.0,0,1,light heavyweight,0,1,1,7,2021-10-30,"abu dhabi, abu dhabi, united arab emirates",482.0
ufc 267: blachowicz vs. teixeira,petr yan vs. cory sandhagen,5,300,petr yan,cory sandhagen,5.0,5.0,0.0,0.0,0,1,bantamweight,1,0,2,2,2021-10-30,"abu dhabi, abu dhabi, united arab emirates",1500.0
ufc 267: blachowicz vs. teixeira,islam makhachev vs. dan hooker,1,145,islam makhachev,dan hooker,3.0,5.0,0.0,0.0,0,0,lightweight,1,0,1,4,2021-10-30,"abu dhabi, abu dhabi, united arab emirates",145.0
ufc 267: blachowicz vs. teixeira,alexander volkov vs. marcin tybura,3,300,alexander volkov,marcin tybura,3.0,5.0,0.0,0.0,0,0,heavyweight,1,0,2,8,2021-10-30,"abu dhabi, abu dhabi, united arab emirates",900.0
ufc 267: blachowicz vs. teixeira,li jingliang vs. khamzat chimaev,1,196,li jingliang,khamzat chimaev,3.0,5.0,0.0,0.0,0,0,welterweight,0,1,1,5,2021-10-30,"abu dhabi, abu dhabi, united arab emirates",196.0
ufc 267: blachowicz vs. teixeira,magomed ankalaev vs. volkan oezdemir,3,300,magomed ankalaev,volkan oezdemir,3.0,5.0,0.0,0.0,0,0,light heavyweight,1,0,2,7,2021-10-30,"abu dhabi, abu dhabi, united arab emirates",900.0
ufc 267: blachowicz vs. teixeira,amanda ribas vs. virna jandiroba,3,300,amanda ribas,virna jandiroba,3.0,5.0,0.0,0.0,1,0,strawweight,1,0,2,0,2021-10-30,"abu dhabi, abu dhabi, united arab emirates",900.0
ufc 267: blachowicz vs. teixeira,ricardo ramos vs. zubaira tukhugov,3,300,ricardo ramos,zubaira tukhugov,3.0,5.0,0.0,0.0,0,0,featherweight,0,1,2,3,2021-10-30,"abu dhabi, abu dhabi, united arab emirates",900.0
ufc 267: blachowicz vs. teixeira,albert duraev vs. roman kopylov,3,300,albert duraev,roman kopylov,3.0,5.0,0.0,0.0,0,0,middleweight,1,0,2,6,2021-10-30,"abu dhabi, abu dhabi, united arab emirates",900.0
ufc 267: blachowicz vs. teixeira,elizeu zaleski dos santos vs. benoit saint denis,3,300,elizeu zaleski dos santos,benoit saint denis,3.0,5.0,0.0,0.0,0,0,welterweight,1,0,2,5,2021-10-30,"abu dhabi, abu dhabi, united arab emirates",900.0
ufc 267: blachowicz vs. teixeira,shamil gamzatov vs. michal oleksiejczuk,1,211,shamil gamzatov,michal oleksiejczuk,3.0,5.0,0.0,0.0,0,0,light heavyweight,0,1,0,7,2021-10-30,"abu dhabi, abu dhabi, united arab emirates",211.0
ufc 267: blachowicz vs. teixeira,makwan amirkhani vs. lerone murphy,2,14,makwan amirkhani,lerone murphy,3.0,5.0,0.0,0.0,0,0,featherweight,0,1,0,3,2021-10-30,"abu dhabi, abu dhabi, united arab emirates",314.0
ufc 267: blachowicz vs. teixeira,hu yaozong vs. andre petroski,3,286,hu yaozong,andre petroski,3.0,5.0,0.0,0.0,0,0,middleweight,0,1,1,6,2021-10-30,"abu dhabi, abu dhabi, united arab emirates",886.0
ufc 267: blachowicz vs. teixeira,tagir ulanbekov vs. allan nascimento,3,300,tagir ulanbekov,allan nascimento,3.0,5.0,0.0,0.0,0,0,flyweight,1,0,2,1,2021-10-30,"abu dhabi, abu dhabi, united arab emirates",900.0
ufc fight night: costa vs. vettori,paulo costa vs. marvin vettori,5,300,paulo costa,marvin vettori,5.0,5.0,0.0,0.0,0,0,light heavyweight,0,1,2,7,2021-10-23,"las vegas, nevada, usa",1500.0
ufc fight night: costa vs. vettori,grant dawson vs. ricky glenn,3,300,grant dawson,ricky glenn,3.0,5.0,0.0,0.0,0,0,lightweight,4,4,2,4,2021-10-23,"las vegas, nevada, usa",900.0
ufc fight night: costa vs. vettori,jessica-rose clark vs. joselyne edwards,3,300,jessica-rose clark,joselyne edwards,3.0,5.0,0.0,0.0,1,0,bantamweight,1,0,2,2,2021-10-23,"las vegas, nevada, usa",900.0
ufc fight night: costa vs. vettori,alex caceres vs. seungwoo choi,2,211,alex caceres,seungwoo choi,3.0,5.0,0.0,0.0,0,0,featherweight,1,0,1,3,2021-10-23,"las vegas, nevada, usa",511.0
ufc fight night: costa vs. vettori,francisco trinaldo vs. dwight grant,3,300,francisco trinaldo,dwight grant,3.0,5.0,0.0,0.0,0,0,welterweight,1,0,2,5,2021-10-23,"las vegas, nevada, usa",900.0
ufc fight night: costa vs. vettori,nicolae negumereanu vs. ike villanueva,1,78,nicolae negumereanu,ike villanueva,3.0,5.0,0.0,0.0,0,0,light heavyweight,1,0,0,7,2021-10-23,"las vegas, nevada, usa",78.0
ufc fight night: costa vs. vettori,junyong park vs. gregory rodrigues,2,193,junyong park,gregory rodrigues,3.0,5.0,0.0,0.0,0,0,middleweight,0,1,0,6,2021-10-23,"las vegas, nevada, usa",493.0
ufc fight night: costa vs. vettori,mason jones vs. david onama,3,300,mason jones,david onama,3.0,5.0,0.0,0.0,0,0,lightweight,1,0,2,4,2021-10-23,"las vegas, nevada, usa",900.0
ufc fight night: costa vs. vettori,tabatha ricci vs. maria oliveira,3,300,tabatha ricci,maria oliveira,3.0,5.0,0.0,0.0,1,0,strawweight,1,0,2,0,2021-10-23,"las vegas, nevada, usa",900.0
ufc fight night: costa vs. vettori,jamie pickett vs. laureano staropoli,3,300,jamie pickett,laureano staropoli,3.0,5.0,0.0,0.0,0,0,middleweight,1,0,2,6,2021-10-23,"las vegas, nevada, usa",900.0
ufc fight night: costa vs. vettori,khama worthy vs. jai herbert,1,167,khama worthy,jai herbert,3.0,5.0,0.0,0.0,0,0,lightweight,0,1,0,4,2021-10-23,"las vegas, nevada, usa",167.0
ufc fight night: costa vs. vettori,jeff molina vs. daniel da silva,2,46,jeff molina,daniel da silva,3.0,5.0,0.0,0.0,0,0,flyweight,1,0,0,1,2021-10-23,"las vegas, nevada, usa",346.0
ufc fight night: costa vs. vettori,livinha souza vs. randa markos,3,300,livinha souza,randa markos,3.0,5.0,0.0,0.0,1,0,strawweight,0,1,2,0,2021-10-23,"las vegas, nevada, usa",900.0
ufc fight night: costa vs. vettori,jonathan martinez vs. zviad lazishvili,3,300,jonathan martinez,zviad lazishvili,3.0,5.0,0.0,0.0,0,0,bantamweight,1,0,2,2,2021-10-23,"las vegas, nevada, usa",900.0
ufc fight night: ladd vs. dumont,aspen ladd vs. norma dumont,5,300,aspen ladd,norma dumont,5.0,5.0,0.0,0.0,1,0,featherweight,0,1,2,3,2021-10-16,"las vegas, nevada, usa",1500.0
ufc fight night: ladd vs. dumont,andrei arlovski vs. carlos felipe,3,300,andrei arlovski,carlos felipe,3.0,5.0,0.0,0.0,0,0,heavyweight,1,0,2,8,2021-10-16,"las vegas, nevada, usa",900.0
ufc fight night: ladd vs. dumont,jim miller vs. erick gonzalez,2,14,jim miller,erick gonzalez,3.0,5.0,0.0,0.0,0,0,lightweight,1,0,0,4,2021-10-16,"las vegas, nevada, usa",314.0
ufc fight night: ladd vs. dumont,manon fiorot vs. mayra bueno silva,3,300,manon fiorot,mayra bueno silva,3.0,5.0,0.0,0.0,1,0,flyweight,1,0,2,1,2021-10-16,"las vegas, nevada, usa",900.0
ufc fight night: ladd vs. dumont,nate landwehr vs. ludovit klein,3,142,nate landwehr,ludovit klein,3.0,5.0,0.0,0.0,0,0,featherweight,1,0,1,3,2021-10-16,"las vegas, nevada, usa",742.0
ufc fight night: ladd vs. dumont,andrew sanchez vs. bruno silva,3,155,andrew sanchez,bruno silva,3.0,5.0,0.0,0.0,0,0,middleweight,0,1,0,6,2021-10-16,"las vegas, nevada, usa",755.0
ufc fight night: ladd vs. dumont,danny roberts vs. ramazan emeev,3,300,danny roberts,ramazan emeev,3.0,5.0,0.0,0.0,0,0,welterweight,1,0,2,5,2021-10-16,"las vegas, nevada, usa",900.0
ufc fight night: ladd vs. dumont,loopy godinez vs. luana carolina,3,300,loopy godinez,luana carolina,3.0,5.0,0.0,0.0,1,0,flyweight,0,1,2,1,2021-10-16,"las vegas, nevada, usa",900.0
ufc fight night: ladd vs. dumont,danaa batgerel vs. brandon davis,1,121,danaa batgerel,brandon davis,3.0,5.0,0.0,0.0,0,0,bantamweight,1,0,0,2,2021-10-16,"las vegas, nevada, usa",121.0
ufc fight night: ladd vs. dumont,istela nunes vs. ariane carnelossi,3,177,istela nunes,ariane carnelossi,3.0,5.0,0.0,0.0,1,0,strawweight,0,1,1,0,2021-10-16,"las vegas, nevada, usa",777.0
ufc fight night: dern vs. rodriguez,mackenzie dern vs. marina rodriguez,5,300,mackenzie dern,marina rodriguez,5.0,5.0,0.0,0.0,1,0,strawweight,0,1,2,0,2021-10-09,"las vegas, nevada, usa",1500.0
ufc fight night: dern vs. rodriguez,randy brown vs. jared gooden,3,300,randy brown,jared gooden,3.0,5.0,0.0,0.0,0,0,welterweight,1,0,2,5,2021-10-09,"las vegas, nevada, usa",900.0
ufc fight night: dern vs. rodriguez,tim elliott vs. matheus nicolau,3,300,tim elliott,matheus nicolau,3.0,5.0,0.0,0.0,0,0,flyweight,0,1,2,1,2021-10-09,"las vegas, nevada, usa",900.0
ufc fight night: dern vs. rodriguez,sabina mazo vs. mariya agapova,3,53,sabina mazo,mariya agapova,3.0,5.0,0.0,0.0,1,0,flyweight,0,1,1,1,2021-10-09,"las vegas, nevada, usa",653.0
ufc fight night: dern vs. rodriguez,chris gutierrez vs. felipe colares,3,300,chris gutierrez,felipe colares,3.0,5.0,0.0,0.0,0,0,bantamweight,1,0,2,2,2021-10-09,"las vegas, nevada, usa",900.0
ufc fight night: dern vs. rodriguez,alexandr romanov vs. jared vanderaa,2,283,alexandr romanov,jared vanderaa,3.0,5.0,0.0,0.0,0,0,heavyweight,1,0,0,8,2021-10-09,"las vegas, nevada, usa",583.0
ufc fight night: dern vs. rodriguez,charles rosa vs. damon jackson,3,300,charles rosa,damon jackson,3.0,5.0,0.0,0.0,0,0,featherweight,0,1,2,3,2021-10-09,"las vegas, nevada, usa",900.0
ufc fight night: dern vs. rodriguez,loopy godinez vs. silvana gomez juarez,1,254,loopy godinez,silvana gomez juarez,3.0,5.0,0.0,0.0,1,0,strawweight,1,0,1,0,2021-10-09,"las vegas, nevada, usa",254.0
ufc fight night: dern vs. rodriguez,steve garcia vs. charlie ontiveros,2,111,steve garcia,charlie ontiveros,3.0,5.0,0.0,0.0,0,0,lightweight,1,0,0,4,2021-10-09,"las vegas, nevada, usa",411.0
ufc fight night: santos vs. walker,thiago santos vs. johnny walker,5,300,thiago santos,johnny walker,5.0,5.0,0.0,0.0,0,0,light heavyweight,1,0,2,7,2021-10-02,"las vegas, nevada, usa",1500.0
ufc fight night: santos vs. walker,kevin holland vs. kyle daukaus,1,223,kevin holland,kyle daukaus,3.0,5.0,0.0,0.0,0,0,middleweight,3,3,4,6,2021-10-02,"las vegas, nevada, usa",223.0
ufc fight night: santos vs. walker,alex oliveira vs. niko price,3,300,alex oliveira,niko price,3.0,5.0,0.0,0.0,0,0,welterweight,0,1,2,5,2021-10-02,"las vegas, nevada, usa",900.0
ufc fight night: santos vs. walker,misha cirkunov vs. krzysztof jotko,3,300,misha cirkunov,krzysztof jotko,3.0,5.0,0.0,0.0,0,0,middleweight,0,1,2,6,2021-10-02,"las vegas, nevada, usa",900.0
ufc fight night: santos vs. walker,alexander hernandez vs. mike breeden,1,80,alexander hernandez,mike breeden,3.0,5.0,0.0,0.0,0,0,lightweight,1,0,0,4,2021-10-02,"las vegas, nevada, usa",80.0
ufc fight night: santos vs. walker,joe solecki vs. jared gordon,3,300,joe solecki,jared gordon,3.0,5.0,0.0,0.0,0,0,lightweight,0,1,2,4,2021-10-02,"las vegas, nevada, usa",900.0
ufc fight night: santos vs. walker,antonina shevchenko vs. casey o'neill,2,287,antonina shevchenko,casey o'neill,3.0,5.0,0.0,0.0,1,0,flyweight,0,1,0,1,2021-10-02,"las vegas, nevada, usa",587.0
ufc fight night: santos vs. walker,bethe correia vs. karol rosa,3,300,bethe correia,karol rosa,3.0,5.0,0.0,0.0,1,0,bantamweight,0,1,2,2,2021-10-02,"las vegas, nevada, usa",900.0
ufc fight night: santos vs. walker,devonte smith vs. jamie mullarkey,2,171,devonte smith,jamie mullarkey,3.0,5.0,0.0,0.0,0,0,lightweight,0,1,0,4,2021-10-02,"las vegas, nevada, usa",471.0
ufc fight night: santos vs. walker,douglas silva de andrade vs. gaetano pirrello,1,124,douglas silva de andrade,gaetano pirrello,3.0,5.0,0.0,0.0,0,0,bantamweight,1,0,0,2,2021-10-02,"las vegas, nevada, usa",124.0
ufc fight night: santos vs. walker,stephanie egger vs. shanna young,2,142,stephanie egger,shanna young,3.0,5.0,0.0,0.0,1,0,bantamweight,1,0,0,2,2021-10-02,"las vegas, nevada, usa",442.0
ufc fight night: santos vs. walker,alejandro perez vs. johnny eduardo,2,253,alejandro perez,johnny eduardo,3.0,5.0,0.0,0.0,0,0,bantamweight,1,0,1,2,2021-10-02,"las vegas, nevada, usa",553.0
ufc 266: volkanovski vs. ortega,alexander volkanovski vs. brian ortega,5,300,alexander volkanovski,brian ortega,5.0,5.0,0.0,0.0,0,1,featherweight,1,0,2,3,2021-09-25,"las vegas, nevada, usa",1500.0
ufc 266: volkanovski vs. ortega,valentina shevchenko vs. lauren murphy,4,240,valentina shevchenko,lauren murphy,5.0,5.0,0.0,0.0,1,1,flyweight,1,0,0,1,2021-09-25,"las vegas, nevada, usa",1140.0
ufc 266: volkanovski vs. ortega,nick diaz vs. robbie lawler,3,44,nick diaz,robbie lawler,5.0,5.0,0.0,0.0,0,0,middleweight,0,1,0,6,2021-09-25,"las vegas, nevada, usa",644.0
ufc 266: volkanovski vs. ortega,curtis blaydes vs. jairzinho rozenstruik,3,300,curtis blaydes,jairzinho rozenstruik,3.0,5.0,0.0,0.0,0,0,heavyweight,1,0,2,8,2021-09-25,"las vegas, nevada, usa",900.0
ufc 266: volkanovski vs. ortega,jessica andrade vs. cynthia calvillo,1,294,jessica andrade,cynthia calvillo,3.0,5.0,0.0,0.0,1,0,flyweight,1,0,0,1,2021-09-25,"las vegas, nevada, usa",294.0
ufc 266: volkanovski vs. ortega,marlon moraes vs. merab dvalishvili,2,265,marlon moraes,merab dvalishvili,3.0,5.0,0.0,0.0,0,0,bantamweight,0,1,0,2,2021-09-25,"las vegas, nevada, usa",565.0
ufc 266: volkanovski vs. ortega,dan hooker vs. nasrat haqparast,3,300,dan hooker,nasrat haqparast,3.0,5.0,0.0,0.0,0,0,lightweight,1,0,2,4,2021-09-25,"las vegas, nevada, usa",900.0
ufc 266: volkanovski vs. ortega,shamil abdurakhimov vs. chris daukaus,2,83,shamil abdurakhimov,chris daukaus,3.0,5.0,0.0,0.0,0,0,heavyweight,0,1,0,8,2021-09-25,"las vegas, nevada, usa",383.0
ufc 266: volkanovski vs. ortega,roxanne modafferi vs. taila santos,3,300,roxanne modafferi,taila santos,3.0,5.0,0.0,0.0,1,0,flyweight,0,1,2,1,2021-09-25,"las vegas, nevada, usa",900.0
ufc 266: volkanovski vs. ortega,uros medic vs. jalin turner,1,241,uros medic,jalin turner,3.0,5.0,0.0,0.0,0,0,lightweight,0,1,1,4,2021-09-25,"las vegas, nevada, usa",241.0
ufc 266: volkanovski vs. ortega,cody brundage vs. nick maximov,3,300,cody brundage,nick maximov,3.0,5.0,0.0,0.0,0,0,middleweight,0,1,2,6,2021-09-25,"las vegas, nevada, usa",900.0
ufc 266: volkanovski vs. ortega,matthew semelsberger vs. martin sano,1,15,matthew semelsberger,martin sano,3.0,5.0,0.0,0.0,0,0,welterweight,1,0,0,5,2021-09-25,"las vegas, nevada, usa",15.0
ufc 266: volkanovski vs. ortega,jonathan pearce vs. omar morales,2,211,jonathan pearce,omar morales,3.0,5.0,0.0,0.0,0,0,featherweight,1,0,1,3,2021-09-25,"las vegas, nevada, usa",511.0
ufc fight night: smith vs. spann,anthony smith vs. ryan spann,1,227,anthony smith,ryan spann,5.0,5.0,0.0,0.0,0,0,light heavyweight,1,0,1,7,2021-09-18,"las vegas, nevada, usa",227.0
ufc fight night: smith vs. spann,ion cutelaba vs. devin clark,3,300,ion cutelaba,devin clark,3.0,5.0,0.0,0.0,0,0,light heavyweight,1,0,2,7,2021-09-18,"las vegas, nevada, usa",900.0
ufc fight night: smith vs. spann,ariane lipski vs. mandy bohm,3,300,ariane lipski,mandy bohm,3.0,5.0,0.0,0.0,1,0,flyweight,1,0,2,1,2021-09-18,"las vegas, nevada, usa",900.0
ufc fight night: smith vs. spann,arman tsarukyan vs. christos giagos,1,129,arman tsarukyan,christos giagos,3.0,5.0,0.0,0.0,0,0,lightweight,1,0,0,4,2021-09-18,"las vegas, nevada, usa",129.0
ufc fight night: smith vs. spann,nate maness vs. tony gravely,2,130,nate maness,tony gravely,3.0,5.0,0.0,0.0,0,0,bantamweight,1,0,0,2,2021-09-18,"las vegas, nevada, usa",430.0
ufc fight night: smith vs. spann,joaquin buckley vs. antonio arroyo,3,146,joaquin buckley,antonio arroyo,3.0,5.0,0.0,0.0,0,0,middleweight,1,0,0,6,2021-09-18,"las vegas, nevada, usa",746.0
ufc fight night: smith vs. spann,mike rodriguez vs. tafon nchukwi,3,300,mike rodriguez,tafon nchukwi,3.0,5.0,0.0,0.0,0,0,light heavyweight,0,1,2,7,2021-09-18,"las vegas, nevada, usa",900.0
ufc fight night: smith vs. spann,pannie kianzad vs. raquel pennington,3,300,pannie kianzad,raquel pennington,3.0,5.0,0.0,0.0,1,0,bantamweight,0,1,2,2,2021-09-18,"las vegas, nevada, usa",900.0
ufc fight night: smith vs. spann,rong zhu vs. brandon jenkins,3,275,rong zhu,brandon jenkins,3.0,5.0,0.0,0.0,0,0,lightweight,1,0,0,4,2021-09-18,"las vegas, nevada, usa",875.0
ufc fight night: smith vs. spann,montel jackson vs. jp buys,3,300,montel jackson,jp buys,3.0,5.0,0.0,0.0,0,0,bantamweight,1,0,2,2,2021-09-18,"las vegas, nevada, usa",900.0
ufc fight night: smith vs. spann,erin blanchfield vs. sarah alpar,3,300,erin blanchfield,sarah alpar,3.0,5.0,0.0,0.0,1,0,flyweight,1,0,2,1,2021-09-18,"las vegas, nevada, usa",900.0
ufc fight night: smith vs. spann,impa kasanganay vs. carlston harris,1,158,impa kasanganay,carlston harris,3.0,5.0,0.0,0.0,0,0,welterweight,0,1,0,5,2021-09-18,"las vegas, nevada, usa",158.0
ufc fight night: smith vs. spann,gustavo lopez vs.  alatengheili,3,300,gustavo lopez,alatengheili,3.0,5.0,0.0,0.0,0,0,bantamweight,4,4,2,2,2021-09-18,"las vegas, nevada, usa",900.0
ufc fight night: smith vs. spann,emily whitmire vs. hannah goldy,1,257,emily whitmire,hannah goldy,3.0,5.0,0.0,0.0,1,0,flyweight,0,1,1,1,2021-09-18,"las vegas, nevada, usa",257.0
ufc fight night: brunson vs. till,derek brunson vs. darren till,3,133,derek brunson,darren till,5.0,5.0,0.0,0.0,0,0,middleweight,1,0,1,6,2021-09-04,"las vegas, nevada, usa",733.0
ufc fight night: brunson vs. till,tom aspinall vs. serghei spivac,1,150,tom aspinall,serghei spivac,3.0,5.0,0.0,0.0,0,0,heavyweight,1,0,0,8,2021-09-04,"las vegas, nevada, usa",150.0
ufc fight night: brunson vs. till,alex morono vs. david zawada,3,300,alex morono,david zawada,3.0,5.0,0.0,0.0,0,0,welterweight,1,0,2,5,2021-09-04,"las vegas, nevada, usa",900.0
ufc fight night: brunson vs. till,modestas bukauskas vs. khalil rountree jr.,2,150,modestas bukauskas,khalil rountree jr.,3.0,5.0,0.0,0.0,0,0,light heavyweight,0,1,0,7,2021-09-04,"las vegas, nevada, usa",450.0
ufc fight night: brunson vs. till,paddy pimblett vs. luigi vendramini,1,265,paddy pimblett,luigi vendramini,3.0,5.0,0.0,0.0,0,0,lightweight,1,0,0,4,2021-09-04,"las vegas, nevada, usa",265.0
ufc fight night: brunson vs. till,molly mccann vs. ji yeon kim,3,300,molly mccann,ji yeon kim,3.0,5.0,0.0,0.0,1,0,flyweight,1,0,2,1,2021-09-04,"las vegas, nevada, usa",900.0
ufc fight night: brunson vs. till,jack shore vs. liudvik sholinian,3,300,jack shore,liudvik sholinian,3.0,5.0,0.0,0.0,0,0,bantamweight,1,0,2,2,2021-09-04,"las vegas, nevada, usa",900.0
ufc fight night: brunson vs. till,julian erosa vs. charles jourdain,3,176,julian erosa,charles jourdain,3.0,5.0,0.0,0.0,0,0,catch weight,1,0,1,9,2021-09-04,"las vegas, nevada, usa",776.0
ufc fight night: brunson vs. till,dalcha lungiambula vs. marc-andre barriault,3,300,dalcha lungiambula,marc-andre barriault,3.0,5.0,0.0,0.0,0,0,middleweight,0,1,2,6,2021-09-04,"las vegas, nevada, usa",900.0
ufc fight night: barboza vs. chikadze,edson barboza vs. giga chikadze,3,104,edson barboza,giga chikadze,5.0,5.0,0.0,0.0,0,0,featherweight,0,1,0,3,2021-08-28,"las vegas, nevada, usa",704.0
ufc fight night: barboza vs. chikadze,bryan battle vs. gilbert urbina,2,135,bryan battle,gilbert urbina,3.0,5.0,,5.0,0,0,middleweight,1,0,1,6,2021-08-28,"las vegas, nevada, usa",435.0
ufc fight night: barboza vs. chikadze,ricky turcios vs. brady hiestand,3,300,ricky turcios,brady hiestand,3.0,5.0,,5.0,0,0,bantamweight,1,0,2,2,2021-08-28,"las vegas, nevada, usa",900.0
ufc fight night: barboza vs. chikadze,kevin lee vs. daniel rodriguez,3,300,kevin lee,daniel rodriguez,3.0,5.0,0.0,0.0,0,0,welterweight,0,1,2,5,2021-08-28,"las vegas, nevada, usa",900.0
ufc fight night: barboza vs. chikadze,andre petroski vs. micheal gillmore,3,192,andre petroski,micheal gillmore,3.0,5.0,0.0,0.0,0,0,middleweight,1,0,0,6,2021-08-28,"las vegas, nevada, usa",792.0
ufc fight night: barboza vs. chikadze,makhmud muradov vs. gerald meerschaert,2,109,makhmud muradov,gerald meerschaert,3.0,5.0,0.0,0.0,0,0,middleweight,0,1,1,6,2021-08-28,"las vegas, nevada, usa",409.0
ufc fight night: barboza vs. chikadze,alessio di chirico vs. abdul razak alhassan,1,17,alessio di chirico,abdul razak alhassan,3.0,5.0,0.0,0.0,0,0,middleweight,0,1,0,6,2021-08-28,"las vegas, nevada, usa",17.0
ufc fight night: barboza vs. chikadze,sam alvey vs. wellington turman,3,300,sam alvey,wellington turman,3.0,5.0,0.0,0.0,0,0,middleweight,0,1,2,6,2021-08-28,"las vegas, nevada, usa",900.0
ufc fight night: barboza vs. chikadze,dustin jacoby vs. darren stewart,1,184,dustin jacoby,darren stewart,3.0,5.0,0.0,0.0,0,0,light heavyweight,1,0,0,7,2021-08-28,"las vegas, nevada, usa",184.0
ufc fight night: barboza vs. chikadze,jj aldrich vs. vanessa demopoulos,3,300,jj aldrich,vanessa demopoulos,3.0,5.0,0.0,0.0,1,0,flyweight,1,0,2,1,2021-08-28,"las vegas, nevada, usa",900.0
ufc fight night: barboza vs. chikadze,jamall emmers vs. pat sabatini,1,113,jamall emmers,pat sabatini,3.0,5.0,0.0,0.0,0,0,featherweight,0,1,1,3,2021-08-28,"las vegas, nevada, usa",113.0
ufc fight night: barboza vs. chikadze,mana martinez vs. guido cannetti,3,300,mana martinez,guido cannetti,3.0,5.0,0.0,0.0,0,0,bantamweight,1,0,2,2,2021-08-28,"las vegas, nevada, usa",900.0
ufc fight night: cannonier vs. gastelum,jared cannonier vs. kelvin gastelum,5,300,jared cannonier,kelvin gastelum,5.0,5.0,0.0,0.0,0,0,middleweight,1,0,2,6,2021-08-21,"las vegas, nevada, usa",1500.0
ufc fight night: cannonier vs. gastelum,clay guida vs. mark madsen,3,300,clay guida,mark madsen,3.0,5.0,0.0,0.0,0,0,lightweight,0,1,2,4,2021-08-21,"las vegas, nevada, usa",900.0
ufc fight night: cannonier vs. gastelum,parker porter vs. chase sherman,3,300,parker porter,chase sherman,3.0,5.0,0.0,0.0,0,0,heavyweight,1,0,2,8,2021-08-21,"las vegas, nevada, usa",900.0
ufc fight night: cannonier vs. gastelum,trevin jones vs. saidyokub kakhramonov,3,279,trevin jones,saidyokub kakhramonov,3.0,5.0,0.0,0.0,0,0,bantamweight,0,1,1,2,2021-08-21,"las vegas, nevada, usa",879.0
ufc fight night: cannonier vs. gastelum,vinc pichel vs. austin hubbard,3,300,vinc pichel,austin hubbard,3.0,5.0,0.0,0.0,0,0,lightweight,1,0,2,4,2021-08-21,"las vegas, nevada, usa",900.0
