EVENT,BOUT,ROUND,TIME,FIGHTER_1,FIGHTER_2,Total_Rounds_Format,Main_round_time_Format,Num_overtime_rounds_Format,Overtime_round_time_Format,gender,is_title_bout,weight_class,fighter_1_result,fighter_2_result,method_label,weightclass_numeric,DATE,LOCATION,total_time_seconds
ufc fight night: namajunas vs. vanzant,antonio carlos junior vs. kevin casey,1,11,antonio carlos junior,kevin casey,3.0,5.0,0.0,0.0,0,0,middleweight,3,3,0,6,2015-12-10,"las vegas, nevada, usa",11.0
ufc fight night: namajunas vs. vanzant,aljamain sterling vs. johnny eduardo,2,258,aljamain sterling,johnny eduardo,3.0,5.0,0.0,0.0,0,0,bantamweight,1,0,1,2,2015-12-10,"las vegas, nevada, usa",558.0
ufc fight night: namajunas vs. vanzant,santiago ponzinibbio vs. andreas stahl,1,265,santiago ponzinibbio,andreas stahl,3.0,5.0,0.0,0.0,0,0,welterweight,1,0,0,5,2015-12-10,"las vegas, nevada, usa",265.0
ufc fight night: namajunas vs. vanzant,danny roberts vs. nathan coy,1,166,danny roberts,nathan coy,3.0,5.0,0.0,0.0,0,0,welterweight,1,0,1,5,2015-12-10,"las vegas, nevada, usa",166.0
ufc fight night: namajunas vs. vanzant,zubaira tukhugov vs. phillipe nover,3,300,zubaira tukhugov,phillipe nover,3.0,5.0,0.0,0.0,0,0,featherweight,1,0,2,3,2015-12-10,"las vegas, nevada, usa",900.0
ufc fight night: namajunas vs. vanzant,kailin curran vs. emily kagan,2,253,kailin curran,emily kagan,3.0,5.0,0.0,0.0,1,0,strawweight,1,0,1,0,2015-12-10,"las vegas, nevada, usa",553.0
ufc fight night: henderson vs masvidal,benson henderson vs. jorge masvidal,5,300,benson henderson,jorge masvidal,5.0,5.0,0.0,0.0,0,0,welterweight,1,0,2,5,2015-11-28,"seoul, south korea",1500.0
ufc fight night: henderson vs masvidal,dong hyun kim vs. dominic waters,1,191,dong hyun kim,dominic waters,3.0,5.0,0.0,0.0,0,0,welterweight,1,0,0,5,2015-11-28,"seoul, south korea",191.0
ufc fight night: henderson vs masvidal,yoshihiro akiyama vs. alberto mina,3,300,yoshihiro akiyama,alberto mina,3.0,5.0,0.0,0.0,0,0,welterweight,0,1,2,5,2015-11-28,"seoul, south korea",900.0
ufc fight night: henderson vs masvidal,dooho choi vs. sam sicilia,1,93,dooho choi,sam sicilia,3.0,5.0,0.0,0.0,0,0,featherweight,1,0,0,3,2015-11-28,"seoul, south korea",93.0
ufc fight night: henderson vs masvidal,dongi yang vs. jake collier,2,110,dongi yang,jake collier,3.0,5.0,0.0,0.0,0,0,middleweight,1,0,0,6,2015-11-28,"seoul, south korea",410.0
ufc fight night: henderson vs masvidal,yui chul nam vs. mike de la torre,3,300,yui chul nam,mike de la torre,3.0,5.0,0.0,0.0,0,0,featherweight,0,1,2,3,2015-11-28,"seoul, south korea",900.0
ufc fight night: henderson vs masvidal,tae hyun bang vs. leo kuntz,3,300,tae hyun bang,leo kuntz,3.0,5.0,0.0,0.0,0,0,lightweight,1,0,2,4,2015-11-28,"seoul, south korea",900.0
ufc fight night: henderson vs masvidal,seo hee ham vs. cortney casey,3,300,seo hee ham,cortney casey,3.0,5.0,0.0,0.0,1,0,strawweight,1,0,2,0,2015-11-28,"seoul, south korea",900.0
ufc fight night: henderson vs masvidal,yao zhikui vs. fredy serrano,1,44,yao zhikui,fredy serrano,3.0,5.0,0.0,0.0,0,0,flyweight,0,1,0,1,2015-11-28,"seoul, south korea",44.0
ufc fight night: henderson vs masvidal,guangyou ning vs. marco beltran,3,300,guangyou ning,marco beltran,3.0,5.0,0.0,0.0,0,0,bantamweight,0,1,2,2,2015-11-28,"seoul, south korea",900.0
ufc fight night: henderson vs masvidal,dominique steele vs. dong hyun ma,3,27,dominique steele,dong hyun ma,3.0,5.0,0.0,0.0,0,0,welterweight,1,0,0,5,2015-11-28,"seoul, south korea",627.0
ufc fight night: magny vs gastelum,neil magny vs. kelvin gastelum,5,300,neil magny,kelvin gastelum,5.0,5.0,0.0,0.0,0,0,welterweight,1,0,2,5,2015-11-21,"monterrey, nuevo leon, mexico",1500.0
ufc fight night: magny vs gastelum,ricardo lamas vs. diego sanchez,3,300,ricardo lamas,diego sanchez,3.0,5.0,0.0,0.0,0,0,featherweight,1,0,2,3,2015-11-21,"monterrey, nuevo leon, mexico",900.0
ufc fight night: magny vs gastelum,jussier formiga vs. henry cejudo,3,300,jussier formiga,henry cejudo,3.0,5.0,0.0,0.0,0,0,flyweight,0,1,2,1,2015-11-21,"monterrey, nuevo leon, mexico",900.0
ufc fight night: magny vs gastelum,erick montano vs. enrique marin,3,300,erick montano,enrique marin,3.0,5.0,,5.0,0,1,welterweight,1,0,2,5,2015-11-21,"monterrey, nuevo leon, mexico",900.0
ufc fight night: magny vs gastelum,horacio gutierrez vs. enrique barzola,3,300,horacio gutierrez,enrique barzola,3.0,5.0,,5.0,0,1,lightweight,0,1,2,4,2015-11-21,"monterrey, nuevo leon, mexico",900.0
ufc fight night: magny vs gastelum,efrain escudero vs. leandro silva,3,300,efrain escudero,leandro silva,3.0,5.0,0.0,0.0,0,0,lightweight,0,1,2,4,2015-11-21,"monterrey, nuevo leon, mexico",900.0
ufc fight night: magny vs gastelum,erik perez vs. taylor lapilus,3,300,erik perez,taylor lapilus,3.0,5.0,0.0,0.0,0,0,bantamweight,1,0,2,2,2015-11-21,"monterrey, nuevo leon, mexico",900.0
ufc fight night: magny vs gastelum,hector urbina vs. bartosz fabinski,3,300,hector urbina,bartosz fabinski,3.0,5.0,0.0,0.0,0,0,welterweight,0,1,2,5,2015-11-21,"monterrey, nuevo leon, mexico",900.0
ufc fight night: magny vs gastelum,alejandro perez vs. scott jorgensen,2,266,alejandro perez,scott jorgensen,3.0,5.0,0.0,0.0,0,0,bantamweight,1,0,0,2,2015-11-21,"monterrey, nuevo leon, mexico",566.0
ufc fight night: magny vs gastelum,gabriel benitez vs. andre fili,1,193,gabriel benitez,andre fili,3.0,5.0,0.0,0.0,0,0,featherweight,0,1,0,3,2015-11-21,"monterrey, nuevo leon, mexico",193.0
ufc fight night: magny vs gastelum,vernon ramos ho vs. alvaro herrera mendoza,1,30,vernon ramos ho,alvaro herrera mendoza,3.0,5.0,0.0,0.0,0,0,welterweight,0,1,0,5,2015-11-21,"monterrey, nuevo leon, mexico",30.0
ufc fight night: magny vs gastelum,cesar arzamendia vs. marco polo reyes,1,222,cesar arzamendia,marco polo reyes,3.0,5.0,0.0,0.0,0,0,lightweight,0,1,0,4,2015-11-21,"monterrey, nuevo leon, mexico",222.0
ufc fight night: magny vs gastelum,valmir lazaro vs. michel prazeres,3,300,valmir lazaro,michel prazeres,3.0,5.0,0.0,0.0,0,0,lightweight,0,1,2,4,2015-11-21,"monterrey, nuevo leon, mexico",900.0
ufc 193: rousey vs holm,ronda rousey vs. holly holm,2,59,ronda rousey,holly holm,5.0,5.0,0.0,0.0,1,1,bantamweight,0,1,0,2,2015-11-14,"melbourne, victoria, australia",359.0
ufc 193: rousey vs holm,joanna jedrzejczyk vs. valerie letourneau,5,300,joanna jedrzejczyk,valerie letourneau,5.0,5.0,0.0,0.0,1,1,strawweight,1,0,2,0,2015-11-14,"melbourne, victoria, australia",1500.0
ufc 193: rousey vs holm,mark hunt vs. antonio silva,1,221,mark hunt,antonio silva,3.0,5.0,0.0,0.0,0,0,heavyweight,1,0,0,8,2015-11-14,"melbourne, victoria, australia",221.0
ufc 193: rousey vs holm,uriah hall vs. robert whittaker,3,300,uriah hall,robert whittaker,3.0,5.0,0.0,0.0,0,0,middleweight,0,1,2,6,2015-11-14,"melbourne, victoria, australia",900.0
ufc 193: rousey vs holm,stefan struve vs. jared rosholt,3,300,stefan struve,jared rosholt,3.0,5.0,0.0,0.0,0,0,heavyweight,0,1,2,8,2015-11-14,"melbourne, victoria, australia",900.0
ufc 193: rousey vs holm,jake matthews vs. akbarh arreola,2,300,jake matthews,akbarh arreola,3.0,5.0,0.0,0.0,0,0,lightweight,1,0,0,4,2015-11-14,"melbourne, victoria, australia",600.0
ufc 193: rousey vs holm,kyle noke vs. peter sobotta,1,121,kyle noke,peter sobotta,3.0,5.0,0.0,0.0,0,0,welterweight,1,0,0,5,2015-11-14,"melbourne, victoria, australia",121.0
ufc 193: rousey vs holm,anthony perosh vs. gian villante,1,176,anthony perosh,gian villante,3.0,5.0,0.0,0.0,0,0,light heavyweight,0,1,0,7,2015-11-14,"melbourne, victoria, australia",176.0
ufc 193: rousey vs holm,richie vaculik vs. danny martinez,3,300,richie vaculik,danny martinez,3.0,5.0,0.0,0.0,0,0,flyweight,0,1,2,1,2015-11-14,"melbourne, victoria, australia",900.0
ufc 193: rousey vs holm,daniel kelly vs. steve montgomery,3,300,daniel kelly,steve montgomery,3.0,5.0,0.0,0.0,0,0,middleweight,1,0,2,6,2015-11-14,"melbourne, victoria, australia",900.0
ufc 193: rousey vs holm,richard walsh vs. steve kennedy,3,300,richard walsh,steve kennedy,3.0,5.0,0.0,0.0,0,0,welterweight,1,0,2,5,2015-11-14,"melbourne, victoria, australia",900.0
ufc 193: rousey vs holm,james moontasri vs. anton zafir,1,276,james moontasri,anton zafir,3.0,5.0,0.0,0.0,0,0,welterweight,1,0,0,5,2015-11-14,"melbourne, victoria, australia",276.0
ufc 193: rousey vs holm,ben nguyen vs. ryan benoit,1,155,ben nguyen,ryan benoit,3.0,5.0,0.0,0.0,0,0,flyweight,1,0,1,1,2015-11-14,"melbourne, victoria, australia",155.0
ufc fight night: belfort vs henderson 3,vitor belfort vs. dan henderson,1,127,vitor belfort,dan henderson,5.0,5.0,0.0,0.0,0,0,middleweight,1,0,0,6,2015-11-07,"sao paulo, sao paulo, brazil",127.0
ufc fight night: belfort vs henderson 3,glover teixeira vs. patrick cummins,2,72,glover teixeira,patrick cummins,3.0,5.0,0.0,0.0,0,0,light heavyweight,1,0,0,7,2015-11-07,"sao paulo, sao paulo, brazil",372.0
ufc fight night: belfort vs henderson 3,thomas almeida vs. anthony birchak,1,264,thomas almeida,anthony birchak,3.0,5.0,0.0,0.0,0,0,bantamweight,1,0,0,2,2015-11-07,"sao paulo, sao paulo, brazil",264.0
ufc fight night: belfort vs henderson 3,alex oliveira vs. piotr hallmann,3,51,alex oliveira,piotr hallmann,3.0,5.0,0.0,0.0,0,0,lightweight,1,0,0,4,2015-11-07,"sao paulo, sao paulo, brazil",651.0
ufc fight night: belfort vs henderson 3,gilbert burns vs. rashid magomedov,3,300,gilbert burns,rashid magomedov,3.0,5.0,0.0,0.0,0,0,lightweight,0,1,2,4,2015-11-07,"sao paulo, sao paulo, brazil",900.0
ufc fight night: belfort vs henderson 3,fabio maldonado vs. corey anderson,3,300,fabio maldonado,corey anderson,3.0,5.0,0.0,0.0,0,0,light heavyweight,0,1,2,7,2015-11-07,"sao paulo, sao paulo, brazil",900.0
ufc fight night: belfort vs henderson 3,gleison tibau vs. abel trujillo,1,105,gleison tibau,abel trujillo,3.0,5.0,0.0,0.0,0,0,lightweight,0,1,3,4,2015-11-07,"sao paulo, sao paulo, brazil",105.0
ufc fight night: belfort vs henderson 3,yan cabral vs. johnny case,3,300,yan cabral,johnny case,3.0,5.0,0.0,0.0,0,0,lightweight,0,1,2,4,2015-11-07,"sao paulo, sao paulo, brazil",900.0
ufc fight night: belfort vs henderson 3,clay guida vs. thiago tavares,1,39,clay guida,thiago tavares,3.0,5.0,0.0,0.0,0,0,featherweight,0,1,1,3,2015-11-07,"sao paulo, sao paulo, brazil",39.0
ufc fight night: belfort vs henderson 3,edimilson souza vs. chas skelly,2,116,edimilson souza,chas skelly,3.0,5.0,0.0,0.0,0,0,featherweight,0,1,1,3,2015-11-07,"sao paulo, sao paulo, brazil",416.0
ufc fight night: belfort vs henderson 3,viscardi andrade vs. gasan umalatov,3,300,viscardi andrade,gasan umalatov,3.0,5.0,0.0,0.0,0,0,welterweight,1,0,2,5,2015-11-07,"sao paulo, sao paulo, brazil",900.0
ufc fight night: belfort vs henderson 3,pedro munhoz vs. jimmie rivera,3,300,pedro munhoz,jimmie rivera,3.0,5.0,0.0,0.0,0,0,bantamweight,0,1,2,2,2015-11-07,"sao paulo, sao paulo, brazil",900.0
ufc fight night: belfort vs henderson 3,bruno korea vs. matheus nicolau,3,207,bruno korea,matheus nicolau,3.0,5.0,0.0,0.0,0,0,bantamweight,0,1,1,2,2015-11-07,"sao paulo, sao paulo, brazil",807.0
ufc fight night: holohan vs smolka,paddy holohan vs. louis smolka,2,249,paddy holohan,louis smolka,3.0,5.0,0.0,0.0,0,0,flyweight,0,1,1,1,2015-10-24,"dublin, leinster, ireland",549.0
ufc fight night: holohan vs smolka,norman parke vs. reza madadi,3,300,norman parke,reza madadi,3.0,5.0,0.0,0.0,0,0,lightweight,1,0,2,4,2015-10-24,"dublin, leinster, ireland",900.0
ufc fight night: holohan vs smolka,nicolas dalby vs. darren till,3,300,nicolas dalby,darren till,3.0,5.0,0.0,0.0,0,0,welterweight,4,4,2,5,2015-10-24,"dublin, leinster, ireland",900.0
ufc fight night: holohan vs smolka,neil seery vs. jon delos reyes,2,252,neil seery,jon delos reyes,3.0,5.0,0.0,0.0,0,0,flyweight,1,0,1,1,2015-10-24,"dublin, leinster, ireland",552.0
ufc fight night: holohan vs smolka,stevie ray vs. mickael lebout,3,300,stevie ray,mickael lebout,3.0,5.0,0.0,0.0,0,0,lightweight,1,0,2,4,2015-10-24,"dublin, leinster, ireland",900.0
ufc fight night: holohan vs smolka,aisling daly vs. ericka almeida,3,300,aisling daly,ericka almeida,3.0,5.0,0.0,0.0,1,0,strawweight,1,0,2,0,2015-10-24,"dublin, leinster, ireland",900.0
ufc fight night: holohan vs smolka,scott askham vs. krzysztof jotko,3,300,scott askham,krzysztof jotko,3.0,5.0,0.0,0.0,0,0,middleweight,0,1,2,6,2015-10-24,"dublin, leinster, ireland",900.0
ufc fight night: holohan vs smolka,cathal pendred vs. tom breese,1,277,cathal pendred,tom breese,3.0,5.0,0.0,0.0,0,0,welterweight,0,1,0,5,2015-10-24,"dublin, leinster, ireland",277.0
ufc fight night: holohan vs smolka,darren elkins vs. robert whiteford,3,300,darren elkins,robert whiteford,3.0,5.0,0.0,0.0,0,0,featherweight,1,0,2,3,2015-10-24,"dublin, leinster, ireland",900.0
ufc fight night: holohan vs smolka,bubba bush vs. garreth mclellan,3,298,bubba bush,garreth mclellan,3.0,5.0,0.0,0.0,0,0,middleweight,0,1,0,6,2015-10-24,"dublin, leinster, ireland",898.0
ufc 192: cormier vs gustafsson,daniel cormier vs. alexander gustafsson,5,300,daniel cormier,alexander gustafsson,5.0,5.0,0.0,0.0,0,1,light heavyweight,1,0,2,7,2015-10-03,"houston, texas, usa",1500.0
ufc 192: cormier vs gustafsson,ryan bader vs. rashad evans,3,300,ryan bader,rashad evans,3.0,5.0,0.0,0.0,0,0,light heavyweight,1,0,2,7,2015-10-03,"houston, texas, usa",900.0
ufc 192: cormier vs gustafsson,shawn jordan vs. ruslan magomedov,3,300,shawn jordan,ruslan magomedov,3.0,5.0,0.0,0.0,0,0,heavyweight,0,1,2,8,2015-10-03,"houston, texas, usa",900.0
ufc 192: cormier vs gustafsson,joseph benavidez vs. ali bagautinov,3,300,joseph benavidez,ali bagautinov,3.0,5.0,0.0,0.0,0,0,flyweight,1,0,2,1,2015-10-03,"houston, texas, usa",900.0
ufc 192: cormier vs gustafsson,jessica eye vs. julianna pena,3,300,jessica eye,julianna pena,3.0,5.0,0.0,0.0,1,0,bantamweight,0,1,2,2,2015-10-03,"houston, texas, usa",900.0
ufc 192: cormier vs gustafsson,yair rodriguez vs. dan hooker,3,300,yair rodriguez,dan hooker,3.0,5.0,0.0,0.0,0,0,featherweight,1,0,2,3,2015-10-03,"houston, texas, usa",900.0
ufc 192: cormier vs gustafsson,alan jouban vs. albert tumenov,1,175,alan jouban,albert tumenov,3.0,5.0,0.0,0.0,0,0,welterweight,0,1,0,5,2015-10-03,"houston, texas, usa",175.0
ufc 192: cormier vs gustafsson,adriano martins vs. islam makhachev,1,106,adriano martins,islam makhachev,3.0,5.0,0.0,0.0,0,0,lightweight,1,0,0,4,2015-10-03,"houston, texas, usa",106.0
ufc 192: cormier vs gustafsson,rose namajunas vs. angela hill,1,167,rose namajunas,angela hill,3.0,5.0,0.0,0.0,1,0,strawweight,1,0,1,0,2015-10-03,"houston, texas, usa",167.0
ufc 192: cormier vs gustafsson,francisco trevino vs. sage northcutt,1,57,francisco trevino,sage northcutt,3.0,5.0,0.0,0.0,0,0,lightweight,0,1,0,4,2015-10-03,"houston, texas, usa",57.0
ufc 192: cormier vs gustafsson,chris cariaso vs. sergio pettis,3,300,chris cariaso,sergio pettis,3.0,5.0,0.0,0.0,0,0,flyweight,0,1,2,1,2015-10-03,"houston, texas, usa",900.0
ufc 192: cormier vs gustafsson,derrick lewis vs. viktor pesta,3,75,derrick lewis,viktor pesta,3.0,5.0,0.0,0.0,0,0,heavyweight,1,0,0,8,2015-10-03,"houston, texas, usa",675.0
ufc fight night: barnett vs nelson,josh barnett vs. roy nelson,5,300,josh barnett,roy nelson,5.0,5.0,0.0,0.0,0,0,heavyweight,1,0,2,8,2015-09-26,"saitama, japan",1500.0
ufc fight night: barnett vs nelson,gegard mousasi vs. uriah hall,2,25,gegard mousasi,uriah hall,3.0,5.0,0.0,0.0,0,0,middleweight,0,1,0,6,2015-09-26,"saitama, japan",325.0
ufc fight night: barnett vs nelson,kyoji horiguchi vs. chico camus,3,300,kyoji horiguchi,chico camus,3.0,5.0,0.0,0.0,0,0,flyweight,1,0,2,1,2015-09-26,"saitama, japan",900.0
ufc fight night: barnett vs nelson,takeya mizugaki vs. george roop,3,300,takeya mizugaki,george roop,3.0,5.0,0.0,0.0,0,0,bantamweight,1,0,2,2,2015-09-26,"saitama, japan",900.0
ufc fight night: barnett vs nelson,katsunori kikuno vs. diego brandao,1,28,katsunori kikuno,diego brandao,3.0,5.0,0.0,0.0,0,0,featherweight,0,1,0,3,2015-09-26,"saitama, japan",28.0
ufc fight night: barnett vs nelson,mizuto hirota vs. teruto ishihara,3,300,mizuto hirota,teruto ishihara,3.0,5.0,0.0,0.0,0,0,featherweight,4,4,2,3,2015-09-26,"saitama, japan",900.0
ufc fight night: barnett vs nelson,keita nakamura vs. li jingliang,3,137,keita nakamura,li jingliang,3.0,5.0,0.0,0.0,0,0,welterweight,1,0,1,5,2015-09-26,"saitama, japan",737.0
ufc fight night: barnett vs nelson,nick hein vs. yusuke kasuya,3,300,nick hein,yusuke kasuya,3.0,5.0,0.0,0.0,0,0,lightweight,1,0,2,4,2015-09-26,"saitama, japan",900.0
ufc fight night: barnett vs nelson,naoyuki kotani vs. kajan johnson,3,300,naoyuki kotani,kajan johnson,3.0,5.0,0.0,0.0,0,0,lightweight,0,1,2,4,2015-09-26,"saitama, japan",900.0
ufc fight night: barnett vs nelson,shinsho anzai vs. roger zapata,3,47,shinsho anzai,roger zapata,3.0,5.0,0.0,0.0,0,0,welterweight,1,0,0,5,2015-09-26,"saitama, japan",647.0
ufc 191: johnson vs dodson 2,demetrious johnson vs. john dodson,5,300,demetrious johnson,john dodson,5.0,5.0,0.0,0.0,0,1,flyweight,1,0,2,1,2015-09-05,"las vegas, nevada, usa",1500.0
ufc 191: johnson vs dodson 2,andrei arlovski vs. frank mir,3,300,andrei arlovski,frank mir,3.0,5.0,0.0,0.0,0,0,heavyweight,1,0,2,8,2015-09-05,"las vegas, nevada, usa",900.0
ufc 191: johnson vs dodson 2,anthony johnson vs. jimi manuwa,2,28,anthony johnson,jimi manuwa,3.0,5.0,0.0,0.0,0,0,light heavyweight,1,0,0,7,2015-09-05,"las vegas, nevada, usa",328.0
ufc 191: johnson vs dodson 2,jan blachowicz vs. corey anderson,3,300,jan blachowicz,corey anderson,3.0,5.0,0.0,0.0,0,0,light heavyweight,0,1,2,7,2015-09-05,"las vegas, nevada, usa",900.0
ufc 191: johnson vs dodson 2,paige vanzant vs. alex chambers,3,61,paige vanzant,alex chambers,3.0,5.0,0.0,0.0,1,0,strawweight,1,0,1,0,2015-09-05,"las vegas, nevada, usa",661.0
ufc 191: johnson vs dodson 2,ross pearson vs. paul felder,3,300,ross pearson,paul felder,3.0,5.0,0.0,0.0,0,0,lightweight,1,0,2,4,2015-09-05,"las vegas, nevada, usa",900.0
ufc 191: johnson vs dodson 2,francisco rivera vs. john lineker,1,128,francisco rivera,john lineker,3.0,5.0,0.0,0.0,0,0,bantamweight,0,1,1,2,2015-09-05,"las vegas, nevada, usa",128.0
ufc 191: johnson vs dodson 2,jessica andrade vs. raquel pennington,2,298,jessica andrade,raquel pennington,3.0,5.0,0.0,0.0,1,0,bantamweight,0,1,1,2,2015-09-05,"las vegas, nevada, usa",598.0
ufc 191: johnson vs dodson 2,clay collard vs. tiago dos santos e silva,3,300,clay collard,tiago dos santos e silva,3.0,5.0,0.0,0.0,0,0,featherweight,0,1,2,3,2015-09-05,"las vegas, nevada, usa",900.0
ufc 191: johnson vs dodson 2,joe riggs vs. ron stallings,2,148,joe riggs,ron stallings,3.0,5.0,0.0,0.0,0,0,middleweight,1,0,3,6,2015-09-05,"las vegas, nevada, usa",448.0
ufc 191: johnson vs dodson 2,joaquim silva vs. nazareno malegarie,3,300,joaquim silva,nazareno malegarie,3.0,5.0,0.0,0.0,0,0,lightweight,1,0,2,4,2015-09-05,"las vegas, nevada, usa",900.0
ufc fight night: holloway vs oliveira,max holloway vs. charles oliveira,1,99,max holloway,charles oliveira,5.0,5.0,0.0,0.0,0,0,featherweight,1,0,0,3,2015-08-23,"saskatoon, saskatchewan, canada",99.0
ufc fight night: holloway vs oliveira,neil magny vs. erick silva,3,300,neil magny,erick silva,3.0,5.0,0.0,0.0,0,0,welterweight,1,0,2,5,2015-08-23,"saskatoon, saskatchewan, canada",900.0
ufc fight night: holloway vs oliveira,patrick cote vs. joshua burkman,3,86,patrick cote,joshua burkman,3.0,5.0,0.0,0.0,0,0,welterweight,1,0,0,5,2015-08-23,"saskatoon, saskatchewan, canada",686.0
ufc fight night: holloway vs oliveira,chad laprise vs. francisco trinaldo,1,163,chad laprise,francisco trinaldo,3.0,5.0,0.0,0.0,0,0,lightweight,0,1,0,4,2015-08-23,"saskatoon, saskatchewan, canada",163.0
ufc fight night: holloway vs oliveira,olivier aubin-mercier vs. tony sims,3,300,olivier aubin-mercier,tony sims,3.0,5.0,0.0,0.0,0,0,lightweight,1,0,2,4,2015-08-23,"saskatoon, saskatchewan, canada",900.0
ufc fight night: holloway vs oliveira,maryna moroz vs. valerie letourneau,3,300,maryna moroz,valerie letourneau,3.0,5.0,0.0,0.0,1,0,strawweight,0,1,2,0,2015-08-23,"saskatoon, saskatchewan, canada",900.0
ufc fight night: holloway vs oliveira,sam stout vs. frankie perez,1,54,sam stout,frankie perez,3.0,5.0,0.0,0.0,0,0,lightweight,0,1,0,4,2015-08-23,"saskatoon, saskatchewan, canada",54.0
ufc fight night: holloway vs oliveira,yves jabouin vs. felipe arantes,1,261,yves jabouin,felipe arantes,3.0,5.0,0.0,0.0,0,0,bantamweight,0,1,1,2,2015-08-23,"saskatoon, saskatchewan, canada",261.0
ufc fight night: holloway vs oliveira,marcos rogerio de lima vs. nikita krylov,1,149,marcos rogerio de lima,nikita krylov,3.0,5.0,0.0,0.0,0,0,light heavyweight,0,1,1,7,2015-08-23,"saskatoon, saskatchewan, canada",149.0
ufc fight night: holloway vs oliveira,chris kelades vs. chris beal,3,300,chris kelades,chris beal,3.0,5.0,0.0,0.0,0,0,flyweight,1,0,2,1,2015-08-23,"saskatoon, saskatchewan, canada",900.0
ufc fight night: holloway vs oliveira,shane campbell vs. elias silverio,3,300,shane campbell,elias silverio,3.0,5.0,0.0,0.0,0,0,lightweight,1,0,2,4,2015-08-23,"saskatoon, saskatchewan, canada",900.0
ufc fight night: holloway vs oliveira,misha cirkunov vs. daniel jolly,1,285,misha cirkunov,daniel jolly,3.0,5.0,0.0,0.0,0,0,light heavyweight,1,0,0,7,2015-08-23,"saskatoon, saskatchewan, canada",285.0
ufc fight night: teixeira vs saint preux,glover teixeira vs. ovince saint preux,3,190,glover teixeira,ovince saint preux,5.0,5.0,0.0,0.0,0,0,light heavyweight,1,0,1,7,2015-08-08,"nashville, tennessee, usa",790.0
ufc fight night: teixeira vs saint preux,michael johnson vs. beneil dariush,3,300,michael johnson,beneil dariush,3.0,5.0,0.0,0.0,0,0,lightweight,0,1,2,4,2015-08-08,"nashville, tennessee, usa",900.0
ufc fight night: teixeira vs saint preux,derek brunson vs. sam alvey,1,139,derek brunson,sam alvey,3.0,5.0,0.0,0.0,0,0,middleweight,1,0,0,6,2015-08-08,"nashville, tennessee, usa",139.0
ufc fight night: teixeira vs saint preux,jared rosholt vs. timothy johnson,3,300,jared rosholt,timothy johnson,3.0,5.0,0.0,0.0,0,0,heavyweight,1,0,2,8,2015-08-08,"nashville, tennessee, usa",900.0
ufc fight night: teixeira vs saint preux,sara mcmann vs. amanda nunes,1,173,sara mcmann,amanda nunes,3.0,5.0,0.0,0.0,1,0,bantamweight,0,1,1,2,2015-08-08,"nashville, tennessee, usa",173.0
ufc fight night: teixeira vs saint preux,ray borg vs. geane herrera,3,300,ray borg,geane herrera,3.0,5.0,0.0,0.0,0,0,flyweight,1,0,2,1,2015-08-08,"nashville, tennessee, usa",900.0
ufc fight night: teixeira vs saint preux,uriah hall vs. oluwale bamgbose,1,152,uriah hall,oluwale bamgbose,3.0,5.0,0.0,0.0,0,0,middleweight,1,0,0,6,2015-08-08,"nashville, tennessee, usa",152.0
ufc fight night: teixeira vs saint preux,chris camozzi vs. tom watson,3,300,chris camozzi,tom watson,3.0,5.0,0.0,0.0,0,0,middleweight,1,0,2,6,2015-08-08,"nashville, tennessee, usa",900.0
ufc fight night: teixeira vs saint preux,dustin ortiz vs. willie gates,3,178,dustin ortiz,willie gates,3.0,5.0,0.0,0.0,0,0,flyweight,1,0,0,1,2015-08-08,"nashville, tennessee, usa",778.0
ufc fight night: teixeira vs saint preux,frankie saenz vs. sirwan kakai,3,300,frankie saenz,sirwan kakai,3.0,5.0,0.0,0.0,0,0,bantamweight,1,0,2,2,2015-08-08,"nashville, tennessee, usa",900.0
ufc fight night: teixeira vs saint preux,chris dempsey vs. jonathan wilson,1,50,chris dempsey,jonathan wilson,3.0,5.0,0.0,0.0,0,0,light heavyweight,0,1,0,7,2015-08-08,"nashville, tennessee, usa",50.0
ufc fight night: teixeira vs saint preux,marlon vera vs. roman salazar,2,135,marlon vera,roman salazar,3.0,5.0,0.0,0.0,0,0,bantamweight,1,0,1,2,2015-08-08,"nashville, tennessee, usa",435.0
ufc fight night: teixeira vs saint preux,anthony christodoulou vs. scott holtzman,3,160,anthony christodoulou,scott holtzman,3.0,5.0,0.0,0.0,0,0,lightweight,0,1,1,4,2015-08-08,"nashville, tennessee, usa",760.0
ufc 190: rousey vs correia,ronda rousey vs. bethe correia,1,34,ronda rousey,bethe correia,5.0,5.0,0.0,0.0,1,1,bantamweight,1,0,0,2,2015-08-01,"rio de janeiro, rio de janeiro, brazil",34.0
ufc 190: rousey vs correia,mauricio rua vs. rogerio nogueira,3,300,mauricio rua,rogerio nogueira,3.0,5.0,0.0,0.0,0,0,light heavyweight,1,0,2,7,2015-08-01,"rio de janeiro, rio de janeiro, brazil",900.0
ufc 190: rousey vs correia,glaico franca moreira vs. fernando bruno,3,286,glaico franca moreira,fernando bruno,3.0,5.0,,5.0,0,1,lightweight,1,0,1,4,2015-08-01,"rio de janeiro, rio de janeiro, brazil",886.0
ufc 190: rousey vs correia,reginaldo vieira vs. dileno lopes,3,300,reginaldo vieira,dileno lopes,3.0,5.0,,5.0,0,1,bantamweight,1,0,2,2,2015-08-01,"rio de janeiro, rio de janeiro, brazil",900.0
